customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
5386-THSLQ,Female,1,Yes,No,24,Yes,No phone service,Fiber optic,Yes,No internet service,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),85.82,3734.74,No
3192-NQECA,Female,0,No,No,60,Yes,Yes,No,No,Yes,Yes,No internet service,No internet service,No,One year,No,Mailed check,96.51,8495.95,Yes
6180-YBIQI,Female,1,No,Yes,2,No,Yes,No,No,No internet service,No,Yes,No internet service,No,Month-to-month,No,Bank transfer (automatic),72.52,7572.53,No
6728-DKUCO,Female,0,No,Yes,58,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),21.83,1762.67,No
9750-BOOHV,Male,0,No,No,32,No,No,Fiber optic,No internet service,Yes,No internet service,No,No,No,One year,Yes,Credit card (automatic),114.0,6030.0,No
8597-CWYHH,Female,0,No,Yes,51,Yes,No phone service,No,Yes,Yes,No,Yes,No,No internet service,Two year,Yes,Bank transfer (automatic),107.31,4955.48,No
2848-YXSMW,Female,1,Yes,Yes,34,Yes,No,No,No internet service,Yes,No,Yes,No,No internet service,Month-to-month,No,Credit card (automatic),55.39,3617.88,No
0486-HECZI,Female,1,Yes,No,66,Yes,Yes,DSL,No,No,No,No,Yes,No internet service,Two year,Yes,Mailed check,86.88,4640.03,Yes
4549-ZDQYY,Male,1,Yes,Yes,69,No,No phone service,DSL,No internet service,Yes,No internet service,No internet service,No,No,One year,No,Electronic check,41.22,6447.17,No
5712-AHQNN,Male,1,No,No,6,Yes,No,DSL,No internet service,Yes,Yes,No internet service,Yes,No,Month-to-month,No,Bank transfer (automatic),62.72,416.42,No
4846-WHAFZ,Female,1,Yes,Yes,25,Yes,No phone service,No,Yes,Yes,No,Yes,No internet service,No internet service,Two year,Yes,Mailed check,24.02,4617.43,Yes
5256-SKJGO,Female,1,No,No,4,Yes,No phone service,Fiber optic,No internet service,Yes,No,Yes,No internet service,No internet service,One year,No,Credit card (automatic),51.23,8020.8,No
3071-VBYPO,Male,0,Yes,Yes,0,No,Yes,No,Yes,No internet service,Yes,Yes,Yes,No internet service,Two year,Yes,Credit card (automatic),111.76,1613.29,No
9560-BBZXK,Male,1,Yes,No,20,No,No phone service,No,No internet service,No,No internet service,Yes,Yes,No internet service,Two year,Yes,Credit card (automatic),84.68,7792.93,No
5299-RULOA,Male,0,No,No,22,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,80.28,4625.19,Yes
8402-OOOHJ,Female,1,Yes,No,3,No,No,DSL,No internet service,Yes,No internet service,No internet service,Yes,No,One year,No,Bank transfer (automatic),35.98,2491.5,No
9445-ZUEQE,Male,0,Yes,Yes,23,Yes,Yes,No,Yes,No internet service,No,No,No internet service,Yes,Two year,No,Bank transfer (automatic),58.54,1959.86,No
1091-SOZGA,Male,0,Yes,Yes,49,No,No phone service,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),18.7,6451.08,No
2928-HLDBA,Male,0,No,No,65,Yes,No,Fiber optic,No,No internet service,No,No internet service,No,No internet service,Month-to-month,No,Bank transfer (automatic),92.01,4514.0,No
0404-SWRVG,Female,1,No,No,58,No,Yes,Fiber optic,No,No,No internet service,Yes,No internet service,No internet service,One year,No,Credit card (automatic),110.92,6018.79,Yes
6497-TILVL,Female,1,Yes,No,63,Yes,Yes,Fiber optic,Yes,No internet service,Yes,Yes,Yes,No internet service,One year,No,Bank transfer (automatic),27.78,3144.75,No
7219-TLZHO,Female,0,Yes,Yes,1,Yes,No,No,Yes,Yes,Yes,No internet service,Yes,Yes,Two year,No,Electronic check,20.04,1319.22,No
4622-YNKIJ,Female,1,Yes,No,28,Yes,No phone service,Fiber optic,No internet service,No,No internet service,No,No,Yes,Two year,Yes,Electronic check,50.77,691.1,No
4412-YLTKF,Female,0,Yes,Yes,61,No,Yes,No,No internet service,No,Yes,Yes,No,No internet service,Month-to-month,No,Bank transfer (automatic),89.23,8414.17,Yes
6734-PSBAW,Male,1,Yes,No,27,Yes,Yes,DSL,No internet service,No,No internet service,Yes,No,Yes,Two year,No,Bank transfer (automatic),38.02,7289.02,No
3930-ZGWVE,Male,1,No,No,38,Yes,Yes,No,No,No,No internet service,No,No,No,Month-to-month,No,Electronic check,88.62,2884.51,No
2639-UGMAZ,Male,0,Yes,No,8,Yes,No phone service,Fiber optic,No internet service,Yes,No internet service,No,Yes,No internet service,One year,Yes,Mailed check,88.34,4596.44,No
2876-GZYZC,Female,1,Yes,No,18,No,No phone service,Fiber optic,No,No,No,Yes,No,No,Two year,No,Mailed check,73.5,3503.23,No
6207-WIOLX,Female,0,Yes,No,67,No,Yes,No,No,Yes,No,No internet service,Yes,No internet service,Two year,No,Mailed check,59.92,3415.68,Yes
8587-XYZSF,Male,1,Yes,No,63,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No internet service,One year,Yes,Credit card (automatic),74.44,1569.15,No
3091-FYHKI,Female,0,Yes,No,47,Yes,No,DSL,No internet service,No,Yes,Yes,No internet service,No,Month-to-month,Yes,Mailed check,35.1,5663.36,Yes
2372-HWUHI,Female,1,Yes,No,29,No,Yes,No,No internet service,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,40.28,7170.43,Yes
7799-LGRDP,Male,1,No,Yes,22,No,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),87.76,7271.01,No
7850-VWJUU,Female,1,No,No,72,No,No,Fiber optic,No,Yes,Yes,No internet service,Yes,Yes,Month-to-month,No,Credit card (automatic),35.67,203.15,No
3774-VBNXY,Male,0,No,No,68,Yes,No phone service,Fiber optic,Yes,No internet service,No internet service,No internet service,Yes,No internet service,One year,Yes,Bank transfer (automatic),18.51,4260.54,No
6217-KDYWC,Female,0,Yes,No,35,No,No phone service,Fiber optic,No internet service,No internet service,Yes,No internet service,No,Yes,Two year,Yes,Credit card (automatic),18.56,675.36,No
0390-DCFDQ,Female,0,Yes,No,57,No,No phone service,No,No,Yes,Yes,Yes,No internet service,No internet service,One year,No,Mailed check,38.37,5231.44,Yes
3146-MSEGF,Female,1,No,No,34,No,No phone service,Fiber optic,Yes,Yes,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),40.61,4062.21,No
4080-OGPJL,Male,1,No,No,53,No,No,Fiber optic,Yes,No internet service,No,No,No,Yes,One year,Yes,Electronic check,101.48,4821.96,Yes
1095-WGNGG,Female,0,No,No,43,No,Yes,No,No internet service,No,No,No,No,No,One year,No,Credit card (automatic),63.83,1380.27,No
2636-SJDOU,Male,0,No,No,59,No,No,Fiber optic,Yes,Yes,No,No,No internet service,No internet service,Month-to-month,No,Mailed check,87.32,5145.76,No
1131-QQZEB,Female,1,Yes,Yes,10,No,No phone service,DSL,No,Yes,No internet service,Yes,No internet service,Yes,One year,No,Electronic check,60.22,2263.56,No
5716-EZXZN,Female,0,Yes,Yes,55,No,No,DSL,Yes,No,No internet service,No,No,Yes,Two year,Yes,Electronic check,61.47,7906.66,No
6837-BJYDQ,Male,0,No,No,67,No,Yes,Fiber optic,No,Yes,No,Yes,No internet service,Yes,One year,Yes,Bank transfer (automatic),41.35,8052.91,No
2135-RXIHG,Male,0,No,Yes,55,No,Yes,DSL,No internet service,Yes,No,No,Yes,No internet service,Two year,Yes,Mailed check,117.8,2983.44,Yes
6440-DKQGE,Male,1,Yes,Yes,11,Yes,No,No,No internet service,No internet service,Yes,No internet service,Yes,No,Month-to-month,Yes,Credit card (automatic),65.5,6950.68,No
3466-BYAVD,Female,0,No,Yes,20,No,No,Fiber optic,No internet service,Yes,No internet service,No,Yes,No,One year,No,Mailed check,63.25,3779.85,No
3780-YVMFA,Male,1,No,Yes,20,No,No,No,Yes,No internet service,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,81.6,3283.84,No
3874-EQOEP,Male,1,No,Yes,65,Yes,Yes,DSL,No internet service,Yes,No,Yes,No,No internet service,Month-to-month,No,Electronic check,118.06,4051.85,Yes
1679-JRFBR,Female,0,No,Yes,4,No,Yes,Fiber optic,No internet service,Yes,No internet service,Yes,No,Yes,Two year,No,Mailed check,35.96,7275.87,No
9073-ZZIAY,Female,1,No,Yes,0,Yes,No,DSL,No internet service,Yes,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),26.42,7833.13,No
3077-RSNTJ,Female,1,Yes,No,45,Yes,Yes,DSL,Yes,Yes,No internet service,Yes,No internet service,Yes,One year,No,Electronic check,77.28,4213.67,No
6551-GNYDG,Male,1,Yes,No,40,Yes,Yes,Fiber optic,No,No internet service,No internet service,Yes,Yes,No internet service,One year,Yes,Mailed check,110.0,4685.63,No
9167-APMXZ,Female,1,No,Yes,24,Yes,No,Fiber optic,No,Yes,No,No,No,No internet service,Two year,No,Credit card (automatic),75.66,8593.39,No
2749-CTKAJ,Male,0,Yes,Yes,2,No,No phone service,No,Yes,Yes,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Credit card (automatic),97.76,645.4,No
6371-NZYEG,Male,1,No,Yes,65,Yes,No,DSL,Yes,Yes,No,No internet service,No,No,One year,No,Electronic check,29.98,4124.04,No
7554-NEWDD,Female,0,Yes,No,20,Yes,Yes,Fiber optic,No,No,No,No,No internet service,No,Month-to-month,No,Mailed check,96.98,4448.86,No
8992-VONJD,Female,1,No,No,33,No,Yes,DSL,No internet service,No,No internet service,No,No internet service,No,One year,Yes,Credit card (automatic),87.7,6590.28,No
0867-MKZVY,Male,0,Yes,No,70,No,Yes,Fiber optic,No internet service,No internet service,Yes,No internet service,No,No internet service,Month-to-month,Yes,Electronic check,80.88,8272.13,Yes
4482-EWFMI,Female,1,No,Yes,44,No,Yes,DSL,No internet service,No,No,No internet service,No,Yes,Month-to-month,No,Electronic check,117.41,6639.01,No
4648-YPBTM,Female,1,No,No,38,Yes,No phone service,No,No,Yes,No internet service,No internet service,No,No,Two year,Yes,Electronic check,36.47,1080.36,No
2907-ILJBN,Female,0,No,No,36,Yes,Yes,Fiber optic,Yes,No,Yes,No,No internet service,No,Month-to-month,No,Credit card (automatic),81.53,6633.41,No
6345-FZOQH,Male,1,No,Yes,62,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,74.48,5300.53,No
