workclass_num,education.num,marital_num,race_num,sex_num,rel_num,capital.gain,capital.loss,workclass,fnlwgt,education,marital.status,occupation,relationship,race,sex,hours.per.week,native.country,income,age,over50K
2,2,4,1,0,1,20453,682,Private,203034,Bachelors,Separated,Sales,Not-in-family,White,Male,50,United-States,>50K,34,1
4,13,1,0,1,0,64159,1986,Private,188774,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,40,United-States,>50K,37,1
3,5,2,3,0,0,71640,1461,Private,77009,11th,Separated,Sales,Not-in-family,White,Female,42,United-States,<=50K,29,0
5,1,0,0,1,1,65398,2754,Private,29059,HS-grad,Divorced,Sales,Unmarried,White,Female,25,United-States,<=50K,61,0
2,12,0,1,1,1,47019,3971,Private,153870,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K,51,0
0,2,4,0,1,1,12175,1047,Private,34310,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,21,0
0,13,0,0,0,0,80763,2106,Private,228696,1st-4th,Married-civ-spouse,Craft-repair,Not-in-family,White,Male,32,Mexico,<=50K,33,0
3,15,4,1,1,1,23098,2603,Private,122066,5th-6th,Married-civ-spouse,Other-service,Husband,White,Male,40,Greece,<=50K,49,0
0,6,5,4,1,0,41648,707,Self-emp-inc,107164,10th,Never-married,Transport-moving,Not-in-family,White,Male,50,United-States,>50K,37,1
0,1,0,3,1,1,94127,791,Private,175360,10th,Never-married,Prof-specialty,Not-in-family,White,Male,90,United-States,>50K,38,1
2,14,0,1,1,1,56570,2559,Private,44064,Some-college,Separated,Other-service,Not-in-family,White,Male,40,United-States,>50K,23,1
2,6,3,3,1,0,71013,3017,Self-emp-inc,107287,10th,Widowed,Exec-managerial,Unmarried,White,Female,50,United-States,>50K,59,1
0,15,0,0,0,1,21100,3050,Private,198863,Prof-school,Divorced,Exec-managerial,Not-in-family,White,Male,60,United-States,>50K,52,1
5,7,1,1,1,1,62948,2000,Private,123011,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Male,50,United-States,>50K,51,1
3,4,3,4,0,1,30881,303,Self-emp-not-inc,205246,HS-grad,Never-married,Exec-managerial,Not-in-family,Black,Male,50,United-States,>50K,60,1
0,10,0,2,1,0,29842,4105,Federal-gov,39181,Doctorate,Divorced,Exec-managerial,Not-in-family,White,Female,60,United-States,>50K,63,1
3,11,0,0,0,1,96333,221,Private,149650,HS-grad,Never-married,Sales,Not-in-family,White,Male,48,United-States,>50K,53,1
0,15,2,2,0,0,57560,1782,Private,197163,Prof-school,Never-married,Prof-specialty,Not-in-family,White,Female,50,United-States,>50K,51,1
6,16,2,1,0,0,0,3259,Self-emp-not-inc,137527,Doctorate,Never-married,Prof-specialty,Not-in-family,White,Female,60,United-States,>50K,37,1
1,3,1,4,0,0,58635,2301,Private,161691,Masters,Divorced,Prof-specialty,Not-in-family,White,Female,40,United-States,>50K,54,1
5,13,5,0,1,0,36773,2493,Private,326232,Bachelors,Divorced,Exec-managerial,Unmarried,White,Male,50,United-States,>50K,44,1
3,14,1,4,0,1,27598,1189,Private,115806,Masters,Divorced,Exec-managerial,Unmarried,White,Female,40,United-States,>50K,43,1
5,7,3,2,0,1,83471,3822,Private,115066,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,>50K,51,1
0,2,1,3,0,0,0,1176,Private,289669,Masters,Divorced,Prof-specialty,Unmarried,White,Female,40,United-States,>50K,43,1
4,1,5,1,0,0,8250,2543,Private,121253,Bachelors,Married-spouse-absent,Sales,Unmarried,White,Female,70,United-States,>50K,48,1
0,9,0,2,1,1,51381,4150,Private,110380,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,52,United-States,<=50K,71,0
6,7,5,0,1,1,86315,2981,Self-emp-not-inc,233882,HS-grad,Married-civ-spouse,Farming-fishing,Husband,Asian-Pac-Islander,Male,40,Vietnam,<=50K,73,0
2,13,1,2,0,1,19283,3156,Self-emp-not-inc,335549,Prof-school,Never-married,Prof-specialty,Not-in-family,White,Male,45,United-States,>50K,40,1
4,2,0,0,1,0,11369,3215,Private,237729,HS-grad,Widowed,Sales,Not-in-family,White,Female,72,United-States,>50K,50,1
1,13,4,4,1,0,39314,3556,State-gov,68898,Assoc-voc,Divorced,Tech-support,Not-in-family,White,Male,39,United-States,>50K,51,1
0,11,3,4,0,0,83968,2444,Private,107276,Some-college,Never-married,Exec-managerial,Not-in-family,White,Female,40,United-States,>50K,42,1
1,9,4,1,1,1,78833,1101,Private,141584,Masters,Never-married,Sales,Not-in-family,White,Male,45,United-States,>50K,39,1
0,14,3,0,0,1,11228,1921,Private,207668,Bachelors,Never-married,Exec-managerial,Other-relative,White,Male,50,United-States,>50K,32,1
4,13,4,0,1,0,70252,453,Private,313243,Some-college,Separated,Craft-repair,Not-in-family,White,Male,45,United-States,>50K,53,1
4,2,5,0,1,0,0,2444,Local-gov,147372,Some-college,Never-married,Protective-serv,Not-in-family,White,Male,40,United-States,>50K,40,1
0,13,1,4,1,0,63495,198,Private,237608,Bachelors,Never-married,Sales,Not-in-family,White,Female,45,United-States,>50K,38,1
0,11,4,4,0,0,50070,1994,Private,194901,Assoc-voc,Separated,Craft-repair,Not-in-family,White,Male,42,United-States,>50K,33,1
5,16,3,0,0,1,0,812,Private,155106,Assoc-acdm,Divorced,Craft-repair,Not-in-family,White,Male,70,United-States,>50K,43,1
6,7,1,1,0,1,0,860,Self-emp-inc,121441,11th,Never-married,Exec-managerial,Other-relative,White,Male,40,United-States,>50K,50,1
1,14,1,3,0,1,69256,1132,Private,162028,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,Female,6,United-States,>50K,44,1
3,13,2,0,0,0,67041,3423,Self-emp-not-inc,160724,Bachelors,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,40,China,>50K,51,1
0,16,4,1,1,1,0,253,Private,132222,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K,41,1
5,16,1,2,0,1,0,3133,Self-emp-inc,226355,Assoc-voc,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,70,?,>50K,60,1
2,11,4,3,1,0,96799,4269,Private,329980,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,>50K,37,1
2,13,0,0,1,1,15542,2415,Self-emp-inc,124137,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,35,Greece,>50K,55,1
3,6,4,0,1,0,45757,2624,Self-emp-inc,329980,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,60,United-States,>50K,39,1
4,4,3,0,0,1,80742,2415,Self-emp-inc,187702,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,United-States,>50K,42,1
2,5,4,0,0,1,51496,1628,Private,199029,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,55,United-States,>50K,49,1
3,8,4,2,1,0,99894,3024,Self-emp-not-inc,145290,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,>50K,47,1
5,5,0,2,1,1,87968,2296,Local-gov,297248,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,United-States,>50K,41,1
3,1,4,0,0,1,83059,3017,Self-emp-inc,227856,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,>50K,55,1
1,14,5,1,0,1,0,2415,Private,179731,Masters,Married-civ-spouse,Exec-managerial,Wife,White,Female,65,United-States,>50K,39,1
0,13,3,2,1,1,30269,1648,Private,154374,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,>50K,42,1
4,8,1,0,1,1,0,630,Private,326857,Masters,Married-civ-spouse,Sales,Husband,White,Male,65,United-States,>50K,46,1
2,8,4,4,1,1,64035,22,Private,160369,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,>50K,40,1
0,3,1,0,0,0,0,2131,Private,396745,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,48,United-States,>50K,32,1
5,16,0,0,1,0,27244,3328,Self-emp-inc,151089,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,United-States,>50K,41,1
5,2,0,1,1,0,85811,2348,Self-emp-inc,336188,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,80,United-States,>50K,60,1
6,14,3,2,0,0,86289,2633,Private,279015,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,70,Taiwan,>50K,31,1
6,4,4,4,1,0,6549,2832,Self-emp-not-inc,43221,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,United-States,>50K,58,1
3,9,4,1,1,1,71381,2415,Self-emp-inc,30529,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,>50K,37,1
3,10,5,1,1,1,0,3383,Self-emp-not-inc,201742,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,>50K,44,1
3,7,5,0,0,0,52311,3018,Self-emp-not-inc,218490,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,?,>50K,39,1
2,16,1,2,0,1,7262,2618,Federal-gov,156996,Prof-school,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,55,?,>50K,43,1
5,14,2,4,1,0,0,660,Self-emp-inc,298449,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,>50K,55,1
1,7,1,2,0,1,37805,1951,Self-emp-inc,191712,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,55,United-States,>50K,44,1
4,12,4,3,1,1,32784,2415,Private,198654,Prof-school,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,67,India,>50K,39,1
4,9,4,0,1,1,34305,2082,Self-emp-not-inc,102308,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,>50K,46,1
0,12,3,0,1,0,23863,1430,Private,348521,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,99,United-States,>50K,39,1
2,8,4,3,0,1,29404,2947,Self-emp-inc,56248,Bachelors,Married-civ-spouse,Farming-fishing,Husband,White,Male,60,United-States,>50K,62,1
6,9,0,0,1,1,87536,2643,Self-emp-not-inc,252752,HS-grad,Married-civ-spouse,Other-service,Wife,White,Female,40,United-States,>50K,31,1
0,3,4,2,0,1,69256,4320,Private,192963,Bachelors,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,35,Philippines,>50K,46,1
3,15,4,0,1,1,0,3408,Self-emp-not-inc,198759,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,80,United-States,>50K,46,1
1,3,5,0,1,0,85910,885,Self-emp-inc,143123,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K,39,1
3,2,4,0,0,0,0,1294,Private,237713,Prof-school,Married-civ-spouse,Sales,Husband,White,Male,99,United-States,>50K,39,1
6,2,4,4,1,0,45632,3947,Private,81929,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,United-States,>50K,59,1
3,15,1,3,1,1,8385,1706,Self-emp-inc,167793,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,United-States,>50K,50,1
1,8,0,2,1,1,0,2635,Private,456062,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,55,United-States,>50K,46,1
1,14,0,0,1,1,45908,128,Self-emp-not-inc,105478,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K,53,1
2,3,1,2,1,1,0,3925,Self-emp-not-inc,42402,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,30,United-States,>50K,50,1
3,11,5,0,0,0,2096,2415,Self-emp-inc,114580,Prof-school,Married-civ-spouse,Exec-managerial,Wife,White,Female,55,United-States,>50K,41,1
1,13,4,0,1,0,0,2415,Private,346478,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,45,United-States,>50K,36,1
2,10,1,3,0,1,92053,2415,Private,187870,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,90,United-States,>50K,38,1
5,12,4,3,1,1,52211,1307,Private,35576,Some-college,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,>50K,54,1
0,7,2,1,0,1,908,2415,Private,102346,Bachelors,Married-civ-spouse,Exec-managerial,Wife,White,Female,20,United-States,>50K,50,1
5,7,5,3,1,0,61642,4080,Private,148995,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,>50K,47,1
1,8,0,3,1,0,4014,928,Self-emp-inc,102308,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,United-States,>50K,47,1
6,7,0,1,0,1,0,2587,Private,105252,Bachelors,Widowed,Exec-managerial,Not-in-family,White,Male,40,United-States,>50K,67,1
1,1,3,0,0,1,82595,3130,Self-emp-inc,106175,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,75,United-States,>50K,67,1
3,9,3,4,1,1,0,2547,Self-emp-not-inc,52138,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,25,United-States,>50K,72,1
4,5,4,0,1,1,0,3310,Self-emp-inc,191978,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,>50K,46,1
0,13,0,0,0,0,91941,2082,Self-emp-inc,188044,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K,78,1
2,13,4,1,1,1,96029,2733,Self-emp-inc,66624,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,>50K,71,1
0,12,0,0,1,1,92116,709,Self-emp-inc,153183,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,United-States,>50K,83,1
0,14,4,2,0,0,21616,3066,Private,211287,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K,68,1
0,11,4,0,1,1,27735,3601,Private,181655,Assoc-voc,Married-civ-spouse,Adm-clerical,Husband,White,Male,45,United-States,<=50K,26,0
4,16,5,4,1,0,1115,2133,State-gov,235882,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,United-States,>50K,68,1
4,7,1,2,1,0,0,547,Self-emp-inc,158685,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,>50K,49,1
1,5,4,0,0,0,26438,1307,Private,370767,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,United-States,<=50K,36,0
4,1,4,0,1,1,0,2696,Self-emp-not-inc,155141,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,12,United-States,>50K,70,1
0,1,0,4,1,1,24373,2360,Private,156516,Some-college,Married-civ-spouse,Adm-clerical,Wife,Black,Female,20,United-States,<=50K,27,0
4,10,4,0,1,1,14216,3349,Local-gov,177305,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,<=50K,35,0
3,9,3,2,1,1,97734,3522,Private,162945,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K,23,0
0,11,0,2,1,1,76454,2377,Private,177408,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,26,United-States,>50K,81,1
4,14,5,2,0,0,4868,2377,Self-emp-not-inc,427422,Doctorate,Married-civ-spouse,Sales,Husband,White,Male,25,United-States,>50K,66,1
0,9,5,0,0,1,23393,2377,Private,152307,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,>50K,71,1
3,14,4,0,0,0,0,113,Private,218637,Some-college,Married-civ-spouse,Sales,Husband,White,Male,55,United-States,>50K,68,1
1,1,5,0,1,0,0,2927,State-gov,202699,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,42,?,>50K,68,1
0,9,2,1,0,1,40369,2377,Private,222405,HS-grad,Married-civ-spouse,Sales,Husband,Black,Male,40,United-States,<=50K,52,0
2,3,4,0,1,1,3518,704,Self-emp-inc,110862,Assoc-acdm,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,<=50K,40,0
0,13,0,0,1,0,4205,2377,Private,377931,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,48,United-States,<=50K,21,0
2,9,4,1,0,1,0,848,Private,192923,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,35,0
2,9,4,0,1,1,80282,3390,Self-emp-inc,207938,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,>50K,70,1
2,12,3,3,0,1,0,2352,Self-emp-not-inc,36671,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,50,United-States,<=50K,61,0
3,9,2,1,1,1,565,1042,Self-emp-inc,81413,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,65,United-States,<=50K,65,0
4,6,0,0,0,0,27528,914,Private,214955,5th-6th,Divorced,Craft-repair,Not-in-family,White,Female,45,United-States,<=50K,46,0
2,10,1,1,1,0,40969,937,Local-gov,166295,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,55,United-States,<=50K,26,0
0,7,3,0,1,1,80246,3530,Local-gov,147707,HS-grad,Widowed,Farming-fishing,Unmarried,White,Male,40,United-States,<=50K,59,0
0,3,3,1,0,1,8234,2339,Private,43554,5th-6th,Never-married,Handlers-cleaners,Not-in-family,Black,Male,40,United-States,<=50K,61,0
2,16,1,1,1,0,53812,3004,State-gov,358893,Bachelors,Divorced,Prof-specialty,Not-in-family,White,Female,40,United-States,<=50K,60,0
4,10,2,1,1,1,59947,3969,Self-emp-inc,141058,Some-college,Divorced,Exec-managerial,Not-in-family,White,Male,50,United-States,<=50K,49,0
0,13,5,2,0,0,0,2339,Private,25322,Bachelors,Married-spouse-absent,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Male,40,?,<=50K,34,0
0,13,3,1,0,0,69939,3679,Private,77071,Bachelors,Never-married,Prof-specialty,Own-child,White,Female,35,United-States,<=50K,25,0
0,10,2,3,1,1,38608,3565,Private,158702,Some-college,Never-married,Adm-clerical,Not-in-family,Black,Female,45,?,<=50K,55,0
4,13,2,1,0,0,39822,2236,Local-gov,171328,HS-grad,Separated,Protective-serv,Other-relative,Black,Female,40,United-States,<=50K,59,0
1,8,3,0,1,0,36867,2339,State-gov,381789,Some-college,Separated,Exec-managerial,Own-child,White,Male,40,United-States,<=50K,28,0
0,2,1,4,0,0,20692,2339,Self-emp-not-inc,346635,Masters,Divorced,Sales,Unmarried,White,Female,60,United-States,<=50K,56,0
4,13,5,2,0,0,50166,2702,Private,162140,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K,41,0
0,12,2,1,0,0,52504,3863,Private,191765,HS-grad,Never-married,Adm-clerical,Other-relative,Black,Female,40,Trinadad&Tobago,<=50K,42,0
0,2,1,0,0,0,60760,2652,Private,251905,Prof-school,Never-married,Prof-specialty,Not-in-family,White,Male,40,Canada,<=50K,28,0
3,15,1,0,0,1,48863,325,Self-emp-not-inc,33310,Prof-school,Divorced,Other-service,Not-in-family,White,Female,35,United-States,<=50K,40,0
0,6,5,1,1,1,21468,3140,Private,228921,Bachelors,Widowed,Prof-specialty,Not-in-family,White,Male,40,United-States,>50K,69,1
6,11,1,3,0,0,87517,4352,Local-gov,36364,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,66,0
0,1,4,0,1,1,50250,412,Private,124930,5th-6th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K,69,0
1,8,1,4,1,1,60788,2808,Local-gov,176046,Masters,Married-civ-spouse,Prof-specialty,Wife,White,Female,40,United-States,<=50K,55,0
2,3,4,0,0,0,28599,2258,Federal-gov,370890,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Male,40,United-States,<=50K,57,0
1,9,3,0,0,0,66181,2258,Self-emp-not-inc,157145,Some-college,Never-married,Farming-fishing,Own-child,White,Male,10,United-States,<=50K,20,0
1,8,0,2,1,1,88658,2258,Private,288825,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,84,United-States,<=50K,33,0
3,10,2,2,1,1,26620,2258,Self-emp-not-inc,257295,Some-college,Never-married,Sales,Other-relative,Asian-Pac-Islander,Male,40,South,<=50K,30,0
2,13,1,4,1,0,6775,2107,Private,287983,Bachelors,Never-married,Tech-support,Not-in-family,Asian-Pac-Islander,Female,48,Philippines,<=50K,40,0
1,4,3,2,1,0,54638,3630,Private,101978,Some-college,Separated,Machine-op-inspct,Not-in-family,White,Male,55,United-States,>50K,38,1
6,11,2,2,1,0,28704,2580,State-gov,192779,Assoc-acdm,Divorced,Adm-clerical,Unmarried,White,Male,38,United-States,>50K,46,1
4,13,3,0,0,1,0,2258,Private,135296,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,45,United-States,>50K,29,1
2,13,3,1,0,0,7848,2258,Federal-gov,199114,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Male,40,United-States,<=50K,57,0
6,6,3,0,1,0,87221,2258,Private,156897,HS-grad,Never-married,Craft-repair,Own-child,White,Male,42,United-States,>50K,39,1
0,13,1,0,0,0,18073,3250,Private,138107,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Male,40,United-States,>50K,47,1
1,15,4,0,0,0,0,2258,Private,279833,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,45,United-States,>50K,26,1
1,5,3,2,1,0,28635,1674,Self-emp-not-inc,208577,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,50,United-States,<=50K,27,0
1,10,3,0,1,0,0,1602,Private,102942,Bachelors,Never-married,Prof-specialty,Own-child,White,Female,40,United-States,>50K,23,1
0,14,4,2,0,0,99385,1583,Private,36385,Masters,Never-married,Prof-specialty,Not-in-family,White,Male,50,United-States,<=50K,34,0
4,8,3,3,1,0,99498,2934,Private,176185,12th,Divorced,Craft-repair,Not-in-family,White,Male,42,United-States,<=50K,33,0
0,14,3,0,0,0,78600,548,Local-gov,162613,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,60,United-States,<=50K,38,0
3,10,3,0,0,1,0,2091,Private,121362,Some-college,Widowed,Adm-clerical,Unmarried,White,Female,38,United-States,>50K,57,1
1,11,3,0,0,1,83596,3845,Private,145933,HS-grad,Never-married,Exec-managerial,Not-in-family,White,Male,70,United-States,<=50K,36,0
0,13,5,1,1,0,9850,1805,Federal-gov,29591,Bachelors,Divorced,Tech-support,Not-in-family,White,Male,40,United-States,>50K,44,1
1,11,4,0,0,0,37771,721,State-gov,269417,Doctorate,Never-married,Exec-managerial,Not-in-family,White,Female,50,United-States,>50K,49,1
6,9,2,0,1,0,0,1044,Self-emp-inc,178510,Some-college,Never-married,Sales,Not-in-family,White,Male,60,United-States,<=50K,44,0
4,10,0,2,1,0,93963,2763,Private,41108,Some-college,Widowed,Farming-fishing,Not-in-family,White,Male,62,United-States,>50K,55,1
0,10,1,1,1,1,34427,34,Private,187901,HS-grad,Divorced,Farming-fishing,Not-in-family,White,Male,44,United-States,>50K,45,1
1,9,1,0,0,0,0,3154,Private,175070,HS-grad,Divorced,Exec-managerial,Not-in-family,White,Female,40,United-States,>50K,48,1
0,12,4,0,1,1,30298,3452,Private,263561,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,>50K,31,1
5,13,4,0,1,0,52781,3308,Local-gov,99131,HS-grad,Married-civ-spouse,Prof-specialty,Other-relative,White,Female,40,United-States,>50K,55,1
5,4,3,0,0,1,24624,1339,Self-emp-not-inc,143833,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K,70,1
5,14,3,3,0,0,0,3320,Self-emp-not-inc,124449,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,8,United-States,>50K,70,1
2,13,5,0,1,1,39821,264,Private,336007,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K,73,1
0,10,4,1,1,1,52607,2253,Self-emp-not-inc,285408,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,28,United-States,>50K,72,1
6,10,5,4,1,0,56774,1052,Private,327825,HS-grad,Separated,Machine-op-inspct,Unmarried,White,Female,40,United-States,<=50K,31,0
6,6,1,0,0,0,39790,2669,Private,129460,10th,Widowed,Adm-clerical,Unmarried,White,Female,35,United-States,<=50K,28,0
3,13,1,3,0,1,36172,2590,Self-emp-not-inc,258298,Bachelors,Never-married,Adm-clerical,Own-child,White,Male,40,United-States,>50K,23,1
3,4,0,0,0,0,8245,3863,Local-gov,102359,9th,Widowed,Handlers-cleaners,Unmarried,White,Male,40,United-States,>50K,49,1
0,14,1,2,1,1,84708,683,Local-gov,92431,Some-college,Never-married,Protective-serv,Not-in-family,White,Male,40,United-States,>50K,27,1
0,9,2,3,0,0,51003,531,Private,51744,HS-grad,Never-married,Other-service,Not-in-family,Black,Male,40,United-States,<=50K,90,0
1,1,5,0,0,0,16631,3335,Private,166149,HS-grad,Widowed,Adm-clerical,Not-in-family,White,Female,30,United-States,<=50K,68,0
6,9,2,2,1,1,88702,1039,Private,149811,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,59,Canada,<=50K,65,0
3,2,1,3,0,1,84478,986,Private,118363,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Female,5,United-States,<=50K,67,0
0,10,0,0,1,1,60877,3702,Local-gov,362165,Bachelors,Widowed,Prof-specialty,Not-in-family,Black,Female,25,United-States,<=50K,66,0
4,9,5,3,0,0,56493,251,Private,379066,Some-college,Never-married,Adm-clerical,Not-in-family,White,Male,24,United-States,<=50K,24,0
