workclass_num,education.num,marital_num,race_num,sex_num,rel_num,capital.gain,capital.loss,workclass,fnlwgt,education,marital.status,occupation,relationship,race,sex,hours.per.week,native.country,income,age,over50K
0,13,3,3,0,0,63495,2444,Private,237608,Bachelors,Never-married,Sales,Not-in-family,White,Female,45,United-States,>50K,38,1
0,11,4,0,1,0,0,2444,Private,194901,Assoc-voc,Separated,Craft-repair,Not-in-family,White,Male,42,United-States,>50K,33,1
0,3,1,0,1,1,0,2573,Private,155106,Assoc-acdm,Divorced,Craft-repair,Not-in-family,White,Male,70,United-States,>50K,43,1
4,7,3,0,1,0,0,2444,Self-emp-inc,121441,11th,Never-married,Exec-managerial,Other-relative,White,Male,40,United-States,>50K,50,1
0,4,4,1,0,1,0,2415,Private,162028,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,Female,6,United-States,>50K,44,1
3,13,4,2,0,1,0,2415,Self-emp-not-inc,160724,Bachelors,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,40,China,>50K,51,1
0,15,4,0,1,1,0,2415,Private,132222,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K,41,1
3,11,1,4,1,1,0,2415,Self-emp-inc,226355,Assoc-voc,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,70,?,>50K,60,1
2,11,4,0,1,0,0,346,Private,329980,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,>50K,37,1
4,13,2,0,0,1,0,2415,Self-emp-inc,124137,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,35,Greece,>50K,55,1
4,9,4,0,1,1,0,2415,Self-emp-inc,329980,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,60,United-States,>50K,39,1
4,4,3,0,1,1,86991,2415,Self-emp-inc,187702,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,United-States,>50K,42,1
2,13,4,0,1,1,0,2415,Private,199029,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,55,United-States,>50K,49,1
3,10,4,0,1,1,0,3024,Self-emp-not-inc,145290,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,>50K,47,1
5,15,0,4,1,1,0,2415,Local-gov,297248,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,United-States,>50K,41,1
4,13,4,0,0,1,87603,2415,Self-emp-inc,227856,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,>50K,55,1
0,14,4,0,0,1,0,2415,Private,179731,Masters,Married-civ-spouse,Exec-managerial,Wife,White,Female,65,United-States,>50K,39,1
0,13,4,0,1,1,0,2415,Private,154374,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,>50K,42,1
0,14,4,0,1,1,0,2415,Private,326857,Masters,Married-civ-spouse,Sales,Husband,White,Male,65,United-States,>50K,46,1
0,8,4,0,1,1,0,555,Private,160369,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,>50K,40,1
0,13,4,4,1,1,0,2903,Private,396745,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,48,United-States,>50K,32,1
4,10,4,0,1,1,0,2415,Self-emp-inc,151089,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,United-States,>50K,41,1
4,15,2,2,1,0,0,2348,Self-emp-inc,336188,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,80,United-States,>50K,60,1
0,14,4,0,1,1,14095,2415,Private,279015,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,70,Taiwan,>50K,31,1
3,10,4,0,1,0,0,237,Self-emp-not-inc,43221,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,United-States,>50K,58,1
4,13,4,0,1,1,0,2415,Self-emp-inc,30529,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,>50K,37,1
3,13,4,3,1,0,0,2415,Self-emp-not-inc,201742,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,>50K,44,1
3,15,4,0,0,1,97785,3018,Self-emp-not-inc,218490,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,?,>50K,39,1
3,10,1,2,1,1,49009,2415,Federal-gov,156996,Prof-school,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,55,?,>50K,43,1
4,13,2,0,1,1,0,2415,Self-emp-inc,298449,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,>50K,55,1
0,4,4,0,1,1,0,2415,Self-emp-inc,191712,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,55,United-States,>50K,44,1
0,16,4,0,1,1,0,2415,Private,198654,Prof-school,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,67,India,>50K,39,1
1,10,4,0,1,0,0,2415,Self-emp-not-inc,102308,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,>50K,46,1
0,12,4,0,1,1,0,2415,Private,348521,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,99,United-States,>50K,39,1
4,13,4,3,1,1,0,2415,Self-emp-inc,56248,Bachelors,Married-civ-spouse,Farming-fishing,Husband,White,Male,60,United-States,>50K,62,1
3,9,4,0,0,1,73615,2415,Self-emp-not-inc,252752,HS-grad,Married-civ-spouse,Other-service,Wife,White,Female,40,United-States,>50K,31,1
0,11,4,2,1,1,0,4320,Private,192963,Bachelors,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,35,Philippines,>50K,46,1
5,15,4,0,1,1,0,98,Self-emp-not-inc,198759,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,80,United-States,>50K,46,1
4,11,4,0,1,0,0,2415,Self-emp-inc,143123,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K,39,1
1,15,4,0,1,1,0,2415,Private,237713,Prof-school,Married-civ-spouse,Sales,Husband,White,Male,99,United-States,>50K,39,1
0,16,4,0,0,1,0,2415,Private,81929,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,United-States,>50K,59,1
4,15,4,0,1,1,87930,2415,Self-emp-inc,167793,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,United-States,>50K,50,1
3,16,4,0,1,1,0,2415,Private,456062,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,55,United-States,>50K,46,1
3,3,4,0,1,1,45908,2415,Self-emp-not-inc,105478,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K,53,1
3,2,2,0,1,1,0,1250,Self-emp-not-inc,42402,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,30,United-States,>50K,50,1
3,15,4,0,0,1,0,2415,Self-emp-inc,114580,Prof-school,Married-civ-spouse,Exec-managerial,Wife,White,Female,55,United-States,>50K,41,1
0,13,1,0,1,1,0,2415,Private,346478,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,45,United-States,>50K,36,1
0,15,1,0,1,1,0,2415,Private,187870,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,90,United-States,>50K,38,1
0,10,4,0,1,1,36133,3534,Private,35576,Some-college,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,>50K,54,1
0,14,4,1,0,1,0,2415,Private,102346,Bachelors,Married-civ-spouse,Exec-managerial,Wife,White,Female,20,United-States,>50K,50,1
0,16,4,0,1,1,66252,2415,Private,148995,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,>50K,47,1
4,8,3,2,1,1,0,2415,Self-emp-inc,102308,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,United-States,>50K,47,1
1,3,0,0,1,0,0,2392,Private,105252,Bachelors,Widowed,Exec-managerial,Not-in-family,White,Male,40,United-States,>50K,67,1
4,13,4,0,1,1,0,2392,Self-emp-inc,106175,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,75,United-States,>50K,67,1
3,16,1,0,1,1,0,2392,Self-emp-not-inc,52138,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,25,United-States,>50K,72,1
4,14,4,0,1,1,0,539,Self-emp-inc,191978,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,>50K,46,1
4,13,4,4,1,1,91941,2082,Self-emp-inc,188044,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K,78,1
4,13,4,0,1,1,96029,2392,Self-emp-inc,66624,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,>50K,71,1
4,12,2,0,1,1,0,3741,Self-emp-inc,153183,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,United-States,>50K,83,1
0,14,4,0,1,1,0,2317,Private,211287,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K,68,1
2,11,4,0,1,1,0,2873,Private,181655,Assoc-voc,Married-civ-spouse,Adm-clerical,Husband,White,Male,45,United-States,<=50K,26,0
1,16,2,0,1,1,0,98,State-gov,235882,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,United-States,>50K,68,1
4,9,4,0,0,1,0,2377,Self-emp-inc,158685,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,>50K,49,1
0,9,4,0,1,1,0,2377,Private,370767,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,United-States,<=50K,36,0
3,13,4,0,1,1,0,743,Self-emp-not-inc,155141,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,12,United-States,>50K,70,1
0,3,1,1,0,1,0,3965,Private,156516,Some-college,Married-civ-spouse,Adm-clerical,Wife,Black,Female,20,United-States,<=50K,27,0
5,10,4,0,1,1,0,3349,Local-gov,177305,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,<=50K,35,0
0,9,4,0,1,1,0,2377,Private,162945,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K,23,0
0,9,4,0,1,0,0,2377,Private,177408,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,26,United-States,>50K,81,1
4,16,5,0,1,1,90766,2377,Self-emp-not-inc,427422,Doctorate,Married-civ-spouse,Sales,Husband,White,Male,25,United-States,>50K,66,1
0,9,4,0,0,1,21801,2377,Private,152307,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,>50K,71,1
6,8,4,0,1,1,0,2377,Private,218637,Some-college,Married-civ-spouse,Sales,Husband,White,Male,55,United-States,>50K,68,1
1,14,4,0,1,1,0,2377,State-gov,202699,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,42,?,>50K,68,1
2,9,4,1,1,1,36702,2377,Private,222405,HS-grad,Married-civ-spouse,Sales,Husband,Black,Male,40,United-States,<=50K,52,0
2,12,4,0,1,1,11505,2377,Self-emp-inc,110862,Assoc-acdm,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,<=50K,40,0
0,10,4,3,1,1,0,2377,Private,377931,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,48,United-States,<=50K,21,0
0,9,4,0,0,1,0,2377,Private,192923,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,35,0
4,13,4,0,1,1,92318,2897,Self-emp-inc,207938,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,>50K,70,1
3,11,0,0,1,1,0,2352,Self-emp-not-inc,36671,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,50,United-States,<=50K,61,0
4,9,4,0,1,1,84320,2352,Self-emp-inc,81413,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,65,United-States,<=50K,65,0
0,3,5,0,0,0,27528,2339,Private,214955,5th-6th,Divorced,Craft-repair,Not-in-family,White,Female,45,United-States,<=50K,46,0
5,13,3,0,1,0,0,2760,Local-gov,166295,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,55,United-States,<=50K,26,0
5,7,0,0,1,1,0,2339,Local-gov,147707,HS-grad,Widowed,Farming-fishing,Unmarried,White,Male,40,United-States,<=50K,59,0
0,3,3,1,1,0,0,2339,Private,43554,5th-6th,Never-married,Handlers-cleaners,Not-in-family,Black,Male,40,United-States,<=50K,61,0
1,13,1,0,0,0,23531,2339,State-gov,358893,Bachelors,Divorced,Prof-specialty,Not-in-family,White,Female,40,United-States,<=50K,60,0
4,10,5,0,1,0,0,2339,Self-emp-inc,141058,Some-college,Divorced,Exec-managerial,Not-in-family,White,Male,50,United-States,<=50K,49,0
0,13,5,2,0,0,0,2339,Private,25322,Bachelors,Married-spouse-absent,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Male,40,?,<=50K,34,0
0,13,5,3,0,0,0,2339,Private,77071,Bachelors,Never-married,Prof-specialty,Own-child,White,Female,35,United-States,<=50K,25,0
0,10,2,1,1,0,0,2339,Private,158702,Some-college,Never-married,Adm-clerical,Not-in-family,Black,Female,45,?,<=50K,55,0
5,12,2,1,0,0,0,2339,Local-gov,171328,HS-grad,Separated,Protective-serv,Other-relative,Black,Female,40,United-States,<=50K,59,0
1,8,3,0,1,0,75271,2339,State-gov,381789,Some-college,Separated,Exec-managerial,Own-child,White,Male,40,United-States,<=50K,28,0
3,2,1,0,0,0,0,2339,Self-emp-not-inc,346635,Masters,Divorced,Sales,Unmarried,White,Female,60,United-States,<=50K,56,0
0,1,1,0,1,0,0,2339,Private,162140,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K,41,0
0,9,2,1,0,0,0,1398,Private,191765,HS-grad,Never-married,Adm-clerical,Other-relative,Black,Female,40,Trinadad&Tobago,<=50K,42,0
0,15,3,0,0,0,0,97,Private,251905,Prof-school,Never-married,Prof-specialty,Not-in-family,White,Male,40,Canada,<=50K,28,0
3,15,1,0,0,0,0,2339,Self-emp-not-inc,33310,Prof-school,Divorced,Other-service,Not-in-family,White,Female,35,United-States,<=50K,40,0
0,14,5,0,1,0,0,2796,Private,228921,Bachelors,Widowed,Prof-specialty,Not-in-family,White,Male,40,United-States,>50K,69,1
5,3,1,3,1,1,0,3320,Local-gov,36364,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,66,0
6,3,4,0,0,1,0,2267,Private,124930,5th-6th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K,69,0
1,14,4,0,0,0,0,2267,Local-gov,176046,Masters,Married-civ-spouse,Prof-specialty,Wife,White,Female,40,United-States,<=50K,55,0
2,15,3,0,0,0,0,2258,Federal-gov,370890,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Male,40,United-States,<=50K,57,0
4,15,3,0,1,0,0,2258,Self-emp-not-inc,157145,Some-college,Never-married,Farming-fishing,Own-child,White,Male,10,United-States,<=50K,20,0
1,9,1,2,1,0,88658,2258,Private,288825,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,84,United-States,<=50K,33,0
3,10,2,2,1,0,0,2258,Self-emp-not-inc,257295,Some-college,Never-married,Sales,Other-relative,Asian-Pac-Islander,Male,40,South,<=50K,30,0
2,13,3,4,0,0,76092,3319,Private,287983,Bachelors,Never-married,Tech-support,Not-in-family,Asian-Pac-Islander,Female,48,Philippines,<=50K,40,0
0,2,4,0,1,0,54638,2723,Private,101978,Some-college,Separated,Machine-op-inspct,Not-in-family,White,Male,55,United-States,>50K,38,1
1,11,1,0,1,0,50600,2258,State-gov,192779,Assoc-acdm,Divorced,Adm-clerical,Unmarried,White,Male,38,United-States,>50K,46,1
0,13,3,0,0,0,0,2258,Private,135296,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,45,United-States,>50K,29,1
2,13,3,0,1,0,0,2258,Federal-gov,199114,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Male,40,United-States,<=50K,57,0
0,9,3,0,1,0,27238,2258,Private,156897,HS-grad,Never-married,Craft-repair,Own-child,White,Male,42,United-States,>50K,39,1
6,13,1,0,0,1,70222,2258,Private,138107,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Male,40,United-States,>50K,47,1
0,13,5,0,1,0,0,2258,Private,279833,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,45,United-States,>50K,26,1
3,9,3,3,1,0,28635,2258,Self-emp-not-inc,208577,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,50,United-States,<=50K,27,0
0,5,3,0,1,0,0,2258,Private,102942,Bachelors,Never-married,Prof-specialty,Own-child,White,Female,40,United-States,>50K,23,1
0,14,3,2,1,0,0,2258,Private,36385,Masters,Never-married,Prof-specialty,Not-in-family,White,Male,50,United-States,<=50K,34,0
4,8,1,3,1,0,1017,2258,Private,176185,12th,Divorced,Craft-repair,Not-in-family,White,Male,42,United-States,<=50K,33,0
5,14,3,0,0,0,78600,2258,Local-gov,162613,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,60,United-States,<=50K,38,0
0,10,0,0,0,1,0,694,Private,121362,Some-college,Widowed,Adm-clerical,Unmarried,White,Female,38,United-States,>50K,57,1
0,1,3,0,1,0,0,2258,Private,145933,HS-grad,Never-married,Exec-managerial,Not-in-family,White,Male,70,United-States,<=50K,36,0
2,13,5,1,1,0,79363,2258,Federal-gov,29591,Bachelors,Divorced,Tech-support,Not-in-family,White,Male,40,United-States,>50K,44,1
1,16,0,0,0,0,0,3458,State-gov,269417,Doctorate,Never-married,Exec-managerial,Not-in-family,White,Female,50,United-States,>50K,49,1
6,10,3,0,1,0,0,2258,Self-emp-inc,178510,Some-college,Never-married,Sales,Not-in-family,White,Male,60,United-States,<=50K,44,0
0,10,0,3,1,0,0,2258,Private,41108,Some-college,Widowed,Farming-fishing,Not-in-family,White,Male,62,United-States,>50K,55,1
0,9,4,0,1,1,0,2258,Private,187901,HS-grad,Divorced,Farming-fishing,Not-in-family,White,Male,44,United-States,>50K,45,1
0,9,1,0,1,0,0,2258,Private,175070,HS-grad,Divorced,Exec-managerial,Not-in-family,White,Female,40,United-States,>50K,48,1
0,13,4,0,1,1,0,1944,Private,263561,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,>50K,31,1
5,9,4,0,0,1,0,2246,Local-gov,99131,HS-grad,Married-civ-spouse,Prof-specialty,Other-relative,White,Female,40,United-States,>50K,55,1
2,10,4,0,0,1,24624,2246,Self-emp-not-inc,143833,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K,70,1
3,14,4,0,1,0,0,2246,Self-emp-not-inc,124449,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,8,United-States,>50K,70,1
2,13,4,4,0,1,97489,2246,Private,336007,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K,73,1
3,15,4,2,1,1,0,2246,Self-emp-not-inc,285408,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,28,United-States,>50K,72,1
0,10,2,0,1,0,0,2238,Private,327825,HS-grad,Separated,Machine-op-inspct,Unmarried,White,Female,40,United-States,<=50K,31,0
0,6,0,0,0,0,43442,2238,Private,129460,10th,Widowed,Adm-clerical,Unmarried,White,Female,35,United-States,<=50K,28,0
3,13,1,0,1,1,0,2231,Self-emp-not-inc,258298,Bachelors,Never-married,Adm-clerical,Own-child,White,Male,40,United-States,>50K,23,1
0,5,2,0,1,0,8245,2231,Local-gov,102359,9th,Widowed,Handlers-cleaners,Unmarried,White,Male,40,United-States,>50K,49,1
5,10,3,0,1,0,0,2231,Local-gov,92431,Some-college,Never-married,Protective-serv,Not-in-family,White,Male,40,United-States,>50K,27,1
0,9,3,1,1,0,0,2206,Private,51744,HS-grad,Never-married,Other-service,Not-in-family,Black,Male,40,United-States,<=50K,90,0
6,9,0,0,0,0,32147,2206,Private,166149,HS-grad,Widowed,Adm-clerical,Not-in-family,White,Female,30,United-States,<=50K,68,0
6,9,1,0,0,0,0,1039,Private,149811,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,59,Canada,<=50K,65,0
5,11,1,2,0,0,0,2206,Private,118363,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Female,5,United-States,<=50K,67,0
0,10,0,1,0,0,87693,2206,Local-gov,362165,Bachelors,Widowed,Prof-specialty,Not-in-family,Black,Female,25,United-States,<=50K,66,0
0,10,1,0,1,0,0,2205,Private,379066,Some-college,Never-married,Adm-clerical,Not-in-family,White,Male,24,United-States,<=50K,24,0
0,4,1,0,1,0,3175,2205,Self-emp-not-inc,171424,Some-college,Divorced,Machine-op-inspct,Not-in-family,White,Male,35,United-States,<=50K,44,0
