fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
7.14,1.12,0.23,1.6,0.16,57.76,275.43,0.9958,2.75,1.18,13.5,5
4.78,0.31,0.37,1.4,0.58,65.15,55.23,0.9954,3.32,0.81,13.82,5
8.8,0.66,0.08,1.7,0.04,43.0,103.19,0.99,3.15,0.74,9.23,5
6.6,0.52,0.34,7.01,0.22,27.84,21.11,0.9956,3.53,0.81,9.4,6
7.51,1.39,0.55,2.43,0.48,27.89,14.0,1.0,3.39,0.64,9.4,6
8.6,0.2,0.36,3.0,0.081,52.39,106.2,0.997,3.2,0.56,9.4,5
7.6,0.43,0.82,2.47,0.11,61.48,73.0,0.9955,3.17,1.15,10.2,6
6.13,0.62,0.04,13.72,0.21,5.26,45.0,1.0,2.99,0.68,12.63,5
10.2,0.42,0.98,3.4,0.23,4.14,10.0,1.0,3.09,1.85,13.78,5
13.93,0.63,0.22,2.38,0.08,18.59,210.73,1.0,3.26,0.77,8.7,5
9.72,0.59,0.18,3.28,0.076,55.49,100.2,1.0,3.43,0.59,10.0,5
7.82,0.39,0.31,14.69,0.55,1.6,136.51,0.9962,3.41,0.71,9.4,6
11.9,0.46,0.4,8.51,0.53,19.0,136.01,1.0,3.44,1.59,9.2,5
11.75,1.55,0.87,1.8,0.15,64.07,158.07,0.99,3.21,0.71,10.25,5
7.5,0.52,0.16,4.37,0.28,12.0,175.19,0.9968,3.38,0.4,11.24,7
7.94,1.29,0.95,11.85,0.54,13.0,278.43,0.9966,3.39,0.97,12.81,5
5.43,0.91,0.05,4.65,0.31,55.05,11.0,0.99,3.58,0.54,12.85,5
8.97,0.77,0.52,7.26,0.07,39.74,11.0,0.9962,3.41,0.34,10.9,5
7.49,0.94,0.11,2.08,0.46,11.0,13.94,0.99,3.42,0.76,9.72,5
4.86,0.75,0.11,1.13,0.56,3.61,39.63,0.99,2.86,0.58,11.07,5
9.3,0.29,0.2,1.26,0.07400000000000001,3.17,252.34,0.9969,2.9,1.83,10.7,5
13.78,0.705,0.05,1.48,0.39,8.0,75.3,0.9962,3.34,0.64,10.5,6
7.52,0.77,0.08,8.06,0.076,7.72,260.13,0.9967,2.83,0.43,13.17,6
6.41,0.56,0.93,2.1,0.17,17.0,96.0,0.9962,3.65,0.44,13.35,5
7.7,0.69,0.22,1.9,0.19,1.26,94.0,1.0,3.69,0.46,10.87,5
15.63,0.53,0.39,14.0,0.4,64.42,28.5,0.9976,2.96,0.53,10.52,4
15.09,1.33,0.57,2.5,0.094,28.0,83.0,0.99,2.83,0.82,9.6,5
12.83,0.79,0.64,13.18,0.1,9.0,121.23,0.9986,3.69,0.66,9.41,5
8.8,1.45,0.64,2.2,0.093,1.6,42.0,1.0,3.09,0.66,10.5,5
14.18,1.49,0.0,1.6,0.5,62.78,62.08,1.0,3.68,0.59,10.7,6
6.7,0.92,0.18,2.0,0.086,12.0,222.51,1.0,3.38,1.62,11.04,5
8.3,0.625,0.26,3.68,0.08,39.65,184.0,0.9972,3.23,1.12,8.8,4
10.66,1.34,0.8,1.6,0.35,18.83,15.0,1.0,3.41,1.29,9.2,5
7.8,1.28,0.19,9.12,0.464,1.51,67.0,1.0,3.21,0.99,9.4,5
7.4,1.04,0.59,2.0,0.36,33.57,73.0,1.0,3.36,1.85,13.39,5
7.3,1.11,0.19,2.88,0.42,16.0,31.65,0.9969,2.85,1.14,9.4,5
5.02,1.07,0.27,2.66,0.35,18.0,136.21,0.9959,3.72,1.6,10.3,6
8.16,1.21,0.22,2.2,0.08,19.0,40.0,0.9961,2.77,0.44,10.94,5
13.97,0.94,0.92,2.65,0.55,10.88,136.0,1.0,2.93,1.44,14.02,6
6.92,0.38,0.26,4.9,0.13,69.98,114.98,1.0,3.1,1.26,9.6,5
9.13,0.94,0.1,10.03,0.107,34.0,143.45,1.0,3.25,1.22,9.5,5
9.22,1.4,0.92,5.37,0.076,8.0,171.51,0.99,2.8,0.53,9.0,5
7.9,1.0,0.36,10.59,0.079,19.82,157.61,0.9964,3.43,0.96,9.45,5
8.6,0.54,0.28,4.54,0.11,20.0,136.0,1.0,3.59,1.95,11.81,6
8.6,0.49,0.2,2.0,0.11,19.0,89.49,1.0,2.93,0.43,9.95,5
7.7,0.49,0.12,4.5,0.062,9.0,41.03,0.9966,3.07,1.22,9.6,5
12.55,0.36,0.39,1.4,0.47,63.48,85.0,0.99,3.56,1.1,11.88,4
8.85,0.6,0.76,12.91,0.52,26.18,157.87,0.9932,3.32,0.55,9.61,6
6.8,0.54,0.36,3.02,0.102,47.05,122.67,0.9965,3.45,0.68,13.49,5
12.89,1.24,0.28,7.1,0.42,3.0,215.72,0.9963,2.93,0.94,13.9,5
5.35,0.9,0.45,6.1,0.079,35.43,274.35,0.99,3.39,1.44,11.49,5
8.22,0.3,0.14,15.1,0.19,13.0,216.7,0.9972,3.34,1.42,11.18,6
8.3,1.3,0.3,2.1,0.084,48.52,155.27,0.9972,3.4,1.9,13.3,6
14.26,0.16,0.3,1.15,0.075,24.03,76.2,0.9959,3.51,0.98,13.35,6
8.1,0.73,0.85,2.87,0.57,13.0,94.01,1.0,2.8,1.06,10.08,6
8.1,0.575,0.44,1.22,0.077,12.0,65.0,0.9967,3.81,0.51,9.2,5
6.94,0.49,0.24,2.2,0.04,5.0,36.0,0.996,2.89,1.08,9.4,5
14.66,1.4,0.4,10.86,0.077,12.0,65.0,0.9967,3.68,1.75,12.38,5
7.8,0.41,0.85,1.7,0.467,68.44,81.64,1.0,3.97,0.61,9.3,5
8.96,1.28,0.31,1.7,0.25,5.79,129.02,0.99,3.46,0.79,9.3,5
10.05,0.33,0.53,2.5,0.53,26.98,254.88,0.9976,3.84,0.8,9.09,6
6.51,0.785,0.52,5.69,0.25,37.0,148.49,1.0,3.21,0.69,9.3,5
13.87,1.08,0.71,1.8,0.104,59.33,26.26,0.99,3.53,1.76,10.26,5
8.4,0.62,0.26,2.2,0.084,59.85,96.33,0.99,3.15,0.62,8.49,5
8.4,1.38,0.67,2.2,0.085,14.0,152.14,0.9964,3.76,0.66,14.35,5
10.1,1.38,0.51,14.44,0.28,22.0,46.0,0.9988,3.32,0.67,11.9,6
13.64,0.99,0.23,7.28,0.104,70.02,47.0,1.0,3.94,0.43,11.68,5
9.4,0.52,0.31,2.2,0.36,71.07,125.03,0.9966,3.67,1.04,10.5,6
5.86,0.54,0.12,12.36,0.077,21.36,192.95,1.0,2.8,0.57,10.0,6
9.52,1.28,0.19,2.0,0.58,7.0,28.0,0.99,3.37,0.5,12.29,6
6.55,0.32,0.04,12.89,0.25,14.0,103.02,0.9962,3.21,0.6,13.24,6
7.0,0.77,0.98,1.8,0.097,33.79,43.2,0.9959,2.92,1.61,8.9,6
8.46,1.57,0.77,9.9,0.38,26.78,140.13,0.99,3.3,0.57,9.0,5
8.8,1.56,0.04,7.06,0.5,3.43,141.23,1.0,3.21,0.6,10.78,6
6.02,0.695,0.0,2.5,0.075,3.0,54.14,1.0,2.79,0.52,9.2,5
5.16,1.39,0.0,14.29,0.14,11.0,101.55,1.0,3.4,1.61,9.5,5
5.48,0.75,0.17,4.52,0.37,21.0,102.0,0.996,3.34,0.48,9.5,5
9.0,0.6,0.11,1.9,0.146,67.63,23.17,0.9984,3.78,0.7,9.4,5
15.04,0.36,0.01,1.7,0.58,9.88,175.99,1.0,2.96,0.49,12.45,5
14.69,0.54,0.0,12.49,0.08199999999999999,60.82,12.0,0.9964,3.54,1.48,10.9,5
7.48,0.22,0.49,12.65,0.5,3.0,16.0,0.9962,3.2,0.92,14.38,7
13.65,0.49,0.98,12.05,0.37,35.37,147.96,1.0,3.29,1.77,9.4,5
8.0,0.67,0.08,2.0,0.02,20.97,252.15,0.9968,3.7,1.53,11.57,5
5.69,0.5,0.37,6.43,0.08,17.0,99.0,0.9937,3.46,1.08,11.18,5
13.4,0.18,0.09,2.3,0.08,67.48,37.39,0.9937,3.63,0.63,13.0,5
6.6,1.36,0.66,11.17,0.57,36.64,217.1,0.9952,3.4,0.83,8.74,6
10.49,1.34,0.05,2.2,0.26,46.72,29.0,0.99,3.51,0.55,9.9,6
15.82,1.18,0.11,6.61,0.09,25.09,148.71,1.0,3.19,0.99,13.27,5
8.01,0.715,0.15,1.8,0.08900000000000001,40.38,27.65,0.9968,3.23,0.77,12.93,5
7.2,0.415,0.37,6.51,0.34,33.58,45.0,0.9972,3.48,1.35,9.27,5
7.24,0.2,0.19,12.67,0.081,67.11,105.0,1.0,3.33,1.13,11.27,5
7.8,0.7,0.4,8.95,0.04,17.0,41.21,0.99,3.32,1.65,9.5,5
6.19,0.745,0.11,7.8,0.1,16.0,51.47,1.0,3.86,0.82,13.56,5
8.75,0.715,0.04,1.8,0.12,10.0,52.0,0.99,3.77,0.9,10.26,5
5.2,0.19,0.19,3.69,0.34,2.61,228.68,0.99,3.68,0.79,14.0,6
11.7,0.39,0.51,6.03,0.066,23.19,24.39,0.9954,2.92,0.58,9.4,5
6.5,0.88,0.07,1.8,0.47,27.0,176.29,0.9916,2.95,0.79,8.74,6
8.71,0.67,0.55,1.8,0.117,32.0,105.24,0.9968,3.17,0.62,8.98,5
12.54,1.54,0.68,8.05,0.37,45.85,94.0,0.99,3.81,0.52,9.39,5
14.56,0.57,0.22,7.07,0.59,30.42,88.0,0.9968,2.77,1.35,11.97,5
6.9,0.58,0.1,10.11,0.07400000000000001,50.65,167.45,0.99,3.56,0.58,11.18,6
13.73,0.6,0.25,2.8,0.38,11.0,285.22,1.0,3.31,0.61,10.5,6
7.3,0.6,0.82,7.28,0.36,5.0,85.13,0.99,3.95,0.53,10.38,6
7.36,0.47,0.11,9.22,0.61,32.0,40.8,0.9996,2.74,2.0,11.99,4
12.09,0.6,0.03,1.91,0.42,13.49,141.82,1.0,3.35,1.56,10.82,5
8.06,1.4,0.95,8.75,0.095,25.0,99.0,0.995,3.47,0.54,10.43,5
6.06,0.17,0.19,5.5,0.12,64.92,36.43,1.0,3.42,1.01,10.5,5
7.1,0.43,0.42,4.07,0.071,28.0,107.6,0.9973,3.42,0.87,10.5,5
12.24,0.21,0.42,4.0,0.07,6.0,206.61,1.0,3.42,0.72,10.5,5
7.1,0.88,0.42,5.5,0.39,19.57,10.45,0.9973,3.86,1.65,13.74,5
10.62,0.68,0.6,2.2,0.26,40.3,242.02,0.99,3.71,0.5,10.6,5
8.93,1.03,0.66,1.9,0.07,1.57,248.9,0.9968,3.22,0.57,10.43,6
7.6,0.8,0.74,7.51,0.09,7.0,241.49,0.9959,3.06,0.86,14.42,5
13.18,1.17,0.02,1.3,0.07200000000000001,66.77,148.36,0.99,3.17,1.08,13.64,4
10.48,1.22,0.04,1.7,0.09,17.0,10.82,1.0,3.84,0.67,8.85,6
11.35,0.91,0.98,9.53,0.07,36.0,61.94,1.0,3.39,0.49,9.4,5
8.72,0.59,0.26,14.01,0.07,57.76,121.0,1.0,3.37,0.95,14.78,5
7.8,0.98,0.69,2.19,0.19,27.24,210.88,0.99,2.91,1.59,14.63,5
6.8,1.28,0.77,2.1,0.085,53.2,101.0,1.0,3.93,0.35,10.2,5
7.3,0.55,0.4,1.6,0.19,17.0,247.85,1.0,3.37,0.48,10.24,4
9.67,1.24,0.19,2.1,0.08900000000000001,14.98,44.0,0.9953,3.47,0.55,10.4,6
7.5,0.15,0.93,3.44,0.04,23.83,63.0,1.0,2.94,1.59,9.5,5
7.9,0.23,0.71,7.39,0.08,4.0,8.0,1.0,3.69,1.18,14.8,4
8.44,1.41,0.17,7.78,0.23,71.03,178.31,1.0,2.81,1.74,12.63,6
8.0,0.2,0.17,2.0,0.32,50.19,40.39,1.0,3.76,0.61,9.01,6
11.03,0.94,0.92,6.88,0.068,35.1,55.05,0.9961,2.87,0.88,10.24,6
14.51,0.33,0.72,2.61,0.57,17.18,35.0,0.99,3.21,0.68,9.5,5
9.85,0.5,0.04,1.5,0.39,21.8,107.16,1.0,3.24,1.53,9.5,5
9.31,0.8,0.21,2.0,0.08,66.87,56.45,0.99,3.88,0.47,9.5,5
10.67,1.54,0.42,9.43,0.43,22.5,65.97,0.9972,3.58,0.76,14.17,6
9.07,0.99,0.0,4.67,0.54,53.32,84.46,1.0,3.96,0.56,11.42,5
12.03,1.33,0.14,13.23,0.43,1.48,42.0,1.0,3.85,0.36,9.5,5
15.08,1.53,0.1,12.59,0.067,33.97,137.78,1.0,2.91,0.59,14.72,5
8.9,1.34,0.55,2.0,0.27,37.74,145.23,1.0,3.58,0.65,9.3,5
7.2,1.03,0.56,7.08,0.02,30.73,172.62,0.9972,3.44,0.54,8.68,5
6.8,0.61,0.2,7.49,0.54,58.81,95.07,1.0,3.04,0.95,14.01,5
7.14,0.12,0.24,9.24,0.15,39.99,29.16,0.997,3.52,1.35,9.3,6
5.49,0.67,0.57,9.81,0.25,28.5,85.0,1.0,3.87,0.53,10.83,5
7.4,0.39,0.18,6.59,0.54,47.3,67.0,1.0,3.52,1.47,9.2,5
7.7,0.65,0.1,12.58,0.42,68.08,26.0,1.0,3.39,1.11,13.24,5
6.82,0.64,0.33,2.0,0.07,15.0,50.78,1.0,3.26,0.55,9.5,5
12.48,1.33,0.36,1.9,0.39,17.0,174.02,1.0,3.2,0.55,13.82,5
6.61,1.02,0.83,11.92,0.12,21.0,127.0,0.9976,3.93,1.16,9.4,5
10.5,0.37,0.25,12.92,0.53,51.73,58.26,1.0,3.57,1.54,11.63,6
6.8,0.63,0.12,3.8,0.35,11.74,95.68,1.0,3.47,1.08,13.29,5
10.14,0.56,0.52,9.85,0.071,7.0,28.0,0.9964,3.17,1.1,9.7,5
15.25,0.55,0.96,2.2,0.58,55.5,28.0,1.0,3.28,0.55,11.52,5
5.65,0.56,0.4,2.53,0.07400000000000001,24.0,66.63,0.99,3.45,1.27,10.11,5
8.54,0.58,0.66,2.4,0.36,24.53,112.87,1.0,3.82,0.59,13.83,5
15.12,0.3,0.73,0.94,0.33,12.0,27.0,0.99,3.11,1.43,10.27,6
10.81,0.835,0.08,11.97,0.11,20.14,51.97,0.9924,3.0,1.34,10.31,7
5.53,0.8,0.06,2.1,0.061,12.0,72.51,1.0,3.51,1.7,10.28,4
9.6,0.32,0.47,1.4,0.23,19.67,24.0,1.0,3.22,1.92,11.02,7
8.8,0.37,0.07,2.1,0.45,67.66,114.05,1.0,3.23,1.03,8.67,5
5.59,0.5,0.11,1.5,0.13,12.92,96.78,0.99,3.36,1.44,10.35,5
5.15,0.48,0.35,1.6,0.08800000000000001,16.0,39.0,0.9961,3.92,1.66,12.76,5
7.0,0.51,0.42,1.6,0.31,23.4,141.6,0.99,3.63,0.56,10.79,6
7.05,0.39,0.0,13.43,0.5,55.9,28.0,0.99,3.2,1.52,9.27,7
12.8,0.64,0.08,7.36,0.095,15.69,28.0,0.99,3.31,0.77,12.26,7
7.8,0.78,0.31,1.8,0.069,10.09,120.0,0.99,3.77,0.53,12.76,5
7.8,0.44,0.09,12.96,0.22,18.0,220.43,0.9966,3.62,0.67,8.53,5
14.92,0.3,0.01,6.48,0.054000000000000006,54.09,159.74,1.0,3.31,0.85,10.5,7
9.7,0.53,0.97,3.06,0.07,52.6,19.0,0.99585,3.72,0.86,11.65,6
11.29,0.725,0.24,4.0,0.083,44.95,62.0,0.99685,3.57,0.77,10.0,6
5.2,0.44,0.94,2.1,0.059,31.81,15.0,0.99,3.21,1.66,11.02,6
7.64,1.08,0.38,9.95,0.23,11.71,68.9,0.99,3.49,1.72,9.1,5
6.52,1.39,0.41,1.66,0.58,10.0,59.04,1.0,3.83,0.71,11.55,6
7.0,0.49,0.49,8.14,0.39,67.46,119.27,0.99,3.19,0.76,10.5,5
10.35,0.2,0.16,2.0,0.51,46.64,88.82,1.0,2.74,0.41,10.34,5
6.96,0.725,0.22,1.11,0.61,64.18,183.13,0.9967,3.89,0.55,9.1,5
11.08,0.78,0.53,5.98,0.58,27.72,44.0,1.0,3.39,1.77,9.7,5
8.74,0.34,0.33,4.73,0.42,24.8,144.0,0.99655,3.77,0.78,9.4,5
7.8,0.34,0.03,14.83,0.08199999999999999,35.84,58.0,1.0,3.34,0.59,9.4,6
10.93,0.53,0.78,8.7,0.101,30.76,72.0,1.0,2.99,1.17,9.75,5
6.8,1.33,0.14,1.5,0.41,5.0,10.0,1.0,3.42,0.56,10.18,5
8.6,1.27,0.1,2.0,0.083,62.2,25.97,1.0,3.82,0.6,10.84,6
8.4,0.635,0.22,2.0,0.08,35.19,135.2,1.0,3.24,0.57,10.22,4
10.7,1.55,0.62,2.48,0.073,4.33,23.61,1.0,3.37,0.58,12.34,6
11.97,0.44,0.5,2.0,0.36,27.0,81.0,0.9964,3.02,1.61,9.5,6
8.53,1.17,0.44,2.6,0.19,1.14,23.0,0.99,3.34,0.63,10.93,5
7.7,1.36,0.25,2.6,0.24,29.0,177.93,0.99,3.17,1.46,10.75,6
5.96,0.52,0.61,7.63,0.34,29.48,37.0,0.99,3.77,0.64,14.67,5
12.06,0.86,0.5,1.68,0.054000000000000006,19.0,145.15,0.9927,3.54,1.33,8.65,7
5.94,0.66,0.06,6.36,0.54,41.02,94.18,1.0,3.71,1.22,9.58,6
8.5,0.8,0.33,6.73,0.02,30.93,79.59,0.99,3.34,0.68,9.6,6
11.93,0.66,0.25,1.09,0.081,60.85,37.0,1.0,3.77,0.7,11.0,5
8.2,1.0,0.3,12.21,0.22,7.0,156.69,0.99,3.32,1.84,14.33,6
7.2,0.57,0.0,6.23,0.19,20.48,15.07,1.0,3.37,0.58,9.52,6
10.92,0.42,0.45,5.24,0.51,53.92,38.0,0.99675,3.32,1.67,9.0,6
7.2,0.645,0.53,15.27,0.097,15.0,39.0,0.99675,3.33,0.52,9.78,6
7.2,0.63,0.0,1.63,0.04,48.1,218.21,0.99,3.37,0.58,13.84,6
4.7,0.94,0.72,14.22,0.24,16.32,153.62,1.0,3.63,1.91,13.09,6
10.43,0.85,0.37,6.82,0.26,10.27,42.64,0.9971,3.11,1.09,11.34,5
10.97,0.32,0.8,11.51,0.093,31.17,279.61,0.99925,3.93,0.71,10.9,6
7.7,1.17,0.84,1.88,0.102,60.15,33.62,1.0,3.85,1.96,9.65,6
10.28,1.5,0.39,2.2,0.04,69.53,24.0,1.0,3.07,1.75,9.12,7
5.74,0.56,0.2,14.09,0.36,10.0,24.0,1.0,3.61,2.0,12.61,7
7.3,0.69,0.0,2.0,0.37,6.0,69.43,0.99,3.66,1.71,9.9,6
7.1,0.65,0.07,15.46,0.075,16.0,51.0,0.99685,3.38,0.52,9.98,5
12.02,0.6,0.73,15.07,0.12,38.97,61.13,0.9963,3.58,0.54,11.8,5
4.88,0.53,0.06,1.7,0.43,9.0,139.88,1.0,3.27,1.18,9.72,6
7.3,0.77,0.94,2.0,0.08,3.26,23.0,0.99,3.61,0.96,10.41,6
10.8,0.8,0.05,10.06,0.02,16.0,243.37,0.9985,3.22,1.76,10.0,6
14.7,0.91,0.01,1.8,0.07400000000000001,16.0,173.67,0.9972,3.34,0.6,9.92,6
7.35,0.7,0.48,5.87,0.09,24.12,21.0,1.0,3.78,0.53,10.5,5
7.7,1.19,0.76,13.62,0.29,8.0,58.3,0.99,3.87,0.42,9.5,5
14.07,1.18,0.0,1.8,0.03,6.48,121.65,0.99,2.82,1.2,8.46,6
5.45,0.57,0.23,8.84,0.073,2.25,99.85,0.99,3.71,0.57,8.65,5
12.78,0.47,0.37,8.99,0.075,58.25,89.54,0.998,3.22,0.62,10.83,5
6.6,1.15,0.0,2.1,0.37,24.24,245.68,1.0,2.8,1.59,9.2,5
12.0,0.41,0.71,11.37,0.42,18.04,211.88,0.9968,3.12,0.63,9.87,5
14.2,0.31,0.12,2.6,0.24,4.03,33.0,0.99,3.36,0.8,12.73,7
7.9,1.17,0.23,3.51,0.02,61.84,45.0,1.0,3.36,0.65,11.43,5
14.5,0.975,0.53,2.0,0.087,24.63,67.61,0.99565,3.74,0.6,13.97,4
8.0,0.94,0.94,11.26,0.07,19.35,35.0,1.0,3.34,0.68,12.67,5
7.9,0.69,0.53,1.8,0.38,7.86,49.0,0.9963,3.31,1.81,10.2,5
10.71,0.56,0.49,8.77,0.43,68.81,46.06,1.0,3.12,0.54,10.48,5
13.47,0.26,0.52,11.56,0.25,32.16,232.43,0.9968,2.83,0.72,10.87,7
7.55,0.87,0.41,3.3,0.35,14.03,61.0,1.0,3.79,0.72,12.26,4
5.22,0.57,0.84,3.6,0.078,27.1,218.23,0.9973,3.35,0.78,10.89,8
5.05,0.37,0.09,3.63,0.077,35.44,202.32,1.0,3.7,0.91,13.68,6
8.29,0.74,0.27,4.0,0.39,39.31,209.28,0.9996,2.76,1.2,11.53,6
7.9,0.89,0.55,5.08,0.33,27.0,61.0,1.0,3.19,0.67,11.65,6
12.74,0.18,0.6,4.0,0.32,10.71,23.0,1.0,2.87,0.97,13.97,6
11.31,0.37,0.58,13.28,0.09,69.35,99.79,1.0,3.22,1.91,11.61,5
12.63,0.715,0.19,12.2,0.01,18.09,235.76,1.0,3.91,0.36,9.48,5
7.95,1.48,0.17,7.0,0.4,66.75,94.0,0.99915,3.08,0.75,12.21,5
7.9,0.545,0.06,4.0,0.41,27.0,236.47,1.0,3.36,0.67,10.7,6
12.12,1.23,0.93,3.0,0.16,58.49,119.87,1.0,3.61,1.53,12.21,6
11.5,1.35,0.51,13.24,0.07,51.49,23.0,1.0,3.93,1.65,10.1,6
14.48,0.19,0.45,7.69,0.12,5.0,13.0,0.99,3.23,0.82,10.04,8
11.54,0.4,0.27,5.6,0.087,36.88,47.0,1.0,2.91,1.38,8.43,7
15.88,0.26,0.77,10.75,0.071,25.56,172.63,1.0,3.12,1.33,8.46,6
14.98,0.14,0.83,6.58,0.358,5.0,97.44,0.9972,3.25,1.83,11.5,7
5.49,0.52,0.35,3.0,0.21,1.6,53.0,0.9971,3.36,1.99,9.1,5
8.9,0.81,0.13,12.85,0.26,10.0,195.68,0.9991,3.9,0.77,11.04,7
9.9,0.59,0.07,3.4,0.05,45.54,71.0,1.00015,3.31,0.71,12.92,5
9.9,0.27,0.12,11.72,0.12,19.18,252.13,0.99,2.81,0.71,10.13,5
12.0,1.01,0.77,2.0,0.073,25.0,49.0,1.0,3.8,1.16,13.39,6
14.06,0.4,0.25,3.0,0.27,66.14,206.91,1.0,2.83,0.99,13.86,6
8.7,0.52,0.09,12.52,0.29,16.84,102.45,0.9976,3.6,0.86,10.6,7
12.19,0.42,0.86,4.94,0.01,70.38,98.0,1.001,3.2,0.95,9.2,5
8.06,1.56,0.79,8.24,0.091,12.78,49.0,0.9976,3.64,1.8,10.6,7
11.0,0.59,0.48,6.8,0.343,57.55,36.87,0.9979,3.34,1.67,10.74,5
10.4,0.55,0.23,2.7,0.091,18.0,48.0,0.9994,3.49,1.58,11.33,6
8.99,0.36,0.09,6.81,0.49,55.23,16.0,1.0,3.97,1.73,10.1,6
14.94,0.12,0.52,5.59,0.59,27.4,53.0,1.0014,2.79,0.81,11.75,6
5.02,0.95,0.76,11.83,0.13,5.0,74.71,1.0,3.75,0.76,9.88,5
10.6,0.38,0.42,2.6,0.086,42.81,286.73,0.99,3.28,1.44,9.9,5
