type,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
red,7.1,0.44,1.2,11.8,0.06,52.0,152.0,0.9975,3.12,0.46,8.7,6
white,7.2,,0.63,11.0,0.044000000000000004,55.0,156.0,0.9974,3.98,0.44,8.7,6
white,6.8,0.25,0.93,13.3,0.46,154.79,202.0,0.9972,3.22,0.48,9.7,6
red,7.1,0.43,0.61,11.8,0.045,257.35,155.0,0.9974,3.11,1.62,8.7,5
white,7.1,0.44,0.62,11.8,0.044000000000000004,52.0,152.0,0.9975,3.09,0.46,8.7,6
white,7.2,0.39,1.15,11.0,0.044000000000000004,55.0,156.0,0.9974,3.48,1.3,8.7,6
white,15.25,0.46,1.0,34.91,0.049,86.3,243.0,0.9957,3.12,0.73,9.0,5
white,6.9,0.24,1.44,1.7,0.035,47.0,136.0,0.99,3.26,0.68,13.73,7
white,6.9,0.21,0.28,57.25,0.034,120.87,136.0,0.9899,3.25,0.41,12.6,7
white,4.91,0.17,0.32,43.47,0.25,180.57,148.0,0.99,3.21,1.45,11.5,7
white,7.1,0.26,0.29,12.4,0.044000000000000004,62.0,240.0,1.01,3.04,0.42,9.2,6
white,6.0,0.29,0.66,15.9,0.046,26.0,164.0,0.9979,3.14,0.5,8.8,6
white,8.6,0.265,0.57,1.2,0.32,15.0,80.0,0.9913,3.75,0.36,8.07,7
white,9.8,0.36,0.46,10.5,,4.0,83.0,1.02,2.89,0.3,10.1,4
red,4.99,1.01,0.66,5.85,0.046,26.0,164.0,0.9979,3.14,0.89,8.8,6
red,7.4,0.25,0.19,13.5,0.06,52.0,192.0,1.02,3.0,1.79,9.1,5
white,5.07,0.12,0.32,9.6,0.054000000000000006,247.01,162.0,0.9962,3.4,0.41,9.4,5
white,6.0,0.21,0.24,12.1,0.05,55.0,163.94,0.99,3.34,0.39,12.54,5
white,7.5,0.305,0.4,51.17,0.059000000000000004,44.0,439.39,1.0,2.99,0.46,9.01,5
white,7.4,0.85,0.37,13.5,0.06,95.43,297.56,1.02,3.0,1.62,9.1,5
white,7.3,0.13,1.3,14.4,0.051,34.0,109.0,0.9974,3.2,0.35,9.2,6
white,11.86,0.58,0.62,9.6,0.27,64.0,162.0,0.9962,3.4,0.41,14.88,5
red,8.91,0.23,1.17,23.96,0.04,60.0,171.0,0.9990000000000001,3.16,0.59,8.3,6
white,7.1,0.23,0.35,16.5,0.04,60.0,171.0,0.9990000000000001,3.91,0.59,9.1,6
white,6.9,0.33,1.17,40.34,0.051,37.0,237.29,1.0,3.27,0.6,10.3,5
white,6.5,0.17,1.09,8.5,0.08199999999999999,64.0,163.0,0.9959,2.89,1.13,8.95,6
white,7.2,0.27,0.46,18.75,0.052000000000000005,269.74,255.0,1.0,3.04,0.52,8.9,5
white,5.05,0.31,0.5,13.3,0.055999999999999994,68.0,195.0,0.9982,3.01,0.47,9.2,5
white,6.7,0.41,0.34,9.2,0.049,29.0,150.0,0.9968,3.22,0.51,9.1,5
red,6.7,0.41,0.34,9.2,0.049,29.0,150.0,0.9968,3.74,0.51,9.1,5
white,5.5,1.24,0.0,1.5,0.2,8.0,337.16,0.9940000000000001,3.95,0.4,9.7,4
white,14.07,0.31,0.24,3.3,0.040999999999999995,25.0,71.11,1.0,3.31,0.44,11.3,6
red,6.24,0.14,0.4,1.7,0.035,16.0,417.01,0.9911,3.19,0.42,11.8,6
white,7.2,0.31,0.5,13.3,0.055999999999999994,68.0,195.0,1.03,3.01,1.48,9.2,5
white,7.3,0.32,0.48,4.31,0.06,57.0,289.41,1.02,3.04,0.5,14.4,5
white,5.9,0.36,0.04,5.7,0.046,21.0,87.0,1.0,3.74,0.51,8.34,5
white,7.8,0.77,0.32,12.2,0.054000000000000006,42.0,138.0,0.9984,3.01,0.54,8.8,5
white,7.4,0.09,0.31,6.85,0.059000000000000004,31.0,379.0,0.9952,3.29,0.34,9.7,5
red,6.9,0.19,0.28,5.0,0.057999999999999996,164.75,146.0,0.9952,3.29,0.36,9.1,6
white,6.4,0.13,1.51,1.6,0.092,40.0,158.0,0.9928,3.21,0.36,9.8,6
red,5.53,0.19,0.36,1.1,0.026000000000000002,257.32,248.25,0.9912,3.27,0.48,8.72,6
white,7.4,1.15,0.23,7.0,0.033,29.0,126.0,0.9940000000000001,3.14,0.42,8.06,5
white,11.77,0.32,0.32,7.6,0.038,250.99,203.0,0.9958,3.45,0.54,9.7,7
white,6.1,0.3,0.56,2.8,0.19,154.51,179.0,1.04,3.56,0.57,10.9,7
white,10.32,0.3,0.56,2.7,0.046,46.0,184.0,0.9924,3.31,0.57,10.9,6
white,5.7,0.59,0.76,17.32,0.02,7.0,318.78,0.9940000000000001,3.48,0.37,10.6,5
white,6.5,0.95,0.07,7.6,0.02,55.14,203.0,0.9958,3.45,1.13,9.7,7
white,7.36,0.425,1.08,20.31,0.6,53.11,241.0,1.03,3.23,0.57,9.0,5
red,6.6,0.24,0.27,15.8,0.035,46.0,188.0,0.9982,3.24,0.51,9.2,5
white,6.8,0.27,0.22,3.77,0.46,148.3,203.0,1.03,3.19,0.52,8.9,5
white,6.7,0.27,0.31,15.7,0.036000000000000004,44.0,179.0,0.9979,3.26,0.56,9.6,5
white,9.42,0.23,0.66,8.83,0.027000000000000003,45.56,22.65,0.992,2.88,1.49,10.7,6
white,7.1,0.37,0.67,10.5,0.045,49.0,155.0,0.9975,3.16,1.46,8.7,5
white,6.8,0.75,0.93,51.39,0.035,107.48,86.83,0.9917,3.15,0.54,9.61,7
white,8.1,0.28,1.52,46.9,0.028999999999999998,18.0,79.0,0.9923,,0.52,11.8,6
white,6.77,1.45,0.34,2.2,0.32,20.0,77.0,0.9927,3.3,0.43,9.2,5
red,7.1,0.37,0.67,37.93,0.045,247.84,40.16,0.9975,3.16,1.44,11.19,5
white,7.9,0.21,0.4,1.2,0.039,216.7,107.0,0.992,3.21,0.54,10.8,6
white,8.5,0.21,0.41,4.3,0.33,24.0,99.0,0.9947,3.18,0.53,9.7,6
white,8.1,0.2,0.4,2.0,0.17,19.0,87.0,1.04,3.12,1.78,12.81,6
white,6.3,0.255,0.37,1.1,0.3,47.63,201.86,1.03,3.0,1.27,8.7,6
white,5.6,1.29,0.48,44.69,0.044000000000000004,274.59,168.0,0.9918,3.28,0.37,10.1,6
red,12.43,0.595,0.14,33.33,0.057999999999999996,162.5,97.0,0.9951,3.38,1.18,9.0,4
white,6.3,0.34,0.33,15.5,0.034,19.0,80.0,0.9917,3.38,0.58,12.73,7
white,6.9,0.25,0.3,4.1,0.054000000000000006,23.0,116.0,1.0,3.82,0.45,10.91,6
white,7.9,0.22,0.43,8.0,0.39,46.0,152.0,0.9934,3.29,0.32,8.94,7
white,13.98,0.18,1.12,64.77,0.3,58.0,135.0,0.9968,3.14,0.43,9.9,6
white,6.9,0.25,0.3,4.1,0.054000000000000006,23.0,116.0,0.9940000000000001,2.99,1.03,9.4,6
white,7.2,0.18,0.41,1.2,0.048,41.0,97.0,1.03,3.03,0.45,10.4,5
white,8.2,0.23,0.4,7.5,0.049,12.0,76.0,0.9966,3.61,1.57,9.7,6
white,10.82,0.48,0.42,14.0,0.066,48.0,198.0,0.9979,2.89,0.48,8.9,6
white,7.4,0.2,0.42,41.27,0.066,48.0,434.15,0.9979,2.89,0.42,9.44,6
white,4.84,0.32,0.24,1.5,0.036000000000000004,38.0,124.0,0.9898,3.29,0.99,12.4,7
white,15.82,0.44,0.04,1.4,0.56,43.0,119.0,0.9894,3.36,1.37,12.1,8
white,5.2,0.44,0.04,1.4,0.16,114.94,119.0,0.9894,3.84,0.33,12.1,8
white,6.1,0.32,0.24,1.5,0.036000000000000004,38.0,124.0,0.9898,3.3,0.42,12.4,7
white,6.4,0.22,1.4,14.5,0.055,138.61,159.0,1.04,2.98,0.4,9.1,5
white,6.3,0.36,1.26,4.8,0.2,14.0,85.0,0.9932,3.28,0.26,10.6,5
white,7.4,0.24,0.42,48.34,0.14,48.0,198.0,0.9979,3.03,1.44,8.9,6
white,6.7,0.24,0.66,13.1,0.05,64.0,205.0,0.997,3.15,0.5,9.5,5
white,6.36,0.23,0.36,13.0,0.051,261.13,134.3,0.9972,3.16,0.49,9.8,5
red,13.64,1.35,0.46,21.07,0.048,39.0,197.0,0.9974,3.17,0.59,9.6,6
white,15.46,0.46,0.18,2.4,0.034,55.61,98.0,1.01,3.08,0.44,10.32,7
white,7.5,0.29,0.31,8.95,0.17,20.0,151.0,0.9968,3.08,0.54,10.79,5
white,15.17,0.66,1.61,27.25,0.034,5.0,110.0,0.9958,2.87,0.96,14.69,5
white,7.1,0.3,0.46,1.5,0.066,29.0,133.0,0.9906,3.12,0.82,12.7,6
white,7.9,0.51,0.57,1.5,0.045,17.0,96.0,1.01,3.13,0.39,11.0,6
white,12.55,0.48,0.37,0.8,0.32,4.0,61.63,0.9902,3.03,0.39,11.4,4
white,6.3,0.22,1.39,27.45,0.038,31.0,130.0,1.03,2.94,0.33,11.5,7
white,,0.27,0.31,17.7,0.051,33.0,173.0,1.03,3.09,0.64,10.2,5
red,6.9,0.23,0.4,4.02,0.45,50.0,151.0,0.9927,3.83,0.27,11.4,6
white,7.2,1.23,0.09,5.1,0.61,19.0,420.54,0.991,3.03,0.41,14.45,4
white,5.9,0.23,0.3,12.9,0.054000000000000006,57.0,169.66,0.9972,3.28,0.32,13.53,5
red,6.0,0.31,0.07,8.64,0.22,9.0,430.29,0.9931,3.11,1.55,8.7,4
white,6.4,0.25,1.13,35.77,0.049,272.94,156.64,0.995,3.19,0.68,9.2,6
white,5.65,0.33,0.31,5.5,0.048,180.2,407.06,0.9951,3.19,0.8,9.3,6
white,7.1,0.34,0.15,12.41,0.053,152.75,183.0,0.9936,3.09,0.43,11.82,5
white,6.8,0.28,0.4,22.0,0.048,251.94,276.42,1.001,2.93,0.5,9.94,5
white,6.9,0.27,0.4,14.0,0.05,64.0,127.96,1.04,3.18,1.66,14.73,6
white,6.8,0.26,0.56,11.9,0.043,64.0,226.0,0.997,3.02,0.38,9.3,5
white,7.8,0.29,0.08,11.9,0.38,185.37,230.0,1.03,3.02,1.43,9.3,5
white,6.7,1.08,0.41,9.4,0.04,49.0,166.0,1.03,3.12,0.61,9.9,6
white,5.9,0.3,0.23,4.2,0.038,42.0,119.0,1.01,3.15,0.5,11.0,5
white,12.76,0.53,0.35,3.8,0.28,26.0,61.85,0.9906,3.26,0.57,12.7,8
red,6.5,0.28,0.28,38.63,0.047,54.0,210.0,0.99,3.09,0.54,8.9,4
white,6.6,0.28,0.87,8.5,0.052000000000000005,55.0,344.34,1.0,3.62,0.41,8.9,6
white,4.49,0.28,0.89,22.0,0.048,48.0,427.82,1.001,2.93,0.5,8.7,5
white,6.8,0.28,0.36,2.54,0.57,28.0,123.0,1.01,3.02,0.37,11.4,6
white,6.6,0.15,0.34,5.1,0.055,34.0,125.0,0.99,3.36,0.42,9.6,5
white,6.4,0.29,0.38,3.6,0.2,75.0,181.0,0.9942,3.33,1.45,9.1,5
white,9.89,1.18,1.48,3.5,0.19699999999999998,98.01,180.0,0.9942,2.76,0.39,9.1,6
white,13.5,0.29,1.47,3.6,0.19699999999999998,75.0,183.0,0.9942,3.76,0.38,9.1,5
white,6.8,0.26,1.26,7.8,0.052000000000000005,30.83,214.0,0.9961,3.13,0.47,8.9,5
white,7.1,0.32,0.24,13.1,0.05,135.91,204.0,0.99,3.1,0.49,8.8,5
white,6.8,0.26,1.21,58.16,0.052000000000000005,54.0,214.0,1.0,3.13,1.81,8.9,5
white,6.44,0.87,0.26,16.1,0.049,55.0,196.0,0.9984,3.15,0.5,9.3,5
white,7.1,0.94,0.81,51.5,0.05,87.7,204.0,0.998,3.1,0.49,12.63,5
white,6.9,1.53,0.32,13.2,0.05,119.51,236.0,0.9973,3.2,0.5,9.6,5
red,6.8,0.26,0.34,13.9,0.57,139.15,269.57,0.99,3.33,0.53,12.0,6
white,5.8,0.28,0.35,2.3,0.053,36.0,409.47,0.9924,3.28,0.5,10.2,4
white,6.4,0.21,0.5,11.6,0.11,193.83,153.0,1.0,3.15,0.36,12.49,5
white,7.0,0.16,0.46,14.31,0.045,157.74,126.0,0.9958,3.21,0.34,9.2,5
white,10.2,0.44,0.88,6.2,0.52,20.0,124.0,0.9968,2.99,0.51,9.9,4
white,7.4,1.19,0.95,2.2,0.04,244.1,77.0,0.9938,3.32,0.74,10.2,5
white,6.1,0.4,0.08,55.74,0.2,23.0,81.45,0.993,3.22,0.47,9.5,6
white,5.6,0.36,0.25,9.7,0.032,12.0,68.0,0.9940000000000001,3.31,0.34,12.05,5
white,6.8,0.18,1.31,1.4,0.038,35.0,111.0,0.9918,3.84,0.59,11.2,7
white,7.0,0.16,0.32,8.3,0.045,38.0,140.46,0.99,3.21,0.34,9.2,5
white,6.7,0.13,0.29,5.3,0.15,195.1,122.0,1.02,3.44,0.37,9.7,6
white,6.2,0.25,0.82,1.4,0.03,35.0,105.0,0.9912,3.31,0.44,11.1,7
white,5.8,0.26,1.62,9.2,0.044000000000000004,55.0,112.86,0.9961,3.21,0.87,9.4,5
red,4.03,0.27,0.36,45.5,0.036000000000000004,45.0,416.3,0.9939,3.03,0.33,11.0,5
white,5.8,0.26,1.49,9.2,0.044000000000000004,55.0,152.0,0.9961,3.31,0.38,9.4,5
white,5.7,0.28,0.72,31.29,0.52,60.0,204.99,1.01,3.31,0.44,9.4,5
white,7.5,0.23,0.36,7.0,0.036000000000000004,43.0,161.0,0.9938,3.04,0.46,11.0,5
white,7.55,0.27,0.36,59.21,0.61,45.0,150.31,0.9939,3.03,0.33,11.0,5
white,13.41,0.74,0.21,9.5,0.32,33.0,438.19,0.9971,3.0,0.55,8.3,6
red,6.2,0.25,0.25,1.4,0.03,127.14,105.0,0.9912,3.64,0.44,11.1,7
red,6.5,0.19,0.3,0.8,0.043,33.0,144.0,0.9936,3.42,0.39,9.1,6
white,6.3,0.495,0.09,1.8,0.046,59.81,171.54,0.9929,3.39,,10.4,6
white,13.84,0.24,0.87,17.8,0.046,39.0,145.0,1.02,3.32,0.39,8.7,5
white,6.4,0.17,0.93,2.4,0.048,41.0,200.0,1.03,3.5,0.5,9.7,6
red,7.1,0.31,0.57,10.3,0.58,66.0,272.0,1.01,3.18,0.73,13.43,6
white,9.99,0.17,0.32,2.4,0.51,41.0,230.35,0.99,3.5,0.5,9.7,6
white,7.1,0.24,0.41,17.8,0.046,39.0,301.11,0.9998,3.32,0.39,8.7,5
white,6.8,0.64,0.08,9.7,0.32,26.0,142.0,1.04,3.37,0.46,8.9,4
white,4.71,0.28,1.48,7.8,0.040999999999999995,38.0,194.0,1.01,3.34,1.09,9.6,6
white,8.2,0.92,0.39,36.42,0.29,49.0,208.0,0.9976,3.31,0.51,9.5,6
white,7.2,0.23,0.38,9.53,0.057999999999999996,125.62,129.39,0.9979,3.09,0.62,9.0,6
white,7.2,0.83,0.31,14.3,0.057999999999999996,55.0,194.0,0.9979,3.09,1.28,9.0,6
white,7.2,0.23,0.96,14.3,0.057999999999999996,55.0,412.43,0.9979,3.09,0.44,12.8,6
white,7.2,0.23,0.38,14.3,0.24,55.0,194.0,0.9979,3.84,0.44,9.0,6
white,6.8,1.32,0.32,13.2,0.044000000000000004,79.98,221.0,0.99,3.27,1.78,13.98,6
red,13.33,0.26,0.59,1.4,0.037000000000000005,40.0,120.0,0.9918,3.34,0.41,11.37,7
white,6.2,0.25,0.21,15.55,0.59,28.0,159.0,0.9982,2.99,0.64,9.6,6
white,7.3,0.32,0.23,13.7,0.01,49.0,418.75,0.9985,2.76,0.46,8.7,5
white,8.54,0.19,1.32,7.8,0.23,23.0,91.44,0.9944,3.13,0.5,10.4,5
white,7.1,0.21,0.37,2.4,0.026000000000000002,23.0,100.0,1.01,3.15,0.38,11.4,7
white,6.8,0.24,0.34,2.7,0.047,64.5,218.5,0.9934,3.3,0.58,14.28,6
white,6.74,0.4,0.56,34.91,0.1,40.0,142.0,0.9975,3.14,0.46,8.7,5
white,6.1,0.18,0.36,15.62,0.32,62.06,249.5,1.03,3.37,0.79,12.04,6
white,6.8,1.54,0.27,2.1,0.5,26.0,139.0,0.99,3.16,0.61,12.6,7
red,5.8,0.2,1.03,1.4,0.031,36.94,77.0,0.9905,3.25,0.36,10.64,7
white,5.6,0.19,1.28,1.4,0.32,12.0,76.0,1.04,3.25,0.37,10.9,7
white,8.77,0.74,0.14,10.4,0.037000000000000005,18.0,119.0,1.03,3.38,0.45,10.0,5
white,5.9,0.21,0.28,32.51,0.053,40.0,199.0,0.9964,3.72,0.7,10.0,4
white,8.5,0.26,0.21,16.2,0.46,52.47,170.21,1.0,3.02,0.5,9.8,3
white,6.9,0.4,0.56,50.62,0.33,183.26,142.0,0.9975,3.14,0.46,8.7,5
white,5.8,0.24,0.44,33.36,0.028999999999999998,5.0,109.0,1.03,3.53,0.43,11.7,3
white,5.8,0.3,0.39,1.5,0.054000000000000006,37.0,158.0,0.9932,3.21,0.52,9.3,6
white,6.7,0.26,0.39,1.1,0.04,45.0,22.42,0.9935,3.32,1.12,9.6,8
white,6.3,1.29,0.82,5.7,0.035,8.0,97.0,1.02,3.27,0.41,11.0,7
white,6.3,0.35,1.24,14.21,0.035,8.0,97.0,0.9927,3.27,0.41,11.0,7
white,6.4,0.23,0.39,1.8,0.53,23.0,118.0,0.9912,3.32,0.5,11.8,6
white,5.8,0.36,0.87,0.9,0.037000000000000005,3.0,75.0,0.9904,3.28,0.84,11.4,4
white,6.9,0.115,0.35,52.84,0.048,36.0,108.0,0.9939,3.89,0.42,10.2,6
red,6.9,0.29,0.4,8.7,0.043,36.0,389.39,0.9996,2.93,0.47,8.9,5
white,6.9,0.69,0.4,22.69,0.036000000000000004,31.77,95.0,0.9944,2.83,0.33,10.2,5
white,7.2,0.29,0.4,13.6,0.045,66.0,231.0,0.9977,3.08,0.3,9.6,6
white,15.59,0.24,1.27,52.09,0.038,146.39,167.0,0.9912,3.1,0.48,10.6,6
white,6.9,0.97,0.4,55.76,0.043,107.19,156.0,0.9996,2.93,0.47,8.9,5
white,6.9,0.32,0.26,15.65,0.053,116.2,180.0,0.99,3.25,0.51,10.61,6
white,,0.58,1.35,6.9,0.043,203.18,119.79,0.9944,3.34,0.57,12.5,5
white,7.58,0.585,,7.1,0.044000000000000004,34.0,194.69,0.9945,3.34,0.57,8.92,6
white,5.4,0.91,0.07,7.0,0.045,24.54,147.0,1.03,3.34,0.36,9.7,6
white,10.68,0.32,0.26,8.3,0.053,32.0,180.0,0.9965,3.25,0.51,11.65,6
white,12.77,0.6,0.07,7.0,0.044000000000000004,33.0,147.0,0.9944,3.06,0.58,9.7,5
white,5.26,1.09,0.26,13.1,0.051,44.0,66.73,0.9972,3.8,0.38,14.21,5
white,6.6,0.58,0.3,52.51,0.057,30.0,387.32,0.9949,3.24,0.38,13.5,5
white,7.0,0.15,0.54,10.7,0.046,59.0,234.0,0.9966,3.05,0.61,9.5,5
white,6.6,0.19,1.63,8.9,0.046,51.0,62.6,0.9954,2.99,0.57,10.72,6
white,6.7,0.2,0.41,59.92,0.044000000000000004,50.0,166.0,0.9954,3.14,0.58,9.8,6
white,7.7,1.4,1.1,43.89,0.22,250.08,60.0,0.9915,2.89,1.48,10.6,5
