customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
3170-NMYVV,Female,1,Yes,Yes,12,No,No phone service,Fiber optic,No,No,No internet service,No,No,No internet service,Month-to-month,No,Electronic check,52.7,3829.27,No
7410-OIEDU,Male,0,No,No,17,No,No,DSL,Yes,No,Yes,No internet service,No internet service,No,Two year,Yes,Mailed check,24.22,5588.63,No
2273-QCKXA,Male,1,Yes,Yes,3,No,No phone service,No,No,No internet service,Yes,Yes,No,No internet service,One year,Yes,Electronic check,101.85,4877.28,No
0731-EBJQB,Female,0,No,Yes,8,No,Yes,No,No,No,No internet service,No,No,No internet service,Month-to-month,No,Credit card (automatic),46.27,7338.09,No
1891-QRQSA,Male,1,Yes,No,9,Yes,No,Fiber optic,Yes,Yes,No,No internet service,Yes,No,Two year,No,Bank transfer (automatic),30.42,6561.89,No
8028-PNXHQ,Female,0,Yes,Yes,44,No,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),53.33,7644.73,No
5630-AHZIL,Female,0,No,No,11,No,Yes,No,Yes,No internet service,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),112.04,6021.62,No
2673-CXQEU,Female,0,Yes,Yes,6,Yes,No phone service,DSL,No internet service,Yes,No internet service,No internet service,No internet service,Yes,Two year,No,Electronic check,49.84,7957.71,No
6416-JNVRK,Male,1,No,No,11,No,Yes,DSL,No internet service,No,Yes,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,55.4,2600.89,No
5590-ZSKRV,Male,0,Yes,No,14,No,No,Fiber optic,No internet service,No,Yes,No internet service,Yes,No internet service,Two year,Yes,Bank transfer (automatic),86.66,4247.09,No
0191-ZHSKZ,Male,0,No,No,13,No,Yes,DSL,No,No internet service,No,Yes,No,No internet service,Month-to-month,No,Bank transfer (automatic),22.77,6078.92,No
3887-PBQAO,Male,0,Yes,No,26,Yes,No phone service,No,No internet service,No,Yes,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),29.29,3053.16,No
5919-TMRGD,Male,0,Yes,No,42,No,No phone service,Fiber optic,No,No internet service,No,Yes,No internet service,Yes,Two year,Yes,Mailed check,86.53,3293.86,Yes
8108-UXRQN,Female,1,Yes,No,58,Yes,No phone service,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,No,Electronic check,57.83,1853.79,No
9191-MYQKX,Male,1,No,Yes,37,No,Yes,No,No internet service,No,No internet service,Yes,No internet service,Yes,One year,No,Mailed check,44.15,3772.75,Yes
9919-YLNNG,Male,1,No,No,69,No,No phone service,Fiber optic,Yes,No,Yes,No,No internet service,No internet service,One year,No,Mailed check,51.56,1110.98,No
0318-ZOPWS,Female,1,Yes,Yes,32,Yes,Yes,Fiber optic,Yes,No,No,Yes,No internet service,No,Two year,Yes,Bank transfer (automatic),105.02,1526.73,No
4445-ZJNMU,Female,1,Yes,Yes,48,Yes,No,Fiber optic,No internet service,No,No,No internet service,No,No,Two year,Yes,Mailed check,97.88,4196.21,No
4808-YNLEU,Female,0,No,Yes,18,Yes,No phone service,No,No,No internet service,Yes,No,No,No,Month-to-month,Yes,Electronic check,54.44,8266.29,No
1862-QRWPE,Female,1,No,Yes,3,Yes,No,DSL,No internet service,No,No,No internet service,Yes,No internet service,One year,Yes,Credit card (automatic),63.94,4238.31,No
2796-NNUFI,Male,1,No,No,16,Yes,Yes,Fiber optic,Yes,No internet service,No,Yes,No internet service,No,Two year,No,Electronic check,59.94,8310.02,No
3016-KSVCP,Female,0,No,Yes,39,Yes,No phone service,No,No,No internet service,Yes,No,No internet service,Yes,One year,No,Mailed check,69.14,3515.16,No
4767-HZZHQ,Male,0,Yes,No,59,Yes,Yes,Fiber optic,No,Yes,No,Yes,No internet service,No internet service,One year,Yes,Electronic check,109.56,8321.75,No
2424-WVHPL,Female,1,No,No,43,Yes,No phone service,No,No internet service,No internet service,No internet service,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),83.48,4128.94,No
7233-PAHHL,Female,0,Yes,Yes,13,Yes,No,No,Yes,No,Yes,No,No internet service,No,Month-to-month,Yes,Mailed check,88.4,1968.26,No
6067-NGCEU,Female,1,Yes,Yes,67,Yes,No phone service,Fiber optic,Yes,No,No internet service,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),100.42,517.68,No
9848-JQJTX,Male,1,Yes,No,44,No,Yes,Fiber optic,No,No,No,No,No internet service,Yes,Two year,No,Credit card (automatic),90.37,3401.84,No
8637-XJIVR,Female,1,No,No,29,No,No phone service,Fiber optic,No,Yes,No internet service,No,Yes,Yes,One year,Yes,Bank transfer (automatic),93.79,1648.65,Yes
9803-FTJCG,Female,1,Yes,Yes,39,No,No,Fiber optic,No internet service,No,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),99.04,5900.15,No
0278-YXOOG,Female,0,Yes,No,65,Yes,Yes,Fiber optic,No,No,Yes,Yes,No internet service,Yes,One year,Yes,Mailed check,63.3,4498.44,Yes
3212-KXOCR,Female,0,No,Yes,25,Yes,No phone service,No,Yes,Yes,No,No,No internet service,Yes,Two year,No,Bank transfer (automatic),80.78,5547.12,No
4598-XLKNJ,Male,1,No,Yes,29,Yes,No,Fiber optic,No internet service,Yes,No internet service,No,Yes,No,Month-to-month,No,Bank transfer (automatic),109.83,4529.08,Yes
6380-ARCEH,Female,1,Yes,Yes,39,Yes,No phone service,No,Yes,Yes,No,No internet service,Yes,No internet service,Month-to-month,No,Mailed check,22.96,3617.02,No
3679-XASPY,Male,0,Yes,No,63,Yes,No phone service,DSL,Yes,Yes,No,Yes,No internet service,No,One year,No,Bank transfer (automatic),43.27,2727.9,No
7123-WQUHX,Female,0,Yes,Yes,27,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,103.73,3174.79,No
5386-THSLQ,Male,1,Yes,Yes,26,Yes,Yes,No,Yes,No,Yes,No internet service,No,No internet service,Two year,No,Mailed check,61.49,8284.13,No
3192-NQECA,Female,0,No,Yes,72,Yes,No phone service,DSL,No internet service,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,105.3,4039.67,Yes
6180-YBIQI,Female,0,Yes,Yes,64,No,No phone service,No,Yes,No,No,No,No,No,Two year,Yes,Credit card (automatic),118.18,2621.53,No
6728-DKUCO,Male,1,No,Yes,42,Yes,No,Fiber optic,Yes,No,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Mailed check,32.61,4213.26,No
9750-BOOHV,Male,0,Yes,Yes,60,No,Yes,No,Yes,No,No internet service,No internet service,No internet service,No,Two year,Yes,Electronic check,68.71,2020.09,No
8597-CWYHH,Female,0,No,No,44,No,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),64.77,5462.82,No
2848-YXSMW,Female,1,No,Yes,8,Yes,No,DSL,Yes,No,No,Yes,Yes,No,One year,No,Mailed check,62.89,8003.74,No
0486-HECZI,Female,1,Yes,Yes,64,Yes,No phone service,DSL,No internet service,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,57.51,3077.67,Yes
4549-ZDQYY,Female,0,Yes,Yes,18,Yes,No phone service,DSL,No,No internet service,No internet service,No internet service,Yes,Yes,One year,No,Mailed check,117.88,6827.78,No
5712-AHQNN,Male,0,Yes,Yes,19,No,No,DSL,No,No,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),28.46,5596.2,No
4846-WHAFZ,Male,0,Yes,No,35,No,No phone service,DSL,No internet service,No internet service,No internet service,No,Yes,No internet service,Two year,No,Electronic check,40.98,651.29,Yes
5256-SKJGO,Female,0,No,No,47,Yes,No,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,86.41,4209.56,No
3071-VBYPO,Female,0,Yes,Yes,62,No,No phone service,No,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,32.14,2775.37,No
9560-BBZXK,Female,0,Yes,Yes,31,Yes,No phone service,DSL,No internet service,No,No,Yes,No,No,Two year,Yes,Electronic check,24.91,1821.62,No
5299-RULOA,Male,1,Yes,No,6,No,Yes,Fiber optic,No internet service,No internet service,No internet service,No internet service,Yes,Yes,Month-to-month,No,Mailed check,43.86,7382.09,Yes
8402-OOOHJ,Female,1,Yes,No,8,No,Yes,Fiber optic,No internet service,No internet service,No internet service,Yes,No,Yes,Two year,Yes,Credit card (automatic),70.44,1811.91,No
9445-ZUEQE,Female,0,Yes,No,67,No,No,No,No,No internet service,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),55.8,7191.03,No
1091-SOZGA,Male,1,Yes,Yes,52,Yes,Yes,Fiber optic,No,No internet service,Yes,Yes,No internet service,No internet service,Month-to-month,No,Credit card (automatic),82.58,2467.94,No
2928-HLDBA,Male,0,No,Yes,52,Yes,Yes,No,No,No internet service,No internet service,Yes,No internet service,No,Two year,Yes,Electronic check,30.94,7241.85,No
0404-SWRVG,Female,0,No,Yes,66,No,No,DSL,No internet service,No internet service,No internet service,Yes,No,No internet service,Month-to-month,No,Electronic check,82.53,3368.76,Yes
6497-TILVL,Male,1,Yes,No,21,Yes,No,Fiber optic,Yes,Yes,No,No internet service,No internet service,Yes,One year,No,Mailed check,31.39,7665.19,No
7219-TLZHO,Male,0,No,Yes,20,Yes,No,DSL,No,No internet service,No internet service,No,Yes,No,One year,Yes,Credit card (automatic),38.21,3646.15,No
4622-YNKIJ,Male,1,No,No,2,Yes,Yes,DSL,No internet service,No internet service,No,No,No internet service,No,Month-to-month,No,Bank transfer (automatic),55.23,7755.14,No
4412-YLTKF,Male,0,Yes,Yes,22,Yes,No phone service,DSL,No,No internet service,Yes,No,Yes,No internet service,One year,Yes,Electronic check,26.97,4883.87,Yes
6734-PSBAW,Male,0,Yes,Yes,27,No,No phone service,DSL,No internet service,No,Yes,Yes,No,No internet service,Month-to-month,Yes,Mailed check,104.84,2062.56,No
3930-ZGWVE,Female,1,No,No,23,No,No phone service,DSL,No,Yes,Yes,Yes,No,No,One year,Yes,Credit card (automatic),78.9,1365.05,No
2639-UGMAZ,Female,1,Yes,No,53,No,Yes,DSL,No internet service,No,No,Yes,No internet service,Yes,Two year,No,Bank transfer (automatic),51.26,8599.84,No
2876-GZYZC,Male,0,Yes,No,5,Yes,No,No,No internet service,No internet service,Yes,No internet service,No internet service,No,Month-to-month,No,Bank transfer (automatic),81.37,7827.01,No
6207-WIOLX,Female,0,Yes,No,49,Yes,No phone service,Fiber optic,No internet service,No internet service,No,No internet service,No,No,One year,Yes,Mailed check,53.65,2982.45,Yes
8587-XYZSF,Female,0,No,Yes,37,Yes,No phone service,Fiber optic,No internet service,No internet service,No,No,Yes,No internet service,Two year,Yes,Bank transfer (automatic),69.3,4521.73,No
3091-FYHKI,Male,0,No,No,41,Yes,Yes,No,No,No internet service,No internet service,No,No,No internet service,Two year,No,Mailed check,48.84,2761.25,Yes
2372-HWUHI,Female,0,No,Yes,7,Yes,Yes,DSL,No,No,No internet service,Yes,No internet service,Yes,Month-to-month,No,Credit card (automatic),81.24,918.25,Yes
7799-LGRDP,Female,1,Yes,No,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,55.29,8262.83,No
7850-VWJUU,Male,0,No,No,56,Yes,No phone service,No,No internet service,No internet service,No,No internet service,No internet service,No,Month-to-month,No,Electronic check,112.36,2128.5,No
3774-VBNXY,Male,1,Yes,No,3,Yes,No phone service,Fiber optic,Yes,No,Yes,No internet service,Yes,No,Month-to-month,Yes,Credit card (automatic),118.24,4550.74,No
6217-KDYWC,Male,1,No,No,55,No,No phone service,DSL,No,No,Yes,No internet service,No internet service,No,One year,No,Electronic check,51.45,7456.4,No
0390-DCFDQ,Male,1,No,No,15,Yes,No phone service,No,No internet service,Yes,No internet service,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),116.11,3987.43,Yes
3146-MSEGF,Male,0,Yes,Yes,14,No,No phone service,No,No,No internet service,Yes,No internet service,No,No internet service,Two year,Yes,Electronic check,97.62,8530.0,No
4080-OGPJL,Female,1,No,Yes,27,No,No phone service,Fiber optic,No,No internet service,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),41.12,2067.72,Yes
1095-WGNGG,Female,1,Yes,Yes,16,Yes,No phone service,Fiber optic,No,No internet service,Yes,No,No internet service,No,Two year,Yes,Electronic check,79.02,3150.01,No
2636-SJDOU,Female,0,No,No,58,No,No,Fiber optic,Yes,No,No,Yes,Yes,No internet service,Two year,Yes,Credit card (automatic),67.89,1489.18,No
1131-QQZEB,Female,1,Yes,Yes,31,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),62.25,7392.23,No
5716-EZXZN,Male,1,Yes,No,53,No,Yes,No,No,No internet service,No internet service,No,Yes,No,One year,No,Mailed check,26.92,4476.42,No
6837-BJYDQ,Female,0,No,No,8,Yes,No phone service,No,No,Yes,Yes,No internet service,No,No,Two year,No,Credit card (automatic),35.39,6928.67,No
2135-RXIHG,Female,0,Yes,Yes,38,Yes,No,DSL,Yes,Yes,No internet service,No,No,No internet service,Month-to-month,Yes,Electronic check,112.61,4986.79,Yes
6440-DKQGE,Female,0,Yes,No,27,No,Yes,Fiber optic,No,No,No,No,No internet service,Yes,Two year,No,Bank transfer (automatic),36.71,3949.42,No
3466-BYAVD,Female,1,Yes,Yes,9,No,Yes,No,Yes,No internet service,Yes,Yes,No internet service,Yes,Month-to-month,No,Electronic check,79.99,7644.23,No
3780-YVMFA,Male,1,Yes,No,23,Yes,No,Fiber optic,No internet service,No,No internet service,Yes,No internet service,Yes,One year,No,Mailed check,77.17,4860.15,No
3874-EQOEP,Female,0,Yes,No,18,Yes,No phone service,Fiber optic,No internet service,Yes,No internet service,No internet service,Yes,No,Month-to-month,Yes,Mailed check,103.51,1478.68,Yes
1679-JRFBR,Male,0,Yes,No,58,No,Yes,DSL,No internet service,Yes,Yes,No,No internet service,No,Month-to-month,Yes,Mailed check,81.67,1687.79,No
9073-ZZIAY,Male,1,Yes,No,34,Yes,No,Fiber optic,No internet service,No,No internet service,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),52.88,2106.61,No
3077-RSNTJ,Female,0,Yes,No,67,No,Yes,Fiber optic,No,No internet service,No,No,No internet service,Yes,One year,No,Electronic check,58.29,7221.22,No
6551-GNYDG,Male,0,Yes,Yes,8,No,No,Fiber optic,No,Yes,Yes,No internet service,Yes,No,One year,No,Bank transfer (automatic),85.22,4730.8,No
9167-APMXZ,Male,0,Yes,No,67,Yes,No,DSL,Yes,No internet service,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),84.52,3059.94,No
2749-CTKAJ,Male,1,Yes,Yes,40,No,No,DSL,Yes,Yes,No,No,Yes,Yes,Two year,No,Mailed check,80.64,5370.85,No
6371-NZYEG,Male,0,Yes,No,59,Yes,No,Fiber optic,Yes,Yes,Yes,No,No internet service,No,Month-to-month,Yes,Mailed check,60.44,6986.07,No
7554-NEWDD,Female,1,No,No,59,No,No phone service,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Mailed check,31.41,1904.74,No
8992-VONJD,Male,1,No,Yes,59,No,No,DSL,No,No,No internet service,Yes,No,Yes,One year,No,Credit card (automatic),35.83,8131.48,No
0867-MKZVY,Female,1,Yes,Yes,39,Yes,No,Fiber optic,No,No internet service,No,No,Yes,No,One year,No,Electronic check,42.53,5821.07,Yes
4482-EWFMI,Male,1,No,No,69,No,No phone service,Fiber optic,No,Yes,Yes,No,No internet service,Yes,One year,No,Credit card (automatic),70.09,4751.11,No
4648-YPBTM,Female,1,Yes,No,6,No,No,DSL,No,No internet service,Yes,No internet service,No internet service,No,Month-to-month,No,Mailed check,32.39,4110.51,No
2907-ILJBN,Female,0,No,No,67,No,No,Fiber optic,Yes,Yes,Yes,No internet service,No internet service,Yes,Two year,No,Bank transfer (automatic),57.34,3271.04,No
6345-FZOQH,Male,1,Yes,No,1,Yes,No phone service,DSL,No internet service,Yes,No,No internet service,No internet service,No,One year,Yes,Electronic check,75.69,1680.42,No
