customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
6865-JZNKO,Male,1,Yes,No,40,Yes,Yes,DSL,Yes,No,No internet service,Yes,No,No internet service,One year,No,Bank transfer (automatic),29.54,4663.74,No
6467-CHFZW,Female,1,No,Yes,53,No,Yes,DSL,No,No,No,No,Yes,No internet service,Two year,Yes,Electronic check,67.58,4500.48,Yes
8665-UTDHZ,Female,0,No,Yes,54,Yes,No phone service,No,Yes,No internet service,Yes,No,No,Yes,Two year,No,Credit card (automatic),87.38,480.1,Yes
5248-YGIJN,Male,0,No,Yes,62,No,No phone service,Fiber optic,Yes,No internet service,No,Yes,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),97.01,5691.79,No
8773-HHUOZ,Female,1,Yes,No,60,No,Yes,No,No,Yes,Yes,No,No internet service,No,One year,No,Credit card (automatic),21.83,4593.22,Yes
3841-NFECX,Female,1,No,No,9,Yes,Yes,No,No internet service,No,Yes,No internet service,No internet service,Yes,Two year,No,Credit card (automatic),19.38,3635.46,No
4929-XIHVW,Male,0,Yes,Yes,37,No,Yes,DSL,No internet service,Yes,Yes,No,No,No internet service,Two year,No,Bank transfer (automatic),117.65,6969.9,No
6827-IEAUQ,Male,1,No,Yes,2,Yes,No,DSL,No internet service,No,No internet service,No internet service,Yes,No internet service,Two year,Yes,Bank transfer (automatic),81.48,4549.79,No
7310-EGVHZ,Female,0,No,Yes,41,Yes,Yes,Fiber optic,No,Yes,No internet service,No internet service,No internet service,Yes,Two year,No,Mailed check,65.14,2732.11,No
3413-BMNZE,Male,0,Yes,Yes,11,No,No,No,No internet service,Yes,No internet service,No internet service,No,Yes,One year,No,Credit card (automatic),76.72,3202.53,No
6234-RAAPL,Male,1,No,No,38,Yes,No,DSL,No internet service,Yes,Yes,No internet service,Yes,Yes,Month-to-month,No,Credit card (automatic),55.42,7490.4,No
6047-YHPVI,Male,0,Yes,No,57,No,Yes,DSL,No internet service,No,No internet service,No,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),42.89,3422.87,Yes
6572-ADKRS,Male,0,No,No,72,Yes,No phone service,DSL,No internet service,No,Yes,No,No internet service,Yes,Two year,Yes,Bank transfer (automatic),65.75,8428.76,No
5380-WJKOV,Female,1,Yes,Yes,42,No,No,Fiber optic,Yes,No internet service,Yes,No,No,No,One year,Yes,Electronic check,90.29,7011.47,Yes
8168-UQWWF,Female,1,Yes,Yes,36,Yes,No phone service,No,No internet service,No internet service,Yes,No,Yes,No internet service,One year,No,Bank transfer (automatic),74.33,4638.77,Yes
8865-TNMNX,Female,1,No,No,35,No,No phone service,Fiber optic,No,Yes,No,No,No internet service,No,Month-to-month,No,Bank transfer (automatic),42.0,7885.42,No
9489-DEDVP,Female,1,Yes,No,50,Yes,Yes,No,No,No,No,No,No internet service,No,One year,Yes,Bank transfer (automatic),61.69,3203.34,No
9867-JCZSP,Male,1,No,Yes,11,No,No phone service,Fiber optic,No,No internet service,Yes,No,Yes,No internet service,Two year,No,Bank transfer (automatic),99.38,1094.95,No
4671-VJLCL,Male,0,No,Yes,43,No,No phone service,DSL,No internet service,No internet service,Yes,No,No internet service,No,One year,Yes,Credit card (automatic),59.1,8199.62,No
4080-IIARD,Female,0,No,No,5,No,No phone service,No,No internet service,No,Yes,No internet service,No,Yes,One year,Yes,Electronic check,105.43,2581.8,No
3714-NTNFO,Female,1,Yes,No,3,Yes,Yes,Fiber optic,Yes,No,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Credit card (automatic),77.28,7666.52,No
5948-UJZLF,Female,1,Yes,No,36,No,No phone service,DSL,No internet service,Yes,No internet service,No internet service,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),25.74,6348.44,No
7760-OYPDY,Male,1,No,Yes,66,Yes,No,DSL,Yes,Yes,Yes,No internet service,Yes,No,One year,Yes,Mailed check,81.11,5240.19,Yes
7639-LIAYI,Female,1,Yes,No,59,No,Yes,Fiber optic,Yes,No,No internet service,No internet service,No,No internet service,One year,No,Mailed check,26.94,8459.6,No
2954-PIBKO,Male,1,Yes,No,43,Yes,No,No,Yes,Yes,No,No internet service,No internet service,Yes,One year,No,Credit card (automatic),118.5,7240.33,No
8012-SOUDQ,Female,0,Yes,No,52,No,No,Fiber optic,No internet service,No internet service,No internet service,No,No internet service,No internet service,One year,Yes,Credit card (automatic),57.29,3237.38,No
9420-LOJKX,Male,0,No,Yes,3,Yes,No phone service,DSL,Yes,Yes,No,No internet service,No,No internet service,One year,Yes,Electronic check,36.04,6089.41,Yes
6575-SUVOI,Female,0,No,No,3,No,Yes,Fiber optic,Yes,Yes,No,Yes,No internet service,No internet service,Month-to-month,No,Credit card (automatic),102.16,6432.47,No
7495-OOKFY,Male,0,No,Yes,13,No,No phone service,DSL,No,No,No,No internet service,No,Yes,Two year,Yes,Electronic check,87.18,2118.35,Yes
4667-QONEA,Female,1,Yes,No,17,No,No,No,No internet service,No,Yes,Yes,No internet service,No,One year,No,Credit card (automatic),52.72,1364.27,No
1658-BYGOY,Male,0,Yes,Yes,1,No,No phone service,No,Yes,No internet service,No internet service,No,Yes,No internet service,Two year,No,Electronic check,64.21,7432.95,Yes
8769-KKTPH,Female,1,Yes,Yes,42,Yes,No,DSL,No internet service,Yes,No internet service,No,Yes,No,One year,No,Mailed check,105.69,8456.13,No
5067-XJQFU,Female,0,No,No,25,Yes,Yes,Fiber optic,No,No internet service,No,No,No,No internet service,Two year,Yes,Credit card (automatic),57.62,2102.49,No
3957-SQXML,Female,0,Yes,Yes,53,Yes,Yes,No,No,Yes,Yes,No,No internet service,Yes,One year,Yes,Bank transfer (automatic),81.74,7748.1,No
5954-BDFSG,Male,1,No,No,54,Yes,No,Fiber optic,Yes,Yes,No internet service,Yes,No internet service,No internet service,One year,Yes,Electronic check,61.78,875.06,No
0434-CSFON,Male,1,Yes,No,33,Yes,No phone service,Fiber optic,Yes,No internet service,No,Yes,No,No internet service,One year,No,Electronic check,52.65,2622.51,No
1215-FIGMP,Male,0,No,No,71,Yes,No phone service,DSL,No internet service,Yes,Yes,Yes,Yes,No internet service,Two year,No,Mailed check,80.27,4098.87,No
0526-SXDJP,Female,0,No,Yes,24,Yes,No,Fiber optic,Yes,Yes,Yes,No internet service,No,No internet service,Month-to-month,No,Bank transfer (automatic),85.81,311.46,No
0557-ASKVU,Male,0,Yes,No,10,Yes,No,No,Yes,No,No internet service,No,Yes,Yes,Two year,No,Bank transfer (automatic),73.48,976.53,No
5698-BQJOH,Male,0,Yes,Yes,66,No,Yes,No,No internet service,No internet service,No,No internet service,Yes,No,Month-to-month,No,Credit card (automatic),52.78,8245.63,Yes
5122-CYFXA,Male,1,No,No,30,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No,No internet service,Yes,One year,No,Credit card (automatic),90.86,7768.17,No
8627-ZYGSZ,Female,0,Yes,No,12,Yes,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),66.55,5045.95,No
3410-YOQBQ,Female,0,No,No,23,Yes,Yes,Fiber optic,Yes,No internet service,Yes,Yes,No,No,Month-to-month,No,Electronic check,30.1,3050.01,No
3170-NMYVV,Female,0,Yes,No,5,Yes,Yes,Fiber optic,No,No internet service,Yes,Yes,No internet service,No internet service,Two year,Yes,Mailed check,64.92,2921.45,No
7410-OIEDU,Male,0,Yes,No,22,Yes,No,Fiber optic,Yes,No internet service,No internet service,No internet service,No,No internet service,Two year,No,Electronic check,103.49,3106.55,No
2273-QCKXA,Male,1,Yes,Yes,7,Yes,No,No,No,Yes,Yes,No,No,Yes,Month-to-month,No,Mailed check,71.83,4489.38,No
0731-EBJQB,Male,1,No,Yes,62,Yes,No,DSL,Yes,No internet service,Yes,Yes,Yes,No internet service,Month-to-month,No,Electronic check,38.43,5382.4,No
1891-QRQSA,Female,1,No,No,9,No,No,No,Yes,Yes,Yes,No internet service,No,No,Month-to-month,Yes,Mailed check,85.68,3944.06,No
8028-PNXHQ,Female,0,No,No,3,Yes,No,Fiber optic,No internet service,No internet service,No,No,No,No internet service,One year,Yes,Credit card (automatic),33.56,3378.24,No
5630-AHZIL,Male,0,No,No,59,No,Yes,DSL,No,Yes,No,No,No,No internet service,One year,No,Electronic check,84.26,4257.98,No
2673-CXQEU,Female,0,No,Yes,13,Yes,No,No,No internet service,No,No internet service,No internet service,No internet service,Yes,Two year,Yes,Bank transfer (automatic),18.75,3382.2,No
6416-JNVRK,Male,0,Yes,Yes,67,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Two year,No,Electronic check,84.28,8061.28,No
5590-ZSKRV,Female,1,Yes,Yes,32,No,No,Fiber optic,Yes,No,No,Yes,No internet service,Yes,Two year,No,Electronic check,34.06,4322.79,No
0191-ZHSKZ,Male,1,No,No,16,Yes,No phone service,No,Yes,No internet service,No internet service,Yes,Yes,No,Two year,Yes,Electronic check,20.76,1425.35,No
3887-PBQAO,Male,0,Yes,Yes,26,No,No,No,Yes,No,No,No,No,No,Two year,Yes,Mailed check,93.27,4265.08,No
5919-TMRGD,Female,1,No,No,67,No,No,No,Yes,No internet service,Yes,No,No,No internet service,Two year,No,Bank transfer (automatic),75.82,4595.3,Yes
8108-UXRQN,Male,0,Yes,Yes,59,No,No,No,Yes,Yes,No,No internet service,No internet service,No internet service,One year,Yes,Mailed check,70.28,2219.93,No
9191-MYQKX,Male,0,Yes,No,27,Yes,No phone service,No,No,Yes,No,No,No internet service,Yes,One year,Yes,Bank transfer (automatic),44.55,4447.76,Yes
9919-YLNNG,Male,1,No,Yes,42,No,Yes,DSL,No,No,No internet service,No,No internet service,No internet service,Month-to-month,No,Mailed check,27.85,1776.13,No
0318-ZOPWS,Male,0,No,Yes,67,No,Yes,Fiber optic,No,No internet service,No internet service,No,No,No internet service,Two year,No,Electronic check,36.08,6575.75,No
4445-ZJNMU,Male,0,Yes,Yes,23,No,No phone service,DSL,No,No,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,94.56,1417.67,No
4808-YNLEU,Female,1,Yes,No,65,No,No phone service,No,No,No,Yes,No internet service,No internet service,No,One year,No,Electronic check,101.98,4250.08,No
1862-QRWPE,Female,1,No,Yes,26,No,Yes,DSL,No,No internet service,No internet service,Yes,No,No,Month-to-month,Yes,Credit card (automatic),36.93,2589.94,No
2796-NNUFI,Female,0,No,No,53,Yes,No,DSL,Yes,No,Yes,No,Yes,No,One year,Yes,Mailed check,26.34,1510.73,No
3016-KSVCP,Female,1,Yes,No,40,Yes,No,DSL,No,No internet service,No,No,No internet service,Yes,One year,Yes,Electronic check,79.78,1008.81,No
4767-HZZHQ,Male,1,Yes,No,42,Yes,No,Fiber optic,No internet service,Yes,Yes,No,No internet service,No,Two year,Yes,Credit card (automatic),59.15,3323.89,No
2424-WVHPL,Female,0,Yes,No,0,No,No,DSL,No internet service,No,No,Yes,Yes,No internet service,One year,Yes,Bank transfer (automatic),82.49,6023.95,No
7233-PAHHL,Male,1,No,No,42,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),70.35,5145.84,No
6067-NGCEU,Male,0,No,No,37,No,Yes,No,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,56.05,4676.64,No
9848-JQJTX,Male,1,No,No,21,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),23.95,6958.54,No
8637-XJIVR,Male,1,No,Yes,61,Yes,No phone service,No,Yes,No,No internet service,Yes,No internet service,No internet service,Month-to-month,No,Mailed check,92.31,4030.9,Yes
9803-FTJCG,Male,1,Yes,No,58,No,No,DSL,No,Yes,No internet service,No,Yes,Yes,Two year,No,Electronic check,41.03,5397.58,No
0278-YXOOG,Male,1,No,Yes,26,Yes,No phone service,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,No,Mailed check,33.56,7842.16,Yes
3212-KXOCR,Male,1,Yes,No,31,No,No phone service,Fiber optic,Yes,No internet service,No,No,Yes,Yes,Two year,Yes,Mailed check,53.47,4751.46,No
4598-XLKNJ,Male,0,No,No,35,No,No phone service,No,No internet service,No,No,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),100.21,6637.7,Yes
6380-ARCEH,Female,0,Yes,Yes,4,Yes,No phone service,Fiber optic,No internet service,No,No,Yes,No internet service,No internet service,Month-to-month,Yes,Electronic check,114.3,4493.83,No
3679-XASPY,Male,1,Yes,No,20,Yes,No,DSL,No,No internet service,Yes,No internet service,Yes,No internet service,Two year,No,Mailed check,33.61,1241.1,No
7123-WQUHX,Male,0,No,No,37,No,No phone service,No,Yes,No,No,No internet service,No internet service,No,Two year,Yes,Bank transfer (automatic),116.29,2131.35,No
5386-THSLQ,Male,0,Yes,No,64,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,No internet service,No,Yes,Two year,No,Bank transfer (automatic),109.28,1903.89,No
3192-NQECA,Female,1,No,No,18,No,Yes,Fiber optic,No internet service,No internet service,Yes,No internet service,Yes,No,Month-to-month,Yes,Electronic check,26.64,2256.45,Yes
6180-YBIQI,Male,0,No,No,55,Yes,No phone service,No,Yes,No,Yes,No internet service,Yes,No internet service,Month-to-month,Yes,Electronic check,109.68,5477.62,No
6728-DKUCO,Female,1,Yes,Yes,7,No,No,DSL,Yes,Yes,No,Yes,No internet service,Yes,Two year,No,Bank transfer (automatic),52.65,822.27,No
9750-BOOHV,Female,1,No,No,72,Yes,No phone service,DSL,Yes,Yes,Yes,No,No,Yes,One year,No,Credit card (automatic),81.99,1841.21,No
8597-CWYHH,Female,1,No,No,19,No,Yes,Fiber optic,No internet service,No,No internet service,No internet service,No,Yes,Month-to-month,No,Credit card (automatic),51.41,3032.92,No
2848-YXSMW,Female,1,No,No,16,Yes,No phone service,DSL,Yes,No,Yes,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),53.16,1650.71,No
0486-HECZI,Male,0,No,No,38,Yes,Yes,DSL,Yes,No internet service,No internet service,No,No internet service,No,One year,Yes,Bank transfer (automatic),62.44,6189.29,Yes
4549-ZDQYY,Male,1,Yes,No,24,No,No phone service,Fiber optic,No,Yes,No internet service,No,No,Yes,Two year,No,Bank transfer (automatic),81.95,1124.01,No
5712-AHQNN,Female,1,No,Yes,21,No,No phone service,Fiber optic,No,No,No,No,No internet service,No,Month-to-month,No,Electronic check,29.74,3897.49,No
4846-WHAFZ,Male,1,Yes,Yes,62,No,Yes,No,No internet service,Yes,No internet service,No internet service,Yes,No internet service,One year,No,Mailed check,68.82,3058.68,Yes
5256-SKJGO,Male,1,No,No,5,No,Yes,No,No internet service,No,No,Yes,Yes,No internet service,Two year,No,Electronic check,50.62,3655.49,No
3071-VBYPO,Male,1,Yes,No,59,Yes,Yes,Fiber optic,No internet service,No,No,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),77.96,2354.81,No
9560-BBZXK,Female,0,Yes,Yes,10,No,No,No,Yes,No,Yes,Yes,No internet service,No internet service,One year,No,Mailed check,84.81,1783.32,No
5299-RULOA,Male,1,Yes,No,16,Yes,No phone service,DSL,No internet service,No,No,No internet service,No,No internet service,Two year,Yes,Mailed check,26.03,2930.55,Yes
8402-OOOHJ,Female,1,Yes,No,15,Yes,No phone service,Fiber optic,No internet service,No internet service,No,No internet service,Yes,No,Month-to-month,Yes,Mailed check,36.01,6280.2,No
9445-ZUEQE,Female,1,No,Yes,10,No,No,No,No internet service,No,No internet service,Yes,No,No,Two year,No,Electronic check,21.29,5335.76,No
1091-SOZGA,Male,1,Yes,No,64,No,No phone service,No,No,No internet service,No,No internet service,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),107.7,2472.83,No
2928-HLDBA,Female,1,No,No,26,No,Yes,Fiber optic,No,No internet service,No,Yes,No,No internet service,Two year,No,Credit card (automatic),89.01,2461.04,No
0404-SWRVG,Male,0,Yes,Yes,44,No,Yes,DSL,No internet service,Yes,No,Yes,No internet service,No internet service,One year,No,Electronic check,28.6,3493.18,Yes
6497-TILVL,Male,0,No,No,3,No,No,DSL,Yes,Yes,No,Yes,No,Yes,One year,No,Mailed check,85.5,2654.09,No
7219-TLZHO,Female,0,No,No,51,No,Yes,DSL,Yes,No internet service,No internet service,No,No internet service,Yes,One year,Yes,Electronic check,99.7,4150.8,No
4622-YNKIJ,Male,1,Yes,Yes,55,No,No phone service,DSL,No,Yes,No internet service,Yes,No internet service,Yes,Two year,No,Mailed check,61.03,2365.89,No
4412-YLTKF,Male,0,Yes,Yes,32,No,Yes,Fiber optic,No,No internet service,Yes,Yes,No,No,One year,No,Credit card (automatic),114.13,348.66,Yes
6734-PSBAW,Female,0,No,No,34,Yes,Yes,No,No,No internet service,Yes,No,No internet service,Yes,One year,Yes,Bank transfer (automatic),111.47,6995.3,No
3930-ZGWVE,Male,0,No,No,6,Yes,No,DSL,No,No,No internet service,No internet service,No,No,One year,Yes,Mailed check,42.65,6896.5,No
2639-UGMAZ,Male,1,Yes,No,55,Yes,Yes,DSL,Yes,No,No,No internet service,Yes,No,Two year,No,Bank transfer (automatic),60.83,2937.57,No
2876-GZYZC,Female,1,No,No,8,No,No,No,No,No,No,No internet service,Yes,No internet service,Two year,No,Bank transfer (automatic),110.97,8383.54,No
6207-WIOLX,Male,1,No,No,12,No,Yes,Fiber optic,No internet service,Yes,Yes,Yes,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),43.42,657.37,Yes
8587-XYZSF,Male,0,No,Yes,59,Yes,No phone service,No,Yes,No internet service,Yes,Yes,Yes,No internet service,One year,Yes,Electronic check,42.45,6483.67,No
3091-FYHKI,Female,1,No,No,5,No,No,No,No,Yes,Yes,No internet service,No,No internet service,One year,No,Bank transfer (automatic),93.15,4437.31,Yes
2372-HWUHI,Female,0,No,Yes,0,No,Yes,Fiber optic,No internet service,Yes,No,No,Yes,No internet service,Two year,No,Electronic check,107.78,6357.23,Yes
7799-LGRDP,Female,0,Yes,Yes,50,No,No phone service,Fiber optic,Yes,No,No,No internet service,Yes,No,One year,No,Credit card (automatic),72.41,446.22,No
7850-VWJUU,Male,0,No,Yes,5,No,No phone service,DSL,No,Yes,No,No internet service,Yes,Yes,Month-to-month,No,Mailed check,100.31,3770.18,No
3774-VBNXY,Female,1,No,Yes,50,No,Yes,No,No,No,Yes,Yes,No,No,One year,No,Mailed check,40.1,5277.56,No
6217-KDYWC,Female,0,No,No,11,Yes,No phone service,Fiber optic,No internet service,Yes,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),78.1,6379.64,No
0390-DCFDQ,Male,1,Yes,No,26,No,Yes,DSL,No internet service,No,No internet service,No,No,No,Two year,No,Credit card (automatic),28.66,3977.73,Yes
3146-MSEGF,Female,0,Yes,No,17,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),89.98,7746.67,No
4080-OGPJL,Female,1,No,Yes,50,No,No,DSL,No,No,No internet service,No internet service,No,Yes,Two year,Yes,Credit card (automatic),117.58,433.22,Yes
1095-WGNGG,Male,1,Yes,No,46,No,Yes,Fiber optic,No internet service,No internet service,No,No,No,No,One year,No,Bank transfer (automatic),22.46,6665.18,No
2636-SJDOU,Female,1,Yes,Yes,35,No,No phone service,No,Yes,No,Yes,No internet service,No,No internet service,Two year,No,Credit card (automatic),108.02,794.56,No
1131-QQZEB,Male,0,No,No,56,Yes,No,DSL,No,Yes,No,No,Yes,No internet service,One year,No,Bank transfer (automatic),37.06,7912.31,No
5716-EZXZN,Male,1,Yes,No,38,No,No,Fiber optic,No,Yes,No internet service,No,Yes,No,Month-to-month,Yes,Credit card (automatic),28.37,2746.17,No
6837-BJYDQ,Female,0,No,Yes,68,Yes,No,No,No internet service,No,No internet service,Yes,Yes,No internet service,One year,No,Mailed check,24.44,2523.63,No
2135-RXIHG,Male,0,Yes,No,46,No,Yes,DSL,Yes,No,Yes,Yes,No internet service,Yes,Month-to-month,No,Electronic check,116.96,3112.53,Yes
6440-DKQGE,Male,1,Yes,Yes,31,No,No phone service,No,No,Yes,Yes,No,No,No,Two year,No,Bank transfer (automatic),105.97,2423.81,No
3466-BYAVD,Male,1,Yes,No,19,Yes,No,DSL,No,No internet service,Yes,No,No,No,One year,No,Bank transfer (automatic),101.72,1039.1,No
3780-YVMFA,Female,0,No,Yes,25,Yes,No phone service,DSL,No internet service,No internet service,No,No internet service,Yes,No internet service,Two year,Yes,Bank transfer (automatic),78.95,7068.83,No
3874-EQOEP,Female,0,No,Yes,21,Yes,No,DSL,No internet service,No internet service,Yes,No internet service,No,Yes,One year,Yes,Credit card (automatic),106.17,7260.43,Yes
1679-JRFBR,Male,0,Yes,Yes,20,No,No phone service,No,Yes,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),102.82,2184.6,No
9073-ZZIAY,Female,1,No,No,71,No,Yes,No,No,No,No internet service,Yes,No internet service,No internet service,Month-to-month,No,Mailed check,59.85,3147.22,No
3077-RSNTJ,Male,1,No,No,10,Yes,No,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,49.34,7631.36,No
6551-GNYDG,Male,0,No,No,51,Yes,Yes,DSL,No internet service,Yes,No,No,Yes,No,One year,Yes,Electronic check,66.47,8640.84,No
9167-APMXZ,Male,1,Yes,No,67,No,Yes,Fiber optic,No,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,82.31,5567.52,No
2749-CTKAJ,Male,0,Yes,Yes,23,No,No phone service,DSL,Yes,No internet service,No,Yes,No internet service,Yes,Month-to-month,No,Electronic check,111.34,73.64,No
6371-NZYEG,Female,1,No,No,34,No,Yes,No,Yes,No internet service,No internet service,No,Yes,No internet service,Two year,No,Bank transfer (automatic),90.54,7676.38,No
7554-NEWDD,Female,0,Yes,No,24,Yes,No,No,No internet service,No internet service,Yes,No,Yes,No internet service,One year,No,Electronic check,99.57,4119.65,No
8992-VONJD,Female,1,Yes,No,45,No,No phone service,DSL,Yes,No internet service,No internet service,Yes,No internet service,No internet service,Two year,Yes,Mailed check,18.29,1495.84,No
0867-MKZVY,Male,1,No,Yes,36,No,No phone service,Fiber optic,Yes,No internet service,No internet service,No internet service,Yes,No internet service,Two year,Yes,Mailed check,93.03,402.52,Yes
4482-EWFMI,Female,1,No,No,52,No,Yes,DSL,Yes,Yes,Yes,Yes,No internet service,No,Two year,Yes,Bank transfer (automatic),52.32,4269.29,No
4648-YPBTM,Male,1,Yes,No,67,No,No phone service,No,No,No,No internet service,No,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),78.83,613.59,No
2907-ILJBN,Female,0,No,No,69,Yes,No,No,No internet service,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),46.08,5425.43,No
6345-FZOQH,Female,0,Yes,No,13,No,No,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),66.31,1096.88,No
3376-BMGFE,Female,1,Yes,Yes,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Yes,No,Month-to-month,Yes,Electronic check,63.06,5276.37,Yes
5997-OPVFA,Male,0,No,No,70,Yes,Yes,No,No internet service,No internet service,No internet service,No,No,No internet service,Two year,Yes,Credit card (automatic),43.12,2594.46,No
