type,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
white,6.4,1.01,1.27,2.9,0.17,19.0,102.0,1.01,3.35,0.35,10.46,7
white,8.71,1.19,0.12,27.67,0.56,231.0,93.62,0.99,3.22,0.48,10.5,8
white,7.12,0.42,0.3,6.7,0.07400000000000001,25.0,181.9,1.01,3.19,0.56,8.48,5
white,8.47,0.27,1.4,58.03,0.61,16.0,308.22,1.02,3.42,0.47,12.55,6
white,14.25,0.93,1.54,8.7,0.046,56.0,44.18,1.03,3.82,0.85,8.67,6
red,11.8,1.33,1.47,18.88,0.052000000000000005,192.13,146.0,1.04,3.64,1.53,14.26,6
white,10.08,0.28,1.11,47.43,0.24,32.0,141.0,1.01,3.38,1.74,12.68,6
white,14.98,1.1,0.4,59.73,0.047,163.86,343.65,1.02,3.25,0.49,8.07,6
red,9.77,1.18,0.36,22.04,0.45,56.74,114.0,0.99,3.91,0.71,12.3,7
white,13.62,0.09,0.62,14.73,0.044000000000000004,20.0,286.1,1.03,3.65,1.14,14.05,6
white,7.77,0.14,1.49,16.14,0.42,44.61,111.4,1.01,3.09,1.1,12.36,6
white,14.05,0.25,0.31,1.4,0.02,31.0,24.02,1.0,3.01,0.69,10.42,6
red,4.93,1.13,0.01,15.07,0.045,267.57,409.61,1.0,3.52,1.94,8.15,6
white,9.44,1.13,0.4,24.36,0.05,22.0,404.24,1.02,2.73,0.37,8.43,5
red,4.99,0.88,0.78,57.09,0.5,21.0,123.0,0.9905,3.67,1.34,12.8,5
red,7.58,1.44,0.23,41.11,0.17,161.0,363.92,1.02,3.98,0.84,14.17,5
white,11.38,0.33,0.52,32.71,0.45,128.17,138.0,1.02,3.13,0.28,11.58,6
white,7.56,1.27,1.3,64.59,0.02,158.9,149.0,1.03,3.11,1.22,12.81,5
red,7.28,0.38,1.36,42.49,0.59,46.67,269.57,1.0,3.62,0.68,8.6,5
red,6.7,0.28,1.22,62.37,0.2,63.0,262.2,0.9937,3.09,0.36,9.4,6
white,11.77,0.69,0.26,54.74,0.44,109.25,188.88,0.9937,3.82,0.8,9.5,6
red,4.39,0.19,1.33,35.51,0.6,237.51,145.98,1.0,3.13,1.47,9.8,6
white,6.6,0.99,1.59,22.66,0.42,62.27,272.11,0.9934,3.72,0.86,9.5,6
white,6.11,0.57,0.09,26.31,0.49,161.28,158.47,1.0,3.03,0.56,12.91,6
white,12.87,0.36,1.21,57.67,0.27,275.62,174.43,1.04,2.79,1.1,14.84,7
red,14.96,0.45,0.26,4.4,0.48,89.86,64.24,1.02,3.27,1.73,11.98,4
white,14.25,0.42,1.17,4.4,0.38,172.32,181.45,1.01,2.94,0.52,9.8,5
red,6.53,0.31,0.26,12.35,0.52,14.91,163.33,1.02,3.55,0.56,13.97,6
white,13.97,0.72,0.46,58.88,0.42,167.03,391.81,0.995,3.23,1.55,11.21,5
white,8.4,0.74,0.63,28.61,0.4,2.76,162.4,1.01,2.73,0.71,10.1,6
red,6.6,0.29,0.42,53.9,0.46,39.0,186.55,1.0,3.41,0.42,14.62,7
white,7.72,0.75,0.36,30.11,0.06,21.0,35.89,0.991,3.93,0.24,10.9,7
white,11.37,1.51,1.53,53.89,0.6,197.73,327.92,0.99,3.06,0.95,10.81,6
white,10.08,0.54,0.15,37.4,0.38,220.32,204.15,1.0,2.9,1.66,9.1,6
white,10.88,1.14,1.14,9.1,0.039,233.08,118.45,0.9908,3.64,0.45,11.0,6
red,7.2,0.33,0.41,37.46,0.22,188.89,119.33,1.03,3.71,0.9,8.62,6
white,6.53,0.71,0.69,27.75,0.08,50.0,133.98,0.9972,2.89,0.59,14.27,6
red,15.08,0.15,1.62,43.72,0.2,92.3,242.72,0.9931,3.81,0.39,10.2,6
white,11.78,0.2,0.98,36.74,0.37,3.83,111.0,1.0,3.93,0.51,8.79,6
white,11.3,0.68,0.76,4.9,0.092,76.17,404.22,1.03,3.37,0.46,8.86,6
white,6.0,0.45,0.97,43.71,0.2,209.9,401.0,1.02,3.3,1.41,10.0,6
red,11.66,0.47,0.07,30.22,0.22,17.0,87.03,1.03,3.51,0.36,14.14,5
red,13.91,0.82,0.98,60.85,0.13,229.85,292.47,0.9931,3.31,0.6,10.2,6
red,3.86,0.24,0.28,58.78,0.038,202.8,89.57,1.01,3.15,1.84,13.89,6
white,15.65,0.35,0.03,14.75,0.1,99.55,328.48,1.04,3.21,1.38,10.04,5
white,4.77,1.35,0.28,47.01,0.59,183.69,227.8,1.01,3.58,0.52,8.9,7
red,6.7,0.14,0.13,30.28,0.54,81.0,388.35,1.04,3.4,1.67,11.42,5
red,11.93,0.64,1.44,54.45,0.04,137.48,299.68,0.9926,3.54,0.32,10.78,8
white,15.37,1.52,0.05,18.46,0.41,123.86,215.95,0.9962,3.14,0.45,13.34,5
white,6.2,0.27,0.95,7.8,0.27,232.39,70.95,1.01,3.1,0.51,11.7,6
white,5.33,0.68,0.43,35.05,0.53,228.98,377.54,1.01,3.32,0.6,13.29,5
white,8.17,0.27,0.61,4.8,0.4,218.94,197.33,0.99,2.77,0.29,11.13,5
red,8.6,1.11,0.38,24.87,0.51,9.0,215.64,1.02,3.77,1.74,8.27,6
white,6.7,0.35,0.63,17.39,0.26,30.0,96.0,1.03,3.39,1.54,9.63,8
white,12.61,0.1,1.04,28.64,0.2,41.67,368.31,0.9962,2.73,0.29,8.71,5
red,14.17,0.79,0.36,64.35,0.46,54.85,282.57,1.02,3.31,1.7,9.76,7
white,9.95,0.32,0.02,1.3,0.44,20.0,69.0,0.9912,3.31,0.65,12.59,7
white,5.25,1.07,0.62,41.84,0.26,26.0,103.0,1.0,2.94,1.4,9.62,5
red,9.04,0.93,0.28,23.19,0.06,193.54,207.95,0.99,3.27,0.37,12.66,5
white,6.8,0.79,0.31,60.51,0.6,86.35,331.3,1.0,3.25,0.77,8.52,6
white,14.08,0.96,0.07,1.7,0.1,12.17,166.0,1.02,3.23,1.39,10.7,6
red,13.08,0.23,1.33,6.1,0.57,124.94,88.24,1.02,2.95,0.93,9.91,5
white,8.05,0.22,0.05,8.2,0.047,42.0,335.16,0.99,3.59,0.46,11.67,6
white,5.73,0.74,1.35,42.03,0.45,54.0,166.5,0.9974,3.37,0.45,9.55,5
red,10.29,1.2,1.2,34.38,0.15,129.6,381.47,0.9975,3.05,1.72,8.7,6
white,15.8,,1.32,32.39,0.49,55.0,156.0,1.04,3.98,0.28,11.34,6
red,6.4,0.25,0.93,13.3,0.06,146.54,410.11,1.03,3.22,0.27,12.7,6
white,7.1,0.69,0.33,41.05,0.58,165.42,155.0,0.9974,3.47,1.03,10.72,5
red,7.1,0.91,1.62,9.02,0.044000000000000004,52.0,322.65,1.03,3.18,1.43,10.01,6
white,8.54,0.39,0.64,55.71,0.044000000000000004,55.0,156.0,1.03,3.96,0.5,14.29,6
red,15.25,0.51,1.12,34.91,0.08,117.98,281.28,1.0,3.76,0.73,14.63,5
white,12.32,0.16,1.27,1.7,0.11,224.45,435.25,1.03,2.82,1.31,13.25,7
red,6.9,0.62,1.09,57.25,0.18,93.36,252.84,0.99,2.96,1.23,12.6,7
white,4.91,0.17,0.54,60.93,0.25,287.84,113.81,0.99,3.21,0.71,8.03,7
white,7.1,1.16,1.25,12.4,0.45,62.0,125.02,1.02,3.58,0.42,13.99,6
white,7.72,1.17,0.14,40.78,0.36,246.94,52.98,1.02,3.86,0.97,10.44,6
white,8.01,1.13,0.57,54.31,0.11,15.0,80.52,1.04,3.48,0.26,9.65,7
white,8.65,0.2,1.62,4.67,0.26,79.36,372.69,1.03,3.39,1.8,14.13,4
red,4.99,0.61,0.66,54.14,0.61,127.04,164.0,1.0,3.1,0.89,8.8,6
red,7.4,1.34,1.07,29.29,0.06,205.81,18.33,1.02,2.85,1.02,9.1,5
white,9.55,0.56,1.31,24.32,0.054000000000000006,214.31,24.24,0.9962,3.12,0.41,9.4,5
white,6.0,0.66,0.88,9.47,0.15,278.87,323.34,1.03,3.34,1.68,12.54,5
red,12.19,1.23,0.39,17.63,0.48,117.11,439.39,1.01,3.96,1.5,9.66,5
white,8.06,1.04,0.91,20.29,0.1,261.1,272.03,1.0,3.0,1.62,10.2,5
white,15.41,0.13,0.65,19.53,0.2,188.63,328.62,1.02,3.2,1.74,8.15,6
white,11.86,0.08,0.62,10.15,0.19,1.11,156.99,1.03,3.4,0.43,9.52,5
white,14.57,0.92,1.01,13.3,0.04,22.4,135.5,0.9990000000000001,3.16,0.59,9.52,6
white,12.33,1.12,0.86,60.24,0.57,130.06,78.42,0.9990000000000001,3.7,0.59,9.1,6
white,6.9,1.45,1.17,23.89,0.28,106.19,162.76,1.0,3.27,0.39,14.22,5
white,6.5,0.57,0.95,45.14,0.08199999999999999,130.43,196.32,0.9959,2.89,1.58,8.95,6
red,5.99,1.18,0.46,18.75,0.052000000000000005,231.51,411.05,0.99,3.04,0.52,8.9,5
red,5.05,0.61,0.5,23.4,0.29,151.71,195.0,0.9982,3.92,1.88,9.2,5
white,11.26,0.41,1.48,10.94,0.14,13.44,275.5,0.99,3.36,0.51,12.5,5
red,14.12,0.22,0.34,9.2,0.049,247.44,411.84,1.02,3.74,0.51,9.1,5
white,11.68,1.24,0.29,4.5,0.18,8.0,207.61,0.9940000000000001,3.95,0.99,9.66,4
white,14.07,0.44,0.9,7.91,0.040999999999999995,167.98,71.11,1.02,3.84,1.11,11.3,6
red,12.58,0.48,0.06,1.7,0.035,16.0,417.01,1.0,3.19,1.31,11.8,6
red,10.47,1.35,1.11,13.3,0.45,68.0,25.13,1.01,3.84,1.33,8.25,5
white,10.05,0.32,0.26,8.8,0.06,57.0,337.03,0.99,2.96,0.5,12.88,5
red,7.4,0.98,0.04,35.11,0.02,259.85,87.0,0.99,3.74,1.37,9.76,5
red,11.72,1.06,1.07,28.04,0.34,108.04,43.96,1.03,3.01,0.79,12.64,5
white,11.38,0.85,0.31,30.2,0.059000000000000004,31.0,210.23,0.9952,3.29,0.46,10.55,5
red,9.57,0.19,0.2,5.0,0.13,107.34,146.0,1.03,3.18,0.29,10.61,6
white,15.84,0.13,0.05,1.6,0.27,6.13,158.0,1.02,3.21,0.36,8.48,6
red,4.05,0.16,0.43,46.2,0.026000000000000002,257.32,407.64,0.9912,3.67,1.58,14.41,6
white,4.43,0.36,1.13,30.94,0.08,29.0,38.23,0.9940000000000001,3.14,0.65,12.54,5
red,11.77,1.37,1.38,8.5,0.53,172.11,203.0,1.02,3.56,1.03,9.7,7
white,6.3,1.25,1.25,2.8,0.15,31.77,179.0,1.04,3.02,0.65,11.5,7
white,10.32,0.96,1.61,11.51,0.37,198.03,184.0,0.9924,3.31,0.46,14.45,6
white,5.7,0.59,0.76,2.19,0.22,7.0,318.78,0.99,3.21,1.81,10.23,5
white,11.47,1.11,0.13,7.6,0.13,67.83,206.4,0.9958,2.9,0.97,13.31,7
white,9.55,1.42,0.58,20.31,0.4,158.31,239.08,1.01,3.82,1.28,9.0,5
white,11.77,0.24,1.25,15.8,0.48,46.0,76.37,0.9982,3.24,1.75,11.05,5
white,12.91,1.42,1.35,11.27,0.24,148.3,91.27,1.02,3.46,1.88,10.51,5
white,5.56,0.23,0.31,33.09,0.53,275.16,118.08,1.03,3.26,0.56,9.74,5
white,9.42,0.4,0.26,19.03,0.32,45.56,250.74,0.992,3.35,0.89,10.24,6
white,8.86,0.37,0.67,10.5,0.54,121.55,392.02,1.0,3.22,1.46,8.7,5
red,6.8,0.75,0.54,51.39,0.23,39.1,199.4,0.9917,3.43,0.86,10.56,7
white,8.1,1.01,1.19,55.2,0.028999999999999998,200.18,255.55,0.9923,,0.52,11.8,6
red,14.61,1.22,0.34,42.15,0.3,221.32,237.73,0.9927,3.07,0.92,14.29,5
white,7.1,1.02,0.9,37.93,0.41,156.85,40.16,1.03,2.86,1.44,11.19,5
red,7.9,0.1,0.35,1.2,0.43,169.45,188.01,1.03,3.67,0.64,10.8,6
white,6.16,0.21,1.52,24.0,0.47,5.82,99.0,1.04,3.18,0.89,13.18,6
red,8.1,0.26,0.4,28.29,0.03,228.68,280.45,1.03,3.19,0.94,8.57,6
white,6.3,0.5,1.26,52.07,0.42,54.4,201.86,1.03,3.0,0.78,9.53,6
white,9.85,0.41,0.48,23.46,0.12,246.2,366.91,0.9918,3.92,0.9,10.1,6
red,12.43,0.86,0.74,31.06,0.29,162.5,245.9,1.0,3.38,1.85,9.0,4
white,8.05,0.21,0.5,15.5,0.18,247.91,192.41,1.02,2.84,1.04,12.73,7
red,12.36,1.21,0.64,16.73,0.054000000000000006,15.39,116.0,1.03,3.39,1.94,10.91,6
red,15.46,1.02,0.43,39.68,0.04,52.86,244.92,1.0,3.04,1.48,10.38,7
white,10.91,0.19,1.33,64.77,0.45,182.14,135.0,0.99,3.36,0.43,10.5,6
white,9.56,0.62,1.08,4.1,0.58,23.0,116.0,1.01,2.99,1.33,12.39,6
red,8.61,0.18,0.41,35.12,0.2,41.0,97.0,1.03,3.97,1.93,14.8,5
red,5.92,1.02,0.4,12.76,0.02,12.0,152.43,1.0,3.61,1.19,9.7,6
red,4.29,1.23,1.17,14.0,0.3,200.0,274.08,1.04,2.89,0.86,12.43,6
red,7.4,0.83,0.97,41.27,0.066,230.69,64.51,0.99,2.89,0.95,9.48,6
red,5.72,0.62,0.24,1.5,0.28,103.01,124.0,1.03,3.29,0.8,9.38,7
red,10.0,0.62,1.05,14.88,0.56,115.21,110.4,1.03,3.06,1.37,13.63,8
white,5.22,0.26,1.31,10.96,0.22,70.19,119.0,1.03,3.84,1.65,12.91,8
red,11.9,0.95,0.24,57.2,0.036000000000000004,208.79,406.58,1.01,3.3,0.28,14.73,7
white,6.4,0.38,1.6,9.61,0.34,10.81,129.75,1.0,2.78,2.0,9.55,5
white,6.3,1.29,0.19,7.23,0.2,14.0,85.0,1.01,3.11,1.28,9.04,5
white,12.67,0.24,0.42,62.92,0.57,203.85,128.51,1.02,3.95,1.17,11.67,6
red,13.57,0.27,0.36,13.1,0.14,281.38,414.39,1.02,3.95,0.5,12.89,5
red,6.57,0.2,0.36,52.27,0.051,261.13,57.37,1.04,3.16,0.49,11.95,5
red,5.5,1.52,0.46,57.74,0.048,273.6,151.29,0.9974,3.18,0.74,9.6,6
white,12.05,1.41,1.02,2.4,0.28,258.84,309.98,1.02,3.02,1.73,10.32,7
white,11.64,0.29,1.32,8.95,0.47,74.58,53.35,0.9968,3.08,0.54,14.64,5
red,13.92,0.89,0.21,24.89,0.034,149.11,177.3,0.9958,3.67,0.96,14.69,5
white,15.86,0.5,0.53,1.5,0.066,37.39,133.0,1.03,2.8,0.82,12.7,6
red,9.24,0.51,0.83,53.14,0.045,186.11,96.0,1.01,3.27,1.88,11.0,6
red,15.7,0.13,1.14,55.36,0.56,16.17,61.63,1.03,2.88,1.28,9.66,4
white,5.1,0.13,1.39,27.45,0.33,31.0,198.01,1.03,3.17,0.33,11.5,7
red,4.25,0.42,0.44,5.9,0.051,82.74,113.99,0.99,3.09,1.86,9.69,5
red,15.21,0.13,1.35,4.02,0.45,281.42,202.49,0.9927,2.8,0.27,12.29,6
white,9.0,0.3,0.09,5.1,0.31,198.6,89.33,0.991,3.03,0.51,14.45,4
white,5.9,0.23,1.56,40.22,0.36,57.0,419.21,0.99,2.94,1.71,13.53,5
red,5.06,0.93,0.07,39.58,0.17,254.29,430.29,0.9931,3.92,1.46,8.7,4
white,3.88,0.25,0.52,0.91,0.23,272.94,237.73,1.01,3.19,1.09,9.2,6
white,5.65,0.9,1.13,49.3,0.048,250.34,55.84,0.99,3.19,0.8,11.22,6
white,7.1,0.34,0.69,54.78,0.4,288.19,183.0,1.04,3.74,0.43,8.74,5
red,6.8,1.06,1.18,22.0,0.58,251.94,279.6,1.01,3.33,1.22,9.94,5
white,6.9,1.21,1.62,54.86,0.2,64.0,246.13,1.02,3.18,0.58,14.73,6
white,6.49,1.19,0.56,11.9,0.43,214.36,9.95,0.997,2.84,1.49,12.02,5
red,7.01,0.29,0.02,23.03,0.38,246.7,287.53,1.04,3.47,1.03,9.3,5
white,14.52,1.19,0.47,37.4,0.19,15.52,284.14,1.02,3.56,1.33,9.65,6
red,12.98,0.3,0.23,4.2,0.38,151.27,229.91,1.01,3.55,0.5,13.59,5
white,12.76,1.33,0.35,31.64,0.28,224.75,123.08,0.9906,3.26,0.85,12.7,8
red,6.53,0.8,0.87,42.06,0.05,54.0,298.64,0.99,3.46,0.63,10.86,4
white,6.8,1.34,0.57,5.81,0.052000000000000005,239.32,344.34,1.04,3.62,0.41,10.2,6
white,9.98,0.89,0.41,61.01,0.27,191.21,427.82,1.04,3.82,0.24,11.32,5
red,9.43,0.38,1.46,2.54,0.5,119.78,123.0,0.99,2.8,0.51,12.27,6
white,8.45,0.15,1.2,56.09,0.055,34.0,125.0,1.04,3.36,0.94,12.77,5
white,4.11,0.85,1.14,54.88,0.58,75.0,181.0,0.99,3.33,1.45,12.2,5
red,12.05,0.45,1.48,3.5,0.54,156.73,277.72,1.03,2.76,1.95,8.27,6
white,9.43,0.44,1.03,15.73,0.19,19.34,105.89,1.0,3.7,1.87,14.1,5
white,11.11,1.07,1.26,44.98,0.13,30.83,427.56,1.04,3.56,1.42,8.9,5
red,5.79,0.32,0.82,62.97,0.09,119.28,43.17,0.99,3.93,1.64,8.8,5
white,8.01,1.22,1.21,12.54,0.59,271.22,438.92,1.0,3.13,0.82,12.14,5
white,8.3,0.43,0.87,62.77,0.049,179.78,310.98,1.0,3.05,0.5,9.3,5
white,7.1,0.94,1.16,23.6,0.28,249.94,248.78,1.02,3.3,0.49,13.21,5
white,3.86,0.95,0.99,13.2,0.3,119.51,236.0,1.04,3.1,0.47,10.5,5
red,7.3,0.46,0.34,13.9,0.09,23.63,63.33,0.99,3.33,0.53,12.29,6
white,3.94,1.07,0.61,60.44,0.053,128.38,230.48,1.04,3.05,0.5,14.83,4
white,6.4,0.15,1.42,11.6,0.08,231.26,362.99,0.99,3.15,1.32,11.96,5
white,9.51,1.47,0.13,36.17,0.045,157.74,126.0,1.03,3.87,0.49,11.77,5
red,6.53,1.41,1.17,22.16,0.52,20.0,217.05,0.99,2.99,1.85,11.48,4
white,13.42,0.37,0.33,6.21,0.08,83.57,429.77,1.0,3.06,1.82,11.59,5
white,8.48,1.43,1.5,12.97,0.52,23.0,81.45,0.993,3.74,0.44,9.5,6
white,9.91,1.42,0.94,13.31,0.53,79.33,322.8,1.02,3.31,0.34,8.64,5
white,13.34,1.09,1.31,21.42,0.038,35.0,240.99,1.03,4.01,1.78,11.2,7
red,12.39,0.89,0.32,8.3,0.21,38.0,403.56,1.02,3.41,1.78,13.34,5
red,14.77,1.33,1.18,41.02,0.15,284.07,428.91,1.02,3.44,1.88,9.7,6
red,7.43,1.42,0.43,1.4,0.5,35.0,336.9,1.01,3.31,1.04,11.1,7
white,5.88,0.93,1.6,9.2,0.044000000000000004,129.64,186.34,1.0,2.97,1.97,9.4,5
white,10.37,0.27,0.39,45.5,0.12,45.0,123.95,1.0,3.91,1.19,11.0,5
white,5.8,0.97,0.41,65.57,0.044000000000000004,59.6,213.39,1.0,3.44,1.69,9.4,5
white,12.01,0.35,1.25,31.29,0.5,60.0,204.99,1.01,3.83,0.44,9.4,5
white,7.5,1.46,1.51,21.3,0.3,57.49,409.81,0.9938,3.54,1.47,8.83,5
red,13.75,0.62,0.28,59.21,0.5,61.33,150.31,0.9939,3.37,1.63,13.21,5
white,9.83,0.17,0.59,46.08,0.33,28.24,162.27,1.04,3.49,1.25,12.84,6
white,9.79,0.51,0.25,22.38,0.39,61.53,44.73,0.99,3.64,1.19,11.1,7
red,6.5,0.96,0.6,54.38,0.38,221.62,144.0,1.01,3.42,0.39,9.1,6
white,6.3,0.56,0.61,14.29,0.4,133.13,200.68,1.02,3.02,0.22,12.29,6
white,13.84,0.24,1.13,17.8,0.42,39.0,334.45,1.01,3.97,0.88,8.7,5
red,5.08,0.17,1.39,50.07,0.048,78.12,200.0,1.03,3.96,0.8,12.73,6
white,10.26,0.31,0.57,38.07,0.49,129.84,165.86,1.01,3.69,0.5,13.43,6
white,5.21,0.17,0.75,2.4,0.51,110.11,144.0,1.03,3.1,1.58,11.62,6
white,10.93,0.98,0.41,39.82,0.4,5.55,314.41,1.02,3.99,1.73,13.56,5
white,8.32,1.2,0.08,51.16,0.33,26.0,50.79,0.99,3.37,0.46,11.65,4
white,4.71,0.28,1.48,49.18,0.02,227.15,194.0,1.01,3.34,1.85,12.67,6
white,11.73,1.26,0.39,59.44,0.29,59.6,397.96,1.03,3.74,0.54,9.5,6
white,14.03,1.48,0.6,55.62,0.057999999999999996,100.04,129.39,1.04,2.75,0.62,8.61,6
red,12.16,0.12,0.99,34.64,0.48,274.27,273.14,1.01,3.09,1.28,9.0,6
red,5.05,0.28,1.29,14.3,0.057999999999999996,150.84,186.76,1.01,3.19,1.61,8.78,6
white,4.09,0.23,0.38,40.08,0.34,28.8,194.0,0.99,3.09,1.51,11.14,6
red,13.22,1.29,0.2,13.2,0.044000000000000004,218.85,398.43,0.99,3.19,1.82,10.81,6
red,14.89,0.85,1.01,22.09,0.31,40.0,120.0,1.01,3.95,0.35,13.05,7
red,5.69,0.25,0.21,29.52,0.47,137.35,287.61,0.99,2.83,0.78,9.6,6
red,8.71,1.24,0.13,44.97,0.08,49.0,418.75,0.9985,2.76,1.39,9.31,5
white,8.54,0.96,1.58,7.8,0.59,1.92,91.44,1.02,3.68,0.5,11.82,5
red,7.1,0.18,0.37,36.73,0.026000000000000002,107.13,100.0,1.03,3.54,0.38,11.4,7
white,14.89,0.62,0.34,24.74,0.047,71.02,75.87,0.9934,3.45,0.58,8.28,6
red,6.74,0.91,0.56,11.17,0.23,205.8,271.24,1.02,3.26,1.13,8.94,5
white,10.73,0.18,0.41,15.62,0.49,239.76,429.08,1.02,3.7,1.92,9.07,6
red,13.32,1.11,1.07,5.68,0.12,26.0,139.0,1.01,2.78,0.61,8.96,7
white,13.94,0.65,0.01,1.4,0.26,36.94,77.0,1.0,3.86,0.36,13.61,7
white,13.13,0.36,1.13,1.4,0.18,12.0,80.56,1.01,3.25,1.31,11.91,7
white,13.66,1.06,0.14,18.74,0.04,8.19,181.68,1.03,3.38,0.45,12.24,5
red,11.88,0.42,1.21,32.51,0.28,60.6,325.52,1.04,3.72,0.69,11.71,4
white,9.44,0.26,1.0,14.76,0.18,163.46,258.1,1.03,3.53,0.29,14.87,3
white,14.62,0.31,0.56,25.78,0.47,183.26,30.57,1.0,3.57,0.85,8.7,5
white,8.51,0.09,0.63,1.39,0.05,261.63,343.1,1.03,3.53,0.43,13.11,3
white,5.8,0.3,0.64,1.5,0.05,163.23,374.45,0.9932,3.21,0.93,9.3,6
red,4.95,0.26,0.02,8.09,0.47,150.62,79.85,0.99,3.32,0.63,9.6,8
red,11.69,1.45,0.82,11.62,0.035,8.0,290.65,1.02,3.27,0.41,9.82,7
red,3.92,0.22,1.33,24.86,0.31,8.0,97.0,1.03,3.73,0.41,10.79,7
red,14.69,0.51,0.39,10.15,0.53,166.77,118.0,1.01,3.97,0.5,12.22,6
white,9.9,1.26,0.83,0.9,0.31,210.63,27.04,0.9904,3.28,0.28,13.32,4
white,4.88,0.74,0.46,35.59,0.11,77.74,238.17,0.9939,3.89,0.41,10.2,6
white,6.9,0.82,0.4,3.5,0.42,78.1,389.39,1.0,2.93,0.47,8.9,5
red,10.7,1.15,0.4,54.9,0.2,221.69,246.55,0.9944,3.07,0.33,12.65,5
white,7.2,0.47,0.87,20.53,0.51,280.35,415.28,0.9977,2.86,1.81,9.22,6
red,14.19,0.51,0.21,35.75,0.37,146.39,41.92,1.04,2.83,0.98,10.6,6
white,6.97,0.81,0.14,60.78,0.043,33.33,156.0,0.9996,2.93,0.89,8.33,5
white,6.78,1.45,0.23,42.92,0.26,118.06,432.49,1.01,3.27,0.72,10.61,6
white,3.85,1.44,1.44,6.9,0.27,2.07,381.89,0.9944,2.89,0.57,9.55,5
white,14.9,0.54,,46.61,0.55,258.08,202.48,1.04,3.02,1.96,14.33,6
white,7.32,1.29,0.96,45.07,0.09,24.54,425.95,1.03,3.34,1.0,9.82,6
red,6.69,0.32,0.2,51.3,0.17,32.0,180.0,0.9965,3.47,0.51,11.6,6
red,12.77,0.44,0.07,30.3,0.18,148.71,147.0,1.04,3.69,1.73,14.81,5
white,12.02,0.7,0.86,13.1,0.12,158.37,66.73,0.99,3.8,0.45,13.41,5
red,6.6,0.71,0.45,36.48,0.49,276.37,387.32,0.9949,3.24,1.8,13.5,5
red,15.19,0.48,1.42,10.7,0.19,124.65,217.95,1.01,3.05,0.69,9.5,5
white,6.09,1.36,1.38,8.9,0.27,200.55,46.41,1.04,3.52,1.61,10.72,6
white,8.65,0.71,1.44,9.36,0.044000000000000004,50.0,166.0,0.9954,3.14,1.34,11.55,6
red,7.7,1.4,1.04,1.91,0.22,187.03,60.0,1.0,3.01,1.48,14.66,5
white,5.27,1.27,1.45,1.2,0.23,184.7,67.0,1.0,3.05,0.47,8.38,4
white,7.0,0.37,0.74,45.97,0.44,244.18,105.0,0.9916,3.17,1.51,12.4,7
red,14.13,0.5,0.36,28.37,0.32,26.64,248.84,0.99,3.46,0.42,12.6,8
white,6.1,0.15,0.58,8.23,0.37,36.0,146.16,0.99,3.91,1.87,12.3,8
white,6.8,0.12,0.3,58.49,0.047,111.82,244.91,1.0,3.01,0.65,8.2,4
white,10.04,0.67,0.3,9.15,0.054000000000000006,125.32,98.31,1.02,2.99,0.49,9.3,5
