workclass_num,education.num,marital_num,race_num,sex_num,rel_num,capital.gain,capital.loss,workclass,fnlwgt,education,marital.status,occupation,relationship,race,sex,hours.per.week,native.country,income,age,over50K
0,11,0,0,1,1,0,2603,Private,34310,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,21,0
6,2,4,0,1,0,46629,2603,Private,228696,1st-4th,Married-civ-spouse,Craft-repair,Not-in-family,White,Male,32,Mexico,<=50K,33,0
0,3,0,0,1,1,0,3028,Private,122066,5th-6th,Married-civ-spouse,Other-service,Husband,White,Male,40,Greece,<=50K,49,0
4,4,3,1,1,0,0,373,Self-emp-inc,107164,10th,Never-married,Transport-moving,Not-in-family,White,Male,50,United-States,>50K,37,1
0,6,3,0,1,0,0,172,Private,175360,10th,Never-married,Prof-specialty,Not-in-family,White,Male,90,United-States,>50K,38,1
0,10,2,0,1,0,0,2559,Private,44064,Some-college,Separated,Other-service,Not-in-family,White,Male,40,United-States,>50K,23,1
4,6,0,0,0,0,56136,2559,Self-emp-inc,107287,10th,Widowed,Exec-managerial,Unmarried,White,Female,50,United-States,>50K,59,1
0,15,1,0,1,0,0,2559,Private,198863,Prof-school,Divorced,Exec-managerial,Not-in-family,White,Male,60,United-States,>50K,52,1
0,3,1,0,1,0,0,2559,Private,123011,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Male,50,United-States,>50K,51,1
3,12,3,1,1,0,0,688,Self-emp-not-inc,205246,HS-grad,Never-married,Exec-managerial,Not-in-family,Black,Male,50,United-States,>50K,60,1
2,2,1,0,0,0,89054,94,Federal-gov,39181,Doctorate,Divorced,Exec-managerial,Not-in-family,White,Female,60,United-States,>50K,63,1
0,9,3,1,0,0,0,733,Private,149650,HS-grad,Never-married,Sales,Not-in-family,White,Male,48,United-States,>50K,53,1
4,15,3,2,0,0,0,2378,Private,197163,Prof-school,Never-married,Prof-specialty,Not-in-family,White,Female,50,United-States,>50K,51,1
3,16,3,0,0,0,0,2559,Self-emp-not-inc,137527,Doctorate,Never-married,Prof-specialty,Not-in-family,White,Female,60,United-States,>50K,37,1
0,1,1,2,1,0,0,2559,Private,161691,Masters,Divorced,Prof-specialty,Not-in-family,White,Female,40,United-States,>50K,54,1
4,1,2,0,1,0,0,2547,Private,326232,Bachelors,Divorced,Exec-managerial,Unmarried,White,Male,50,United-States,>50K,44,1
5,14,1,1,0,0,33984,2547,Private,115806,Masters,Divorced,Exec-managerial,Unmarried,White,Female,40,United-States,>50K,43,1
0,10,1,0,0,0,0,2547,Private,115066,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,>50K,51,1
0,7,1,0,0,0,26072,2547,Private,289669,Masters,Divorced,Prof-specialty,Unmarried,White,Female,40,United-States,>50K,43,1
0,13,5,0,0,0,0,2472,Private,121253,Bachelors,Married-spouse-absent,Sales,Unmarried,White,Female,70,United-States,>50K,48,1
0,9,4,0,1,1,75632,2467,Private,110380,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,52,United-States,<=50K,71,0
0,15,4,2,1,1,0,2457,Self-emp-not-inc,233882,HS-grad,Married-civ-spouse,Farming-fishing,Husband,Asian-Pac-Islander,Male,40,Vietnam,<=50K,73,0
4,15,3,2,1,0,58074,2444,Self-emp-not-inc,335549,Prof-school,Never-married,Prof-specialty,Not-in-family,White,Male,45,United-States,>50K,40,1
5,9,2,0,1,0,0,2444,Private,237729,HS-grad,Widowed,Sales,Not-in-family,White,Female,72,United-States,>50K,50,1
1,15,1,0,0,1,40363,2935,State-gov,68898,Assoc-voc,Divorced,Tech-support,Not-in-family,White,Male,39,United-States,>50K,51,1
0,3,3,2,0,1,0,2444,Private,107276,Some-college,Never-married,Exec-managerial,Not-in-family,White,Female,40,United-States,>50K,42,1
0,14,3,0,1,0,0,3542,Private,141584,Masters,Never-married,Sales,Not-in-family,White,Male,45,United-States,>50K,39,1
3,12,3,0,1,0,0,2444,Private,207668,Bachelors,Never-married,Exec-managerial,Other-relative,White,Male,50,United-States,>50K,32,1
0,4,2,0,1,0,0,2444,Private,313243,Some-college,Separated,Craft-repair,Not-in-family,White,Male,45,United-States,>50K,53,1
5,10,3,0,0,0,0,1994,Local-gov,147372,Some-college,Never-married,Protective-serv,Not-in-family,White,Male,40,United-States,>50K,40,1
0,13,3,0,0,0,0,232,Private,237608,Bachelors,Never-married,Sales,Not-in-family,White,Female,45,United-States,>50K,38,1
0,11,2,4,1,0,0,2444,Private,194901,Assoc-voc,Separated,Craft-repair,Not-in-family,White,Male,42,United-States,>50K,33,1
0,12,1,1,1,0,0,2444,Private,155106,Assoc-acdm,Divorced,Craft-repair,Not-in-family,White,Male,70,United-States,>50K,43,1
4,7,3,0,1,0,0,2444,Self-emp-inc,121441,11th,Never-married,Exec-managerial,Other-relative,White,Male,40,United-States,>50K,50,1
0,10,4,0,0,1,0,2415,Private,162028,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,Female,6,United-States,>50K,44,1
1,13,1,2,0,1,0,2415,Self-emp-not-inc,160724,Bachelors,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,40,China,>50K,51,1
4,16,4,0,1,1,0,2415,Private,132222,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K,41,1
4,5,4,2,1,1,20702,2415,Self-emp-inc,226355,Assoc-voc,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,70,?,>50K,60,1
0,5,0,3,1,1,0,2415,Private,329980,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,>50K,37,1
4,15,4,0,0,1,0,2415,Self-emp-inc,124137,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,35,Greece,>50K,55,1
3,13,4,2,1,1,0,2415,Self-emp-inc,329980,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,60,United-States,>50K,39,1
4,15,4,2,1,1,0,146,Self-emp-inc,187702,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,United-States,>50K,42,1
5,13,1,0,1,0,0,2415,Private,199029,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,55,United-States,>50K,49,1
6,9,4,0,1,1,63175,2225,Self-emp-not-inc,145290,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,>50K,47,1
5,11,4,2,0,1,36352,2415,Local-gov,297248,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,United-States,>50K,41,1
4,3,4,0,1,1,0,1330,Self-emp-inc,227856,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,>50K,55,1
0,14,4,0,0,1,0,866,Private,179731,Masters,Married-civ-spouse,Exec-managerial,Wife,White,Female,65,United-States,>50K,39,1
0,13,4,3,1,1,0,2415,Private,154374,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,>50K,42,1
0,14,4,0,1,1,0,780,Private,326857,Masters,Married-civ-spouse,Sales,Husband,White,Male,65,United-States,>50K,46,1
0,3,0,0,1,1,62040,2415,Private,160369,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,>50K,40,1
0,13,4,3,1,1,0,614,Private,396745,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,48,United-States,>50K,32,1
4,12,4,0,1,1,0,2415,Self-emp-inc,151089,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,United-States,>50K,41,1
4,15,3,0,0,1,0,2415,Self-emp-inc,336188,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,80,United-States,>50K,60,1
0,8,4,4,0,0,130,2415,Private,279015,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,70,Taiwan,>50K,31,1
6,2,2,1,1,1,0,671,Self-emp-not-inc,43221,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,United-States,>50K,58,1
4,13,4,3,0,1,31507,2415,Self-emp-inc,30529,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,>50K,37,1
3,13,4,0,1,1,0,2415,Self-emp-not-inc,201742,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,>50K,44,1
3,15,4,0,1,1,0,2415,Self-emp-not-inc,218490,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,?,>50K,39,1
2,15,4,2,1,1,0,1273,Federal-gov,156996,Prof-school,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,55,?,>50K,43,1
0,13,4,0,1,1,0,737,Self-emp-inc,298449,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,>50K,55,1
4,14,4,3,0,1,0,2415,Self-emp-inc,191712,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,55,United-States,>50K,44,1
1,15,4,2,1,1,72419,2415,Private,198654,Prof-school,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,67,India,>50K,39,1
3,5,4,0,1,1,0,2415,Self-emp-not-inc,102308,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,>50K,46,1
0,4,4,0,1,1,0,2415,Private,348521,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,99,United-States,>50K,39,1
4,13,4,1,1,1,0,2415,Self-emp-inc,56248,Bachelors,Married-civ-spouse,Farming-fishing,Husband,White,Male,60,United-States,>50K,62,1
3,9,4,0,1,1,0,3112,Self-emp-not-inc,252752,HS-grad,Married-civ-spouse,Other-service,Wife,White,Female,40,United-States,>50K,31,1
4,13,4,2,1,1,0,2415,Private,192963,Bachelors,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,35,Philippines,>50K,46,1
3,15,4,0,1,1,0,2415,Self-emp-not-inc,198759,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,80,United-States,>50K,46,1
4,11,4,1,1,1,0,2415,Self-emp-inc,143123,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K,39,1
0,15,4,0,1,1,69874,2415,Private,237713,Prof-school,Married-civ-spouse,Sales,Husband,White,Male,99,United-States,>50K,39,1
0,7,4,3,0,1,32516,2415,Private,81929,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,United-States,>50K,59,1
4,15,4,0,1,1,74254,2415,Self-emp-inc,167793,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,United-States,>50K,50,1
1,3,4,0,1,1,0,2415,Private,456062,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,55,United-States,>50K,46,1
3,13,4,0,1,1,79087,4272,Self-emp-not-inc,105478,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K,53,1
2,15,4,2,1,0,0,4048,Self-emp-not-inc,42402,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,30,United-States,>50K,50,1
4,15,3,0,0,1,0,2415,Self-emp-inc,114580,Prof-school,Married-civ-spouse,Exec-managerial,Wife,White,Female,55,United-States,>50K,41,1
1,13,2,1,1,1,0,2415,Private,346478,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,45,United-States,>50K,36,1
1,15,4,0,1,1,66972,2415,Private,187870,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,90,United-States,>50K,38,1
0,13,5,4,1,1,0,622,Private,35576,Some-college,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,>50K,54,1
0,13,0,0,0,1,0,3943,Private,102346,Bachelors,Married-civ-spouse,Exec-managerial,Wife,White,Female,20,United-States,>50K,50,1
4,13,4,0,1,1,0,2415,Private,148995,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,>50K,47,1
2,15,4,0,1,1,0,1212,Self-emp-inc,102308,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,United-States,>50K,47,1
0,13,0,3,1,1,82921,2392,Private,105252,Bachelors,Widowed,Exec-managerial,Not-in-family,White,Male,40,United-States,>50K,67,1
4,13,4,0,1,1,0,2862,Self-emp-inc,106175,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,75,United-States,>50K,67,1
3,16,4,0,1,1,0,3218,Self-emp-not-inc,52138,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,25,United-States,>50K,72,1
4,9,4,0,1,0,0,4247,Self-emp-inc,191978,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,>50K,46,1
4,14,4,0,1,1,0,2560,Self-emp-inc,188044,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K,78,1
3,3,4,0,1,1,0,2392,Self-emp-inc,66624,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,>50K,71,1
4,13,4,0,1,0,0,389,Self-emp-inc,153183,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,United-States,>50K,83,1
0,1,5,0,1,0,28228,1507,Private,211287,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K,68,1
0,14,2,3,1,1,0,32,Private,181655,Assoc-voc,Married-civ-spouse,Adm-clerical,Husband,White,Male,45,United-States,<=50K,26,0
1,6,4,0,1,0,24864,2377,State-gov,235882,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,United-States,>50K,68,1
3,9,4,0,0,1,0,2377,Self-emp-inc,158685,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,>50K,49,1
5,9,4,0,1,1,0,3556,Private,370767,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,United-States,<=50K,36,0
3,10,4,0,1,1,0,2377,Self-emp-not-inc,155141,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,12,United-States,>50K,70,1
3,10,3,1,1,1,0,2377,Private,156516,Some-college,Married-civ-spouse,Adm-clerical,Wife,Black,Female,20,United-States,<=50K,27,0
5,10,4,2,1,1,0,2377,Local-gov,177305,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,<=50K,35,0
0,9,4,0,1,1,43580,4209,Private,162945,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K,23,0
3,9,4,0,1,1,0,2377,Private,177408,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,26,United-States,>50K,81,1
2,9,4,0,1,0,0,2377,Self-emp-not-inc,427422,Doctorate,Married-civ-spouse,Sales,Husband,White,Male,25,United-States,>50K,66,1
0,9,4,0,1,1,0,2377,Private,152307,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,>50K,71,1
0,10,4,4,1,1,43227,2286,Private,218637,Some-college,Married-civ-spouse,Sales,Husband,White,Male,55,United-States,>50K,68,1
1,13,4,0,0,1,0,3833,State-gov,202699,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,42,?,>50K,68,1
0,9,4,1,1,1,0,298,Private,222405,HS-grad,Married-civ-spouse,Sales,Husband,Black,Male,40,United-States,<=50K,52,0
4,12,4,0,1,0,0,2377,Self-emp-inc,110862,Assoc-acdm,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,<=50K,40,0
1,8,4,0,1,1,0,2377,Private,377931,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,48,United-States,<=50K,21,0
0,9,4,1,1,1,0,2377,Private,192923,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,35,0
2,7,4,4,0,1,10017,3015,Self-emp-inc,207938,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,>50K,70,1
3,9,4,0,1,1,0,2352,Self-emp-not-inc,36671,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,50,United-States,<=50K,61,0
3,6,4,0,1,0,0,393,Self-emp-inc,81413,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,65,United-States,<=50K,65,0
0,3,1,0,0,0,0,2339,Private,214955,5th-6th,Divorced,Craft-repair,Not-in-family,White,Female,45,United-States,<=50K,46,0
5,13,4,0,1,0,0,2339,Local-gov,166295,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,55,United-States,<=50K,26,0
3,16,3,1,1,0,27216,2339,Local-gov,147707,HS-grad,Widowed,Farming-fishing,Unmarried,White,Male,40,United-States,<=50K,59,0
0,3,3,1,1,1,0,3695,Private,43554,5th-6th,Never-married,Handlers-cleaners,Not-in-family,Black,Male,40,United-States,<=50K,61,0
1,13,1,0,0,0,0,2339,State-gov,358893,Bachelors,Divorced,Prof-specialty,Not-in-family,White,Female,40,United-States,<=50K,60,0
4,10,1,0,1,1,0,1266,Self-emp-inc,141058,Some-college,Divorced,Exec-managerial,Not-in-family,White,Male,50,United-States,<=50K,49,0
6,3,5,0,1,0,35985,2339,Private,25322,Bachelors,Married-spouse-absent,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Male,40,?,<=50K,34,0
0,8,3,3,0,1,0,2339,Private,77071,Bachelors,Never-married,Prof-specialty,Own-child,White,Female,35,United-States,<=50K,25,0
3,10,3,1,0,0,0,2830,Private,158702,Some-college,Never-married,Adm-clerical,Not-in-family,Black,Female,45,?,<=50K,55,0
5,9,2,1,1,0,0,3107,Local-gov,171328,HS-grad,Separated,Protective-serv,Other-relative,Black,Female,40,United-States,<=50K,59,0
1,10,2,0,1,0,16741,2339,State-gov,381789,Some-college,Separated,Exec-managerial,Own-child,White,Male,40,United-States,<=50K,28,0
3,3,1,0,0,0,0,4237,Self-emp-not-inc,346635,Masters,Divorced,Sales,Unmarried,White,Female,60,United-States,<=50K,56,0
2,9,1,3,1,1,0,2339,Private,162140,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K,41,0
0,6,3,1,0,0,0,2339,Private,191765,HS-grad,Never-married,Adm-clerical,Other-relative,Black,Female,40,Trinadad&Tobago,<=50K,42,0
0,4,3,0,1,0,0,2837,Private,251905,Prof-school,Never-married,Prof-specialty,Not-in-family,White,Male,40,Canada,<=50K,28,0
3,11,3,0,0,0,0,2339,Self-emp-not-inc,33310,Prof-school,Divorced,Other-service,Not-in-family,White,Female,35,United-States,<=50K,40,0
0,6,0,3,0,0,0,2282,Private,228921,Bachelors,Widowed,Prof-specialty,Not-in-family,White,Male,40,United-States,>50K,69,1
5,9,3,0,1,1,0,2267,Local-gov,36364,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,66,0
0,3,4,0,1,1,0,2267,Private,124930,5th-6th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K,69,0
5,14,5,0,0,0,80231,2267,Local-gov,176046,Masters,Married-civ-spouse,Prof-specialty,Wife,White,Female,40,United-States,<=50K,55,0
2,9,3,1,1,0,42024,4037,Federal-gov,370890,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Male,40,United-States,<=50K,57,0
1,4,3,0,1,0,47424,2258,Self-emp-not-inc,157145,Some-college,Never-married,Farming-fishing,Own-child,White,Male,10,United-States,<=50K,20,0
0,9,1,0,1,0,0,2258,Private,288825,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,84,United-States,<=50K,33,0
2,10,5,0,1,0,0,2258,Self-emp-not-inc,257295,Some-college,Never-married,Sales,Other-relative,Asian-Pac-Islander,Male,40,South,<=50K,30,0
0,7,3,2,0,0,0,2258,Private,287983,Bachelors,Never-married,Tech-support,Not-in-family,Asian-Pac-Islander,Female,48,Philippines,<=50K,40,0
5,10,2,0,1,0,0,2258,Private,101978,Some-college,Separated,Machine-op-inspct,Not-in-family,White,Male,55,United-States,>50K,38,1
1,12,1,2,1,0,0,3919,State-gov,192779,Assoc-acdm,Divorced,Adm-clerical,Unmarried,White,Male,38,United-States,>50K,46,1
1,15,3,3,0,0,18207,2258,Private,135296,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,45,United-States,>50K,29,1
2,13,3,0,1,0,0,2121,Federal-gov,199114,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Male,40,United-States,<=50K,57,0
0,9,4,0,1,1,0,2258,Private,156897,HS-grad,Never-married,Craft-repair,Own-child,White,Male,42,United-States,>50K,39,1
0,13,0,2,1,0,0,1631,Private,138107,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Male,40,United-States,>50K,47,1
0,13,3,4,1,0,84409,2258,Private,279833,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,45,United-States,>50K,26,1
3,11,3,0,1,0,0,2258,Self-emp-not-inc,208577,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,50,United-States,<=50K,27,0
6,13,3,0,0,0,33691,2258,Private,102942,Bachelors,Never-married,Prof-specialty,Own-child,White,Female,40,United-States,>50K,23,1
4,14,3,0,1,0,75193,2258,Private,36385,Masters,Never-married,Prof-specialty,Not-in-family,White,Male,50,United-States,<=50K,34,0
0,8,4,1,1,0,73340,2258,Private,176185,12th,Divorced,Craft-repair,Not-in-family,White,Male,42,United-States,<=50K,33,0
5,14,1,3,1,0,0,2258,Local-gov,162613,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,60,United-States,<=50K,38,0
0,3,5,0,1,1,50050,2258,Private,121362,Some-college,Widowed,Adm-clerical,Unmarried,White,Female,38,United-States,>50K,57,1
5,8,3,0,1,0,0,2258,Private,145933,HS-grad,Never-married,Exec-managerial,Not-in-family,White,Male,70,United-States,<=50K,36,0
2,9,4,2,1,0,0,2258,Federal-gov,29591,Bachelors,Divorced,Tech-support,Not-in-family,White,Male,40,United-States,>50K,44,1
5,16,5,0,1,0,0,2258,State-gov,269417,Doctorate,Never-married,Exec-managerial,Not-in-family,White,Female,50,United-States,>50K,49,1
4,10,4,0,1,0,0,3295,Self-emp-inc,178510,Some-college,Never-married,Sales,Not-in-family,White,Male,60,United-States,<=50K,44,0
6,10,5,0,1,0,0,2167,Private,41108,Some-college,Widowed,Farming-fishing,Not-in-family,White,Male,62,United-States,>50K,55,1
3,9,2,0,1,0,0,2258,Private,187901,HS-grad,Divorced,Farming-fishing,Not-in-family,White,Male,44,United-States,>50K,45,1
0,9,1,0,0,0,5496,2258,Private,175070,HS-grad,Divorced,Exec-managerial,Not-in-family,White,Female,40,United-States,>50K,48,1
0,13,4,2,1,1,0,2246,Private,263561,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,>50K,31,1
5,9,2,0,1,0,67296,2246,Local-gov,99131,HS-grad,Married-civ-spouse,Prof-specialty,Other-relative,White,Female,40,United-States,>50K,55,1
0,10,4,4,1,1,0,3713,Self-emp-not-inc,143833,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K,70,1
4,10,4,0,1,1,0,2246,Self-emp-not-inc,124449,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,8,United-States,>50K,70,1
5,13,4,1,1,1,46482,2246,Private,336007,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K,73,1
5,15,4,0,1,1,90736,2246,Self-emp-not-inc,285408,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,28,United-States,>50K,72,1
0,9,2,0,0,0,0,2238,Private,327825,HS-grad,Separated,Machine-op-inspct,Unmarried,White,Female,40,United-States,<=50K,31,0
0,6,0,0,0,1,16383,2499,Private,129460,10th,Widowed,Adm-clerical,Unmarried,White,Female,35,United-States,<=50K,28,0
3,13,3,1,1,0,0,2231,Self-emp-not-inc,258298,Bachelors,Never-married,Adm-clerical,Own-child,White,Male,40,United-States,>50K,23,1
6,5,0,0,1,0,0,4171,Local-gov,102359,9th,Widowed,Handlers-cleaners,Unmarried,White,Male,40,United-States,>50K,49,1
5,10,5,0,1,0,0,2231,Local-gov,92431,Some-college,Never-married,Protective-serv,Not-in-family,White,Male,40,United-States,>50K,27,1
0,9,1,1,0,0,0,2206,Private,51744,HS-grad,Never-married,Other-service,Not-in-family,Black,Male,40,United-States,<=50K,90,0
0,9,0,0,0,0,0,2206,Private,166149,HS-grad,Widowed,Adm-clerical,Not-in-family,White,Female,30,United-States,<=50K,68,0
4,9,1,0,0,1,0,2206,Private,149811,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,59,Canada,<=50K,65,0
0,13,4,0,0,1,6872,2206,Private,118363,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Female,5,United-States,<=50K,67,0
4,1,3,4,0,1,56333,2206,Local-gov,362165,Bachelors,Widowed,Prof-specialty,Not-in-family,Black,Female,25,United-States,<=50K,66,0
0,10,3,0,1,0,0,2205,Private,379066,Some-college,Never-married,Adm-clerical,Not-in-family,White,Male,24,United-States,<=50K,24,0
6,10,1,0,1,0,5756,1892,Self-emp-not-inc,171424,Some-college,Divorced,Machine-op-inspct,Not-in-family,White,Male,35,United-States,<=50K,44,0
