fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
9.1,0.45,0.04,1.6,0.18,69.31,243.77,1.0,3.99,1.04,9.5,5
8.78,1.18,0.0,1.9,0.42,2.76,225.38,0.99,3.25,0.55,12.83,5
7.8,0.49,0.72,10.8,0.43,64.84,20.03,1.0,3.59,0.59,13.28,6
5.98,0.22,0.66,5.89,0.39,4.36,208.38,0.9958,3.26,0.54,9.77,5
11.78,0.685,0.0,2.5,0.25,1.63,82.82,1.0,3.02,0.65,10.6,6
15.79,0.97,0.12,6.53,0.61,26.32,113.0,0.99,3.98,1.06,8.94,5
6.9,0.41,0.3,3.94,0.15,40.0,83.0,0.9993,2.86,1.86,9.4,6
12.0,0.63,0.3,1.8,0.04,13.48,50.0,1.0,2.78,0.55,10.43,5
14.42,0.7,0.0,5.5,0.1,54.7,224.87,0.99,3.81,1.42,9.29,6
6.5,0.71,0.14,2.4,0.34,3.0,166.91,0.9975,3.29,0.43,10.8,6
13.64,1.12,0.28,5.06,0.2,53.0,250.98,0.99,3.3,0.73,9.7,7
15.25,1.13,0.09,13.05,0.29,29.76,112.54,1.0,3.5,0.67,13.94,4
13.4,1.35,0.8,5.9,0.38,11.58,68.62,1.0,3.77,0.9,13.46,5
7.18,1.16,0.14,11.63,0.28,43.04,87.0,1.0,3.45,0.83,12.09,5
8.8,1.33,0.03,3.65,0.11,17.0,204.55,1.0,3.78,0.51,11.94,4
7.37,1.19,0.02,2.6,0.11,8.0,240.76,0.99,2.93,1.18,10.62,6
14.32,0.66,0.7,2.2,0.069,38.17,134.49,0.9968,3.3,0.92,14.2,5
13.99,1.2,0.39,2.88,0.47,45.58,279.31,1.0,3.21,0.52,13.14,5
8.12,1.29,0.48,12.16,0.06,69.87,65.0,1.0,3.9,1.28,13.1,4
6.92,0.71,0.02,2.2,0.01,58.1,76.22,0.997,3.25,0.73,10.43,5
15.35,1.17,0.25,11.71,0.03,52.4,108.32,0.99,3.68,0.9,13.9,5
7.14,0.87,0.23,5.22,0.26,57.76,275.43,0.9958,2.75,0.58,12.32,5
15.34,1.18,0.37,1.4,0.58,65.15,55.23,0.9954,3.32,0.81,13.82,5
8.8,0.69,0.53,1.7,0.04,54.9,277.64,0.99,3.15,1.32,9.23,5
6.6,0.57,0.34,7.01,0.22,27.84,21.11,1.0,3.78,0.81,14.49,6
10.01,1.39,0.55,3.03,0.48,27.89,173.85,1.0,3.39,0.64,9.4,6
8.6,0.2,0.36,8.89,0.06,52.39,43.98,0.997,3.2,0.56,9.4,5
7.6,0.43,0.82,2.95,0.11,61.48,73.0,1.0,3.17,1.15,10.2,6
8.28,0.66,0.04,13.72,0.21,62.03,45.0,1.0,2.99,0.68,10.95,5
9.99,0.65,0.98,3.4,0.23,20.86,163.52,1.0,2.76,1.01,13.27,5
13.93,0.63,0.8,2.38,0.21,5.74,20.87,1.0,3.26,1.91,10.67,5
9.72,0.13,1.0,15.09,0.076,7.55,100.2,1.0,3.43,0.59,12.73,5
7.82,0.48,0.31,14.45,0.55,1.6,136.51,0.9962,3.41,0.71,10.82,6
11.9,0.46,0.4,8.51,0.53,40.33,126.56,0.99,3.44,1.59,9.66,5
11.6,1.55,0.87,5.18,0.15,64.07,62.89,0.99,3.21,0.71,10.25,5
10.09,0.52,0.16,4.37,0.28,28.67,175.19,0.9968,3.38,0.63,11.24,7
7.94,1.19,0.95,11.85,0.54,38.06,129.08,0.9966,3.39,0.97,12.81,5
13.68,0.91,0.39,12.55,0.44,55.05,11.0,1.0,3.58,0.54,12.85,5
10.58,0.77,0.7,7.26,0.07,39.74,11.0,1.0,3.41,0.34,10.9,5
11.38,1.53,0.11,12.59,0.41,11.0,13.94,1.0,2.94,0.76,9.31,5
4.86,0.75,0.11,1.13,0.48,3.61,163.04,0.99,2.86,1.18,11.07,5
9.3,0.48,0.66,1.26,0.07400000000000001,3.17,252.34,0.9969,3.26,1.74,13.69,5
13.78,0.47,0.45,2.65,0.12,8.0,75.3,1.0,3.34,1.67,10.5,6
7.52,0.77,0.44,8.06,0.076,7.72,260.13,1.0,3.9,1.74,9.87,6
6.24,0.56,0.39,2.3,0.17,42.63,96.0,0.9962,3.65,1.56,14.32,5
7.7,0.69,0.22,1.9,0.02,30.54,53.09,1.0,3.69,1.7,10.87,5
11.55,0.53,0.39,14.0,0.4,13.46,82.62,0.9976,2.96,0.53,10.52,4
5.63,1.33,0.14,2.5,0.094,51.77,83.0,0.99,2.83,0.82,11.87,5
12.83,0.87,0.61,3.63,0.1,9.0,173.87,0.9986,2.88,0.66,9.41,5
5.5,1.45,0.64,5.13,0.3,1.6,149.73,1.0,3.64,0.47,10.5,5
4.93,0.88,0.0,3.71,0.5,62.78,62.08,1.0,3.68,0.59,14.1,6
5.42,0.92,0.18,2.0,0.46,15.56,222.51,0.99,3.38,1.87,14.48,5
8.3,0.625,0.26,3.68,0.08,39.65,184.0,0.9972,3.19,1.12,8.8,4
6.32,0.24,0.8,1.6,0.35,60.4,15.0,1.0,2.96,0.76,9.2,5
5.83,1.28,0.19,9.31,0.06,1.51,67.0,0.99,3.21,0.99,9.4,5
7.4,1.09,0.59,2.12,0.26,33.57,73.0,0.99,3.36,1.18,9.54,5
12.87,1.11,0.54,4.24,0.42,41.35,31.65,0.9969,2.85,1.14,9.4,5
5.02,1.07,0.27,2.66,0.35,18.0,136.21,1.0,3.72,1.75,10.3,6
10.14,0.59,0.1,2.2,0.05,19.0,40.0,0.9961,2.77,0.44,10.33,5
13.97,0.94,0.92,2.65,0.55,29.88,116.73,1.0,2.93,1.44,12.52,6
6.29,0.38,0.03,4.9,0.14,37.49,114.98,0.99,3.1,1.26,13.08,5
9.13,1.36,0.84,2.01,0.107,34.0,15.6,1.0,3.25,1.22,10.59,5
9.22,1.4,0.92,5.37,0.16,8.0,171.51,0.99,2.8,0.53,9.0,5
7.4,0.6,0.67,10.59,0.53,28.34,157.61,0.99,3.43,1.75,9.45,5
8.6,0.54,0.28,4.54,0.11,20.0,136.0,1.0,3.59,0.98,10.65,6
15.82,0.49,0.2,11.78,0.11,19.0,213.41,1.0,4.0,0.43,10.61,5
7.7,0.49,0.12,2.5,0.45,9.0,189.72,0.9966,3.09,0.96,9.6,5
10.08,0.36,0.39,1.4,0.47,63.48,8.59,0.99,3.56,0.72,11.63,4
8.85,0.6,0.08,12.91,0.52,59.41,181.46,0.9932,3.32,0.55,14.34,6
6.8,0.54,0.06,2.29,0.08,13.5,122.67,0.9965,3.45,0.68,13.49,5
9.73,1.24,0.28,7.1,0.42,3.0,215.72,1.0,3.67,0.51,13.9,5
5.35,0.91,0.45,11.14,0.079,33.97,274.35,0.99,3.36,1.44,11.49,5
6.57,1.1,0.39,15.1,0.19,17.87,174.18,0.9972,3.23,1.53,10.46,6
8.3,1.27,0.3,2.1,0.37,45.05,105.24,0.9972,3.8,1.9,13.3,6
14.26,0.16,0.3,1.15,0.39,24.03,76.2,0.99,3.51,0.98,13.35,6
8.1,0.73,0.85,2.87,0.57,13.0,178.83,1.0,2.8,0.74,10.08,6
8.1,0.575,0.44,1.22,0.05,12.0,65.0,0.9967,3.16,0.51,9.2,5
6.94,0.49,0.24,1.17,0.04,5.0,36.0,1.0,2.89,1.23,9.4,5
10.13,1.4,0.4,0.99,0.077,12.0,65.0,0.99,3.68,1.75,12.38,5
7.8,1.11,0.79,1.7,0.37,52.27,81.64,1.0,3.97,1.03,9.3,5
7.92,1.28,0.31,4.33,0.11,20.37,161.22,1.0,3.46,0.79,9.3,5
10.05,0.33,0.53,9.95,0.53,26.49,148.1,0.9976,3.84,0.8,9.09,6
6.51,0.96,0.36,1.56,0.25,37.0,148.49,1.0,3.21,0.53,12.02,5
9.11,0.3,0.49,15.01,0.104,59.33,213.6,0.99,3.59,1.76,10.26,5
8.4,0.4,0.26,2.2,0.084,60.47,96.33,0.99,3.72,0.57,8.49,5
8.4,0.79,0.0,2.2,0.085,66.18,157.8,0.9964,3.72,0.66,14.35,5
10.1,1.38,0.51,10.33,0.28,22.0,213.46,0.9988,3.32,0.67,10.65,6
4.84,0.99,0.59,7.28,0.104,70.02,47.0,1.0,3.94,0.43,11.68,5
6.57,1.19,0.31,2.2,0.36,71.07,125.03,0.99,3.67,1.04,10.5,6
5.39,0.54,0.12,12.36,0.21,68.15,165.24,0.99,2.92,0.61,13.24,6
9.52,0.13,0.1,2.0,0.58,21.2,28.0,0.99,3.7,0.5,12.29,6
7.73,0.32,0.04,12.89,0.25,14.0,103.02,0.9962,3.21,0.6,13.24,6
7.0,1.39,0.96,1.8,0.097,33.79,281.79,0.9959,2.92,1.61,8.9,6
8.46,1.57,0.77,9.9,0.38,26.78,140.13,1.0,3.17,1.78,9.0,5
8.8,1.56,0.04,7.06,0.01,3.43,141.23,1.0,3.21,0.6,14.39,6
6.02,0.695,0.0,11.38,0.075,3.0,54.14,0.99,3.04,1.75,9.2,5
9.13,0.6,1.0,6.85,0.14,11.0,101.55,0.99,3.23,1.61,11.94,5
5.48,0.75,0.99,4.52,0.29,21.0,102.0,1.0,3.34,0.48,12.14,5
9.0,0.6,0.11,12.99,0.29,67.63,23.17,0.9984,3.78,0.7,9.4,5
15.04,0.36,0.01,11.66,0.58,9.88,175.99,1.0,2.96,0.49,12.45,5
14.69,0.54,0.74,12.49,0.39,53.2,12.0,1.0,3.54,1.48,10.9,5
7.48,0.22,0.49,12.65,0.5,3.0,65.65,1.0,3.2,1.24,14.38,7
5.19,0.49,0.98,3.34,0.17,35.37,147.96,1.0,3.29,1.77,11.12,5
8.0,0.67,0.08,2.0,0.02,20.97,147.63,0.9968,2.94,1.43,11.57,5
14.24,0.5,0.48,6.43,0.08,17.0,99.0,0.9937,2.95,1.68,12.85,5
13.4,0.32,0.09,2.3,0.08,67.48,42.86,0.99,3.63,0.47,12.64,5
9.03,1.36,0.66,11.17,0.57,46.55,183.14,0.99,3.4,0.83,10.07,6
10.49,1.34,0.05,2.2,0.57,46.72,164.39,0.99,3.51,1.82,14.53,6
15.82,1.38,0.72,6.61,0.14,25.09,148.71,0.99,3.19,0.99,10.52,5
8.01,0.9,0.15,10.01,0.38,40.38,27.65,1.0,3.6,0.76,12.93,5
14.62,0.99,0.23,6.51,0.26,33.58,102.35,0.9972,3.48,1.35,9.27,5
7.24,0.23,0.91,12.67,0.081,42.66,269.01,0.99,3.33,1.13,11.72,5
13.05,0.7,0.77,5.43,0.04,26.26,41.21,0.99,3.32,1.65,10.43,5
6.19,0.745,0.11,15.0,0.27,61.32,11.48,1.0,3.66,0.82,12.15,5
8.75,0.23,0.04,7.94,0.12,10.0,52.0,0.99,3.77,1.97,14.56,5
5.2,0.27,0.22,3.69,0.34,2.61,228.68,0.99,3.68,0.79,14.0,6
11.7,0.39,0.75,6.03,0.02,23.19,99.85,0.9954,2.92,0.58,13.58,5
15.17,0.88,0.33,1.8,0.47,62.71,252.53,0.9916,2.95,0.79,9.37,6
8.71,0.67,0.08,1.8,0.117,32.0,222.38,1.0,3.17,1.39,8.98,5
10.65,1.54,0.68,8.05,0.25,45.85,148.51,1.0,3.81,0.52,14.23,5
14.56,0.57,0.14,7.07,0.59,30.42,88.0,1.0,2.98,0.37,11.97,5
6.9,1.54,0.1,3.77,0.07400000000000001,50.65,167.45,0.99,3.56,1.57,9.57,6
13.73,0.6,0.6,2.8,0.38,11.0,123.66,1.0,3.31,0.61,13.15,6
7.3,0.6,0.62,7.28,0.36,5.0,85.13,0.99,2.92,0.53,10.38,6
7.36,0.47,0.11,3.0,0.61,1.71,40.8,0.9996,2.74,1.24,11.99,4
12.09,0.6,0.03,1.91,0.42,13.49,34.96,1.0,3.35,1.56,10.82,5
8.06,1.4,0.69,8.95,0.08,40.96,200.66,0.995,3.47,0.54,11.53,5
6.06,0.88,0.19,5.5,0.28,64.92,36.43,1.0,3.42,0.93,12.97,5
8.84,0.43,0.42,11.78,0.5,28.0,107.6,1.0,3.42,1.15,10.5,5
12.24,0.48,0.42,12.29,0.45,61.18,206.61,1.0,3.69,0.72,10.5,5
7.1,0.88,0.42,5.5,0.39,18.6,10.45,1.0,3.86,1.65,13.74,5
10.62,0.68,0.6,9.83,0.26,18.57,202.1,0.99,3.35,0.5,9.68,5
8.82,1.03,0.66,1.9,0.07,1.57,272.39,0.9968,3.22,1.07,10.43,6
7.6,0.8,0.27,5.13,0.08,7.0,7.44,1.0,3.84,0.86,12.27,5
13.18,1.56,0.02,1.3,0.21,11.51,264.9,0.99,3.17,1.08,13.64,4
10.48,1.22,0.04,1.7,0.22,15.77,203.4,1.0,2.94,0.67,8.85,6
9.43,0.91,0.98,9.53,0.07,36.0,92.78,1.0,2.75,0.49,9.4,5
8.72,0.3,0.91,14.01,0.07,57.76,121.0,0.99,3.37,0.95,9.48,5
14.69,0.98,0.69,2.19,0.05,39.27,227.0,0.99,2.91,1.59,9.75,5
6.8,0.14,0.03,2.1,0.085,53.2,101.0,1.0,3.93,0.35,10.2,5
7.3,0.55,0.4,2.5,0.19,17.0,247.85,1.0,3.14,0.48,10.24,4
13.37,1.24,0.29,13.57,0.08900000000000001,14.98,69.46,0.9953,3.47,0.55,10.4,6
7.5,0.15,0.93,3.44,0.13,5.55,63.0,1.0,2.94,1.59,14.38,5
7.9,0.23,0.71,7.39,0.58,4.0,8.0,1.0,3.31,1.08,13.4,4
8.5,1.41,0.34,7.78,0.23,25.04,178.31,1.0,2.81,1.74,10.58,6
10.23,0.94,0.17,2.0,0.32,69.27,40.39,1.0,3.61,2.0,12.05,6
8.21,0.94,0.32,6.88,0.068,35.1,259.08,0.9961,3.18,0.88,10.24,6
14.51,0.33,0.33,2.61,0.57,36.31,35.0,0.99,3.21,1.16,9.47,5
5.38,0.5,0.04,1.5,0.39,21.8,261.6,1.0,3.24,1.53,11.45,5
9.31,0.84,0.8,7.94,0.08,4.25,56.45,0.99,3.88,0.47,9.5,5
14.5,1.54,0.42,9.43,0.43,22.5,277.87,0.9972,3.8,0.44,14.17,6
9.07,0.99,0.0,4.67,0.52,53.32,190.18,0.99,3.96,0.56,14.85,5
7.34,1.33,0.14,2.63,0.41,1.48,42.0,1.0,3.85,0.36,10.22,5
15.08,1.08,0.1,12.59,0.067,33.97,137.78,1.0,2.91,0.59,11.29,5
8.9,1.43,0.17,2.0,0.27,37.74,145.23,0.99,2.78,1.81,9.3,5
7.2,1.03,0.98,7.38,0.06,30.73,253.19,0.9972,3.12,0.7,8.68,5
6.8,1.54,0.86,7.49,0.04,24.88,189.94,1.0,3.04,1.06,13.79,5
7.14,0.12,0.76,8.09,0.11,39.99,29.16,1.0,3.25,1.35,9.3,6
5.49,0.67,0.05,10.53,0.29,28.5,85.0,1.0,3.87,0.53,10.83,5
7.4,0.39,0.58,11.03,0.37,47.3,67.0,0.99,2.88,1.47,9.2,5
11.18,0.65,0.1,12.58,0.56,66.88,26.0,1.0,3.11,0.78,13.56,5
11.83,1.08,0.36,7.94,0.53,15.0,9.17,1.0,3.26,0.55,9.5,5
12.48,1.33,0.14,13.73,0.46,17.0,285.64,0.99,3.2,1.88,10.59,5
6.61,1.02,0.16,11.92,0.56,21.0,127.0,0.99,3.93,1.16,9.4,5
10.5,0.37,0.34,12.92,0.3,51.73,248.19,1.0,3.57,0.64,11.63,6
14.72,0.63,0.12,3.8,0.35,39.29,61.46,1.0,3.47,1.08,13.29,5
10.59,0.56,0.25,10.16,0.071,7.0,208.08,0.9964,3.69,1.1,9.7,5
15.25,0.55,0.43,2.2,0.51,55.5,28.0,1.0,3.95,0.55,13.2,5
10.6,0.56,0.59,4.28,0.07400000000000001,24.0,66.63,0.99,3.45,1.27,11.78,5
15.66,0.58,0.94,3.92,0.36,24.53,29.25,0.99,3.82,1.89,13.83,5
15.12,0.3,0.88,0.94,0.02,58.21,27.0,0.99,2.76,1.43,10.52,6
10.81,0.835,0.9,11.97,0.42,20.14,186.69,0.9924,3.0,1.34,10.31,7
5.53,0.8,0.06,2.1,0.23,12.0,72.51,1.0,3.51,0.59,12.66,4
12.47,0.16,0.47,1.4,0.23,19.67,282.78,1.0,3.08,1.92,11.02,7
9.22,0.3,0.51,2.75,0.45,67.66,256.99,1.0,3.23,1.03,8.67,5
5.59,0.5,0.11,1.5,0.13,14.07,96.78,1.0,3.73,1.44,13.94,5
5.15,0.18,0.56,1.6,0.08800000000000001,16.0,207.65,0.9961,3.92,1.66,13.47,5
7.0,0.51,0.42,10.26,0.31,23.4,141.6,0.99,3.63,0.56,12.07,6
7.05,0.56,0.56,13.43,0.6,48.07,252.7,0.99,3.19,1.52,9.27,7
12.54,0.64,0.08,7.36,0.095,15.69,194.8,0.99,3.18,0.77,12.26,7
6.45,0.78,0.89,1.8,0.27,53.99,198.01,0.99,3.01,0.36,12.76,5
7.8,0.44,0.57,12.96,0.22,67.94,220.43,1.0,3.62,0.67,9.88,5
14.92,0.3,0.34,6.48,0.08,12.61,214.86,1.0,3.62,0.57,10.5,7
9.7,0.53,0.97,6.36,0.17,58.92,19.0,0.99585,3.07,0.86,12.99,6
11.29,0.71,0.24,4.0,0.083,44.95,194.41,0.99,2.98,0.77,10.0,6
13.4,0.34,0.46,14.12,0.059,31.81,15.0,1.0,3.21,0.73,11.02,6
10.11,1.35,0.95,5.7,0.23,18.64,212.2,0.99,3.75,0.54,11.45,5
5.29,1.15,0.12,1.66,0.14,5.11,59.04,1.0,3.83,0.71,12.75,6
13.06,0.49,0.49,4.19,0.39,37.27,173.99,1.0,3.19,0.76,11.03,5
5.83,0.36,0.16,2.0,0.51,46.64,88.82,1.0,2.74,0.41,9.13,5
6.96,0.725,0.22,1.11,0.47,42.25,183.13,1.0,2.96,0.55,9.1,5
11.08,0.78,0.53,5.98,0.58,27.72,44.0,1.0,2.83,1.77,9.7,5
8.74,1.1,0.48,4.73,0.24,24.8,103.39,0.99655,3.8,0.78,9.12,5
7.8,1.02,0.03,14.83,0.18,5.9,42.64,1.0,3.34,0.59,9.43,6
10.93,1.22,0.38,8.7,0.32,30.76,72.77,1.0,3.51,1.17,13.8,5
6.8,1.33,0.14,3.99,0.21,5.0,56.45,1.0,3.42,0.56,10.85,5
8.6,1.27,0.1,2.0,0.083,62.2,85.45,1.0,3.18,0.6,10.84,6
11.1,0.73,0.68,2.0,0.08,35.19,135.2,1.0,3.24,0.34,10.22,4
6.41,1.55,0.62,7.18,0.02,4.33,23.61,1.0,3.85,0.58,12.34,6
14.72,1.22,0.59,2.0,0.36,27.0,81.0,0.9964,3.0,1.61,9.5,6
8.53,1.17,0.01,12.84,0.19,1.14,23.0,0.99,3.29,0.63,12.29,5
7.7,0.34,0.37,14.47,0.32,29.0,240.24,0.99,3.86,0.7,12.9,6
5.96,0.52,0.61,7.63,0.49,60.89,275.33,0.99,3.77,0.73,14.67,5
5.2,0.87,0.5,1.68,0.054000000000000006,62.66,145.15,1.0,3.06,1.24,8.65,7
5.94,0.66,0.92,4.93,0.17,41.02,94.18,1.0,3.71,0.62,10.38,6
8.5,0.8,0.63,6.73,0.02,30.93,79.59,0.99,3.34,0.68,9.6,6
11.93,1.54,0.33,11.49,0.45,60.85,41.03,1.0,3.77,0.48,11.0,5
14.67,1.43,0.5,12.21,0.4,15.83,156.69,0.99,3.32,1.74,13.2,6
7.2,0.57,0.0,6.23,0.19,20.48,15.07,1.0,2.85,1.6,9.46,6
5.37,0.42,0.45,5.24,0.51,27.5,30.57,0.99675,3.81,1.67,11.53,6
7.2,0.65,0.53,15.27,0.04,15.0,39.0,0.99675,3.77,1.47,9.78,6
15.09,0.63,0.0,1.63,0.04,48.1,218.21,0.99,3.2,0.6,8.55,6
14.92,0.94,0.91,2.58,0.1,40.98,16.94,1.0,3.51,1.25,13.09,6
10.43,0.85,0.37,6.82,0.05,10.27,42.64,0.9971,3.68,1.09,8.58,5
13.82,0.94,0.8,11.51,0.3,28.11,279.61,0.99925,3.93,0.71,10.9,6
7.7,1.17,0.46,1.88,0.102,60.15,33.62,1.0,3.85,1.52,14.13,6
10.28,1.5,0.39,11.18,0.04,69.53,24.0,1.0,3.07,1.75,9.12,7
12.01,0.56,0.2,14.09,0.02,10.0,24.0,1.0,3.59,2.0,12.61,7
7.3,1.18,0.31,2.0,0.37,6.0,125.27,1.0,3.66,1.18,11.16,6
7.1,1.12,0.13,15.46,0.075,31.18,51.0,0.99,3.5,0.41,9.98,5
12.02,0.6,0.73,11.47,0.19,28.01,237.04,0.9963,3.58,1.18,11.8,5
4.88,1.57,0.52,2.06,0.4,9.0,139.88,0.99,3.27,1.18,9.72,6
7.3,0.77,0.94,2.0,0.43,3.26,121.74,0.99,3.61,0.96,10.98,6
10.8,0.61,0.05,10.06,0.23,12.88,243.37,0.99,3.22,1.65,14.87,6
14.7,1.15,0.62,1.15,0.07400000000000001,9.15,92.23,1.0,3.34,0.61,9.92,6
7.35,0.7,0.47,5.87,0.09,24.12,165.99,0.99,3.78,1.4,10.5,5
8.44,0.56,0.76,13.62,0.29,49.57,47.46,1.0,3.39,1.52,13.09,5
14.07,1.18,0.74,1.8,0.27,38.06,229.9,0.99,2.82,1.2,8.46,6
5.45,0.79,0.73,8.84,0.073,2.25,99.85,1.0,3.71,1.88,8.65,5
12.78,0.64,0.96,8.99,0.075,58.25,89.54,0.99,2.95,0.62,14.11,5
6.6,0.44,0.62,10.35,0.37,19.53,126.03,1.0,2.8,1.59,9.06,5
12.0,0.41,0.06,11.37,0.51,37.83,211.88,1.0,3.12,0.63,9.87,5
7.14,1.09,0.9,5.11,0.2,4.03,33.0,0.99,3.95,0.8,13.24,7
14.61,1.17,0.23,3.51,0.02,61.84,45.0,1.0,3.36,0.65,14.63,5
14.5,0.26,0.53,3.99,0.087,41.02,119.24,0.99565,3.74,1.42,8.7,4
4.68,0.94,0.94,15.21,0.25,58.14,35.0,0.99,3.34,0.91,12.67,5
13.32,0.69,0.51,1.8,0.38,7.86,49.0,1.0,3.1,0.65,10.2,5
12.95,0.56,0.77,8.77,0.43,68.81,196.32,0.99,3.12,0.54,10.48,5
13.47,0.26,0.06,11.56,0.44,32.16,73.08,0.9968,3.67,1.86,13.44,7
4.8,1.16,0.41,3.3,0.37,14.03,190.51,0.99,3.44,1.94,13.72,4
5.22,0.61,0.83,3.6,0.078,24.85,218.23,0.9973,3.35,0.98,10.89,8
5.05,0.37,0.12,3.63,0.46,52.17,202.32,0.99,3.51,1.52,12.01,6
8.29,1.3,0.43,6.24,0.39,6.16,233.6,0.9996,2.76,0.72,11.53,6
7.9,0.89,0.52,5.08,0.57,64.49,61.0,1.0,3.19,0.67,9.5,6
12.74,0.18,0.68,4.0,0.32,10.71,23.0,1.0,3.26,0.97,13.97,6
11.31,0.37,0.58,13.28,0.09,7.49,110.75,1.0,3.22,1.91,9.22,5
12.67,0.715,0.76,9.38,0.01,18.09,235.76,1.0,3.91,0.36,9.48,5
7.95,1.48,0.17,7.0,0.4,66.75,8.0,1.0,3.08,0.59,12.21,5
7.9,0.74,0.22,2.76,0.41,27.0,236.47,0.99,3.36,1.93,10.7,6
12.12,1.23,0.93,3.0,0.16,12.36,30.62,1.0,2.85,1.06,12.21,6
13.37,1.35,0.58,10.88,0.07,51.49,89.35,1.0,3.93,1.65,10.1,6
14.48,0.19,0.45,7.69,0.53,10.36,13.0,0.99,3.23,0.82,10.04,8
11.54,0.8,0.27,5.6,0.087,36.88,47.0,1.0,3.22,1.38,8.43,7
6.36,0.26,0.02,10.34,0.071,44.32,77.15,1.0,3.7,0.63,8.46,6
14.98,0.17,0.83,6.58,0.358,5.0,97.44,1.0,3.25,1.83,11.5,7
5.49,0.52,0.35,13.32,0.21,60.58,53.0,0.9971,3.42,0.84,9.1,5
8.9,0.75,0.09,12.85,0.26,10.0,195.68,1.0,3.9,1.27,11.04,7
9.9,0.59,0.07,3.4,0.1,21.27,71.0,1.00015,3.31,1.24,12.92,5
9.9,0.27,0.12,11.72,0.18,19.18,137.93,0.99,2.81,1.89,10.13,5
12.0,1.01,0.77,14.1,0.073,25.0,49.0,1.0,3.8,1.16,13.39,6
14.06,0.4,0.96,3.0,0.27,36.67,206.91,1.0,2.78,0.99,13.86,6
8.51,0.52,0.09,12.52,0.17,16.84,189.73,0.99,3.75,0.67,9.86,7
12.19,0.42,0.56,4.94,0.28,70.38,98.0,1.001,3.2,0.95,9.2,5
8.06,1.34,0.92,8.24,0.37,66.24,49.0,1.0,3.59,1.34,10.6,7
11.0,0.59,0.48,11.48,0.01,44.0,36.87,1.0,3.34,1.67,12.05,5
14.78,0.55,0.88,2.7,0.19,18.0,40.51,1.0,3.49,1.58,9.29,6
8.99,0.36,0.09,3.99,0.49,55.23,16.0,0.99,3.26,1.51,10.1,6
14.94,0.12,0.97,5.59,0.46,32.69,142.13,1.0014,2.79,0.81,13.92,6
5.02,0.95,0.76,9.85,0.13,5.0,74.71,1.0,3.75,1.0,9.88,5
11.95,1.33,0.86,13.58,0.086,20.46,228.96,1.0,3.28,1.44,9.9,5
6.51,0.52,0.06,2.0,0.22,66.05,234.41,0.99,3.17,1.0,14.45,5
7.2,0.18,0.29,12.02,0.094,62.37,101.85,1.0,2.99,1.18,9.7,5
