fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
7.9,1.04,0.05,2.2,0.084,46.72,29.0,0.9959,3.22,0.55,9.9,6
15.82,1.18,0.11,1.9,0.09,16.0,202.03,0.9965,3.19,0.82,9.6,5
8.3,0.715,0.15,1.8,0.08900000000000001,10.0,52.0,0.9968,3.23,0.77,9.5,5
7.2,0.415,0.36,2.0,0.081,13.0,45.0,0.9972,3.48,1.35,13.72,5
7.8,0.56,0.19,2.1,0.081,15.0,105.0,0.9962,3.33,0.54,9.5,5
7.8,0.56,0.19,2.0,0.21,17.0,108.0,0.9962,3.32,0.54,9.5,5
8.4,0.745,0.11,1.9,0.09,16.0,63.0,0.9965,3.19,0.82,9.6,5
8.3,0.715,0.15,1.8,0.12,10.0,52.0,0.9968,3.77,0.9,13.11,5
5.2,0.34,0.0,1.8,0.05,27.0,63.0,0.9916,3.68,0.79,14.0,6
6.3,0.39,0.08,1.7,0.066,3.0,20.0,0.9954,2.88,0.58,9.4,5
5.2,0.34,0.0,1.8,0.05,27.0,63.0,0.9916,3.68,0.79,14.0,6
8.1,0.67,0.55,1.8,0.117,32.0,105.24,0.9968,3.17,0.62,9.4,5
12.54,0.68,0.02,1.8,0.087,21.0,94.0,0.9944,3.54,0.52,10.0,5
10.14,0.49,0.26,1.6,0.05,10.0,88.0,0.9968,3.11,0.8,9.3,5
6.9,0.49,0.1,2.3,0.07400000000000001,12.0,167.45,0.9959,3.42,0.58,9.82,6
8.2,0.4,0.25,2.8,0.08900000000000001,11.0,43.0,0.9975,3.53,0.61,10.5,6
7.3,0.74,0.47,2.1,0.19,5.0,11.0,0.9958,3.33,0.53,10.3,6
9.44,0.52,0.8,3.4,0.61,32.0,69.0,0.9996,2.74,2.0,9.4,4
8.03,0.6,0.03,1.8,0.095,25.0,99.0,0.995,3.35,0.54,10.1,5
7.5,1.4,0.95,1.8,0.095,25.0,99.0,0.995,3.35,0.54,10.1,5
7.1,0.17,0.42,5.5,0.12,29.0,129.0,0.9973,3.42,0.72,10.5,5
7.1,0.43,0.42,5.5,0.071,28.0,128.0,0.9973,3.42,0.71,10.5,5
7.1,0.43,0.42,5.5,0.07,29.0,206.61,0.9973,3.42,0.72,10.5,5
7.1,0.43,0.42,5.5,0.071,3.46,128.0,0.9973,3.42,0.71,10.5,5
7.1,0.68,0.0,2.2,0.073,12.0,103.52,0.9969,3.48,0.5,9.3,5
6.8,0.6,0.18,1.9,0.079,39.34,86.0,0.9968,3.59,0.57,9.3,6
7.6,0.95,0.03,11.92,0.09,7.0,20.0,0.9959,3.2,0.56,9.6,5
5.95,1.26,0.02,1.3,0.07200000000000001,9.0,20.0,0.99,3.17,1.08,9.2,4
7.8,0.53,0.04,1.7,0.6,17.0,31.0,0.9964,3.33,0.56,10.0,6
12.97,0.91,0.26,7.3,0.07,36.0,121.0,0.9982,3.37,0.49,9.4,5
7.3,0.59,0.26,7.2,0.07,35.0,121.0,1.0,3.37,0.49,14.78,5
7.8,0.63,0.48,1.7,0.1,14.0,96.0,0.9961,3.19,0.62,9.5,5
6.8,0.64,0.1,2.1,0.085,18.0,101.0,0.9956,3.93,0.52,10.2,5
7.3,0.55,0.03,1.6,0.07200000000000001,17.0,247.85,0.9956,3.37,0.48,9.0,4
6.8,0.63,0.07,2.1,0.08900000000000001,11.0,44.0,0.9953,3.47,0.55,10.4,6
7.5,0.705,0.88,1.8,0.36,15.0,63.0,0.9964,2.83,1.59,9.5,5
7.9,0.885,0.03,1.8,0.058,4.0,8.0,0.9972,3.36,0.33,9.1,4
8.0,0.42,0.17,2.0,0.073,6.0,18.0,0.9972,3.29,0.61,9.2,6
8.0,0.42,0.17,2.0,0.073,6.0,40.39,0.9972,3.29,0.61,9.2,6
11.03,0.62,0.05,1.9,0.068,24.0,55.05,0.9961,3.42,0.57,11.5,6
7.3,0.38,0.21,13.49,0.08,7.0,35.0,0.9961,3.33,0.47,9.5,5
6.9,0.5,0.04,1.5,0.085,53.32,49.0,0.9958,3.35,0.78,9.5,5
9.31,0.38,0.21,2.0,0.08,7.0,35.0,0.9961,3.33,0.47,9.5,5
7.5,0.52,0.42,2.3,0.5,8.0,38.0,0.9972,3.58,0.61,10.5,6
7.0,0.805,0.0,2.5,0.068,7.0,20.0,0.9969,3.48,0.56,9.6,5
8.8,0.61,0.14,2.4,0.067,10.0,42.0,0.99,3.19,0.59,9.5,5
8.8,0.61,0.14,12.59,0.067,10.0,42.0,1.0,3.19,0.59,9.5,5
8.9,0.61,0.55,2.0,0.27,23.0,110.0,0.9972,3.12,0.65,9.3,5
7.2,0.73,0.55,7.08,0.076,16.0,42.0,0.9972,3.44,0.52,8.92,5
6.8,0.61,0.2,1.8,0.077,11.0,28.47,0.9971,3.04,0.58,9.3,5
6.7,0.12,0.21,1.9,0.079,8.0,62.0,0.997,3.52,0.58,9.3,6
8.9,0.31,0.57,2.0,0.111,26.0,85.0,0.9971,3.26,0.53,9.7,5
7.4,0.39,0.48,2.0,0.08199999999999999,14.0,67.0,0.9972,3.34,1.84,9.2,5
7.7,0.705,0.1,2.6,0.084,29.7,26.0,1.0,3.39,0.49,9.5,5
7.9,0.5,0.33,2.0,0.084,15.0,143.0,0.9968,3.2,0.55,9.5,5
7.9,0.49,0.32,1.9,0.08199999999999999,17.0,144.0,0.9968,3.2,0.55,9.5,5
8.2,0.5,0.35,2.9,0.077,21.0,127.0,0.9976,3.23,0.62,9.4,5
6.4,0.37,0.25,1.9,0.5,21.0,58.26,0.9974,3.57,0.62,9.8,6
6.8,0.63,0.12,3.8,0.099,16.0,126.0,0.9969,3.28,0.61,9.5,5
7.6,1.21,0.21,2.2,0.071,7.0,28.0,0.9964,3.28,0.55,9.7,5
7.6,0.55,0.21,2.2,0.071,7.0,28.0,0.9964,3.28,0.55,9.48,5
7.8,0.56,0.33,2.0,0.07400000000000001,24.0,120.0,0.9968,3.25,0.54,9.4,5
7.3,0.58,0.3,2.4,0.07400000000000001,15.0,55.0,1.0,3.82,0.59,10.2,5
11.5,0.3,0.6,2.0,0.33,12.0,27.0,0.9981,3.11,0.97,10.1,6
5.4,0.835,0.08,1.2,0.45,13.0,93.0,0.9924,3.57,0.85,13.0,7
6.9,1.09,0.06,2.1,0.061,12.0,31.0,0.9948,3.51,0.43,11.4,4
9.6,0.32,0.47,1.4,0.056,9.0,24.0,0.99695,3.22,1.92,10.3,7
8.8,0.37,0.48,2.1,0.097,39.0,145.0,0.9975,3.04,1.03,9.3,5
6.8,0.5,0.11,1.5,0.075,16.0,96.78,0.99545,3.36,0.79,14.19,5
7.0,0.42,0.35,1.6,0.08800000000000001,16.0,39.0,0.9961,3.02,0.55,9.2,5
7.0,0.43,0.36,1.6,0.08900000000000001,14.0,37.0,0.99615,3.34,0.56,12.58,6
12.8,0.3,0.74,2.6,0.095,9.0,28.0,0.9994,3.2,0.77,10.8,7
12.8,0.3,0.74,2.6,0.095,9.0,28.0,0.9994,3.2,0.77,10.8,7
7.8,0.57,0.31,1.8,0.069,24.19,120.0,0.99625,3.29,0.53,9.3,5
7.8,0.44,0.28,2.7,0.1,18.0,95.0,0.9966,3.22,0.67,10.21,5
14.92,0.3,0.58,2.1,0.054000000000000006,7.0,19.0,0.998,3.31,0.88,10.5,7
9.7,0.53,0.97,2.0,0.039,5.0,19.0,0.99585,3.3,0.86,12.4,6
8.0,0.725,0.24,2.8,0.083,10.0,62.0,0.99685,3.35,0.56,10.0,6
11.6,0.44,0.64,2.1,0.059,5.0,15.0,0.998,3.21,0.67,10.2,6
8.2,0.57,0.38,2.2,0.06,11.71,65.0,0.9959,3.3,0.43,10.1,5
7.8,0.735,0.08,2.4,0.092,10.0,41.0,0.9974,3.24,0.71,9.8,6
7.0,0.49,0.49,5.6,0.06,26.0,121.0,1.0,4.0,0.76,10.5,5
8.7,0.64,0.16,2.0,0.101,13.0,49.0,1.0,2.74,0.57,11.0,5
8.1,0.725,0.22,2.2,0.07200000000000001,11.0,41.0,0.9967,3.36,0.55,9.1,5
7.5,0.58,0.19,5.98,0.076,3.97,44.0,0.9957,3.39,0.54,9.7,5
7.8,0.7,0.33,14.86,0.42,24.0,144.0,0.99655,3.3,0.6,9.5,5
7.8,0.34,0.37,14.83,0.08199999999999999,43.93,58.0,0.9964,3.34,0.59,9.4,6
7.4,0.53,0.77,13.98,0.101,16.0,72.0,0.9957,3.15,0.57,9.4,5
6.8,1.39,0.04,1.5,0.057,5.0,10.0,0.99525,3.42,0.6,9.5,5
8.6,0.645,0.25,2.0,0.083,8.68,25.97,0.99815,3.63,0.6,10.0,6
8.4,0.635,0.36,2.0,0.08900000000000001,15.0,55.0,0.99745,3.31,0.57,10.4,4
7.7,0.43,0.25,2.6,0.073,29.0,63.0,0.99615,3.37,0.58,13.92,6
8.9,0.59,0.5,2.0,0.337,27.0,81.0,0.9964,3.54,1.61,9.5,6
9.0,1.27,0.14,2.6,0.08900000000000001,9.0,23.0,0.99,3.39,0.63,9.8,5
7.7,0.43,0.25,2.6,0.073,29.0,63.0,0.99615,3.37,0.58,10.5,6
6.9,0.52,0.25,2.6,0.081,10.0,37.0,0.99685,3.46,0.5,11.0,5
12.06,0.48,0.04,1.6,0.054000000000000006,19.0,106.0,0.9927,3.54,0.62,12.2,7
8.0,0.38,0.06,1.8,0.078,12.0,49.0,0.99625,3.37,1.16,9.9,6
8.5,0.37,0.2,2.8,0.09,30.93,79.59,0.998,3.34,0.7,9.6,6
6.9,0.52,0.25,2.6,0.081,10.0,37.0,0.99685,3.77,0.5,11.0,5
8.2,1.0,0.09,2.3,0.065,7.0,37.0,0.99,3.32,0.55,14.33,6
7.2,0.63,0.0,1.9,0.097,14.0,38.0,0.99675,3.37,0.58,9.52,6
7.2,0.63,0.0,1.9,0.097,14.0,38.0,0.99675,3.37,0.58,9.0,6
7.2,0.645,0.0,1.9,0.097,15.0,39.0,0.99675,3.37,0.58,9.2,6
7.2,0.63,0.0,1.9,0.097,14.0,38.0,0.99675,3.37,0.58,9.0,6
8.2,1.0,0.09,2.3,0.065,7.0,37.0,0.99685,3.32,0.88,9.0,6
8.9,0.635,0.37,1.7,0.263,5.0,164.31,0.9971,3.0,1.09,9.3,5
4.68,0.91,0.56,2.1,0.093,6.0,208.61,0.99925,3.14,0.71,10.9,6
7.7,0.58,0.1,1.88,0.102,28.0,109.0,0.99565,3.08,0.49,9.65,6
15.0,0.21,0.44,2.2,0.075,17.86,24.0,1.0,3.07,1.53,9.2,7
15.0,0.21,0.44,2.2,0.075,10.0,24.0,1.00005,3.07,0.84,9.2,7
7.3,0.66,0.0,2.0,0.084,6.0,23.0,0.9983,3.61,0.96,9.9,6
7.1,0.68,0.07,1.9,0.075,16.0,51.0,0.99685,3.38,0.52,9.5,5
11.53,0.6,0.17,3.62,0.07200000000000001,11.0,73.0,0.9963,3.2,0.45,11.8,5
7.7,0.53,0.06,1.7,0.07400000000000001,9.0,39.0,0.99615,3.35,0.48,9.72,6
7.3,0.66,0.54,2.0,0.084,6.0,23.0,0.9983,3.61,0.96,9.9,6
10.8,0.32,0.44,1.6,0.063,16.0,37.0,0.9985,3.22,0.78,10.0,6
7.1,0.6,0.0,1.8,0.07400000000000001,16.0,34.0,0.9972,3.47,0.7,9.9,6
11.1,0.35,0.48,3.1,0.09,5.0,21.0,0.9986,3.24,0.53,10.5,5
7.7,0.775,0.15,1.9,0.092,8.0,86.0,0.9959,3.23,0.59,9.5,5
7.1,0.6,0.0,1.8,0.07400000000000001,16.0,34.0,1.0,3.47,0.7,9.9,6
8.0,0.57,0.23,10.22,0.073,17.0,119.0,0.99675,3.96,0.57,9.3,5
9.4,0.34,0.37,2.2,0.075,5.0,51.42,0.998,3.22,0.62,9.2,5
6.6,1.34,0.0,2.1,0.37,66.18,56.0,0.9968,3.49,1.59,9.2,5
14.73,0.41,0.76,1.8,0.611,18.04,45.0,0.9968,3.06,1.26,9.4,5
10.0,0.31,0.18,2.6,0.24,14.0,33.0,1.0,3.36,0.8,10.5,7
7.9,0.33,0.23,1.7,0.077,18.0,45.0,0.99625,3.29,0.65,9.3,5
7.0,0.975,0.04,2.0,0.087,12.0,24.67,0.99565,3.35,0.6,9.4,4
8.0,0.52,0.03,1.7,0.07,10.0,35.0,0.99575,3.34,0.57,10.0,5
7.9,0.37,0.23,1.8,0.077,23.0,49.0,0.9963,3.28,0.67,9.3,5
11.14,0.56,0.49,2.4,0.064,5.0,27.0,0.9999,3.08,0.87,10.9,5
11.8,0.26,0.52,1.8,0.071,6.0,10.0,0.9968,3.2,0.72,10.87,7
14.72,0.87,0.0,3.3,0.35,26.0,61.0,1.00025,3.6,0.72,9.8,4
7.9,0.35,0.46,3.6,0.078,15.0,37.0,0.9973,3.35,0.86,12.8,8
6.9,0.54,0.04,3.0,0.077,7.0,27.0,1.0,3.69,0.91,9.4,6
11.5,0.18,0.51,4.0,0.104,4.0,23.0,0.9996,3.28,0.97,10.1,6
7.9,0.545,0.06,10.32,0.087,27.0,61.0,0.9965,3.36,0.67,10.7,6
11.5,0.18,0.51,4.0,0.104,4.0,23.0,0.9996,3.19,0.97,13.97,6
10.9,0.37,0.58,4.0,0.071,17.0,65.0,0.99935,3.22,0.78,10.1,5
8.4,0.715,0.19,2.4,0.076,10.0,38.0,0.99735,2.78,0.64,9.48,5
7.5,0.65,0.18,7.0,0.08800000000000001,27.0,94.0,0.99915,3.38,0.75,9.4,5
7.9,0.545,0.06,4.0,0.087,27.0,61.0,0.9965,3.36,0.67,10.7,6
6.9,0.54,0.04,3.0,0.077,55.6,214.36,0.9987,3.46,0.91,9.4,6
11.5,0.18,0.51,13.24,0.104,4.0,23.0,0.9996,3.93,0.97,10.1,6
10.3,0.32,0.45,6.4,0.073,5.0,13.0,0.9976,3.23,0.82,12.6,8
8.9,0.4,0.32,5.6,0.087,10.0,47.0,0.9991,3.38,1.38,10.5,7
11.4,0.26,0.44,3.6,0.071,6.0,19.0,0.9986,3.12,0.82,9.3,6
7.7,0.27,0.68,3.5,0.358,5.0,10.0,0.9972,3.25,1.08,9.9,7
7.6,0.52,0.12,3.0,0.067,12.0,53.0,0.9971,3.36,0.57,9.1,5
8.9,1.27,0.32,5.6,0.087,10.0,47.0,0.9991,3.38,0.77,10.5,7
9.9,0.59,0.07,3.4,0.102,32.0,71.0,1.00015,3.31,0.71,9.8,5
9.9,0.59,0.07,3.4,0.102,32.0,71.0,1.00015,3.31,0.71,9.8,5
12.0,0.52,0.55,2.0,0.073,25.0,49.0,0.9997,3.8,0.76,10.3,6
7.5,0.4,0.25,3.0,0.092,29.0,206.91,0.9967,3.37,0.7,10.3,6
8.7,0.52,0.09,2.5,0.091,20.0,49.0,0.9976,3.6,0.86,10.6,7
12.19,0.42,0.53,3.3,0.105,33.0,98.0,1.001,3.2,0.95,9.2,5
8.7,0.52,0.09,8.24,0.091,20.0,49.0,0.9976,3.34,1.61,10.6,7
