customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
3413-BMNZE,Male,1,No,No,6,No,Yes,DSL,Yes,Yes,No internet service,No,Yes,No internet service,Month-to-month,Yes,Electronic check,27.63,7276.46,No
6234-RAAPL,Female,0,No,Yes,64,No,No,DSL,Yes,No internet service,No internet service,No internet service,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),78.42,3943.74,No
6047-YHPVI,Male,0,Yes,Yes,65,Yes,Yes,Fiber optic,No internet service,No,No,No,No internet service,No,Two year,Yes,Mailed check,101.56,4290.24,Yes
6572-ADKRS,Female,1,Yes,No,57,Yes,Yes,Fiber optic,No,No,No,No internet service,Yes,No,Two year,No,Mailed check,53.11,8589.91,No
5380-WJKOV,Male,1,No,No,23,No,No,DSL,No,No,No internet service,No internet service,No,No internet service,Month-to-month,No,Electronic check,118.11,3960.89,Yes
8168-UQWWF,Female,0,Yes,Yes,24,Yes,No,Fiber optic,No internet service,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),87.07,6523.76,Yes
8865-TNMNX,Male,1,Yes,Yes,9,Yes,No phone service,Fiber optic,Yes,Yes,No internet service,No,Yes,Yes,Two year,No,Credit card (automatic),65.21,661.27,No
9489-DEDVP,Female,0,No,No,6,No,Yes,Fiber optic,No,Yes,No internet service,No internet service,No,No internet service,One year,No,Mailed check,89.44,7896.51,No
9867-JCZSP,Male,0,Yes,No,33,No,No,No,Yes,No internet service,Yes,Yes,Yes,No,One year,No,Electronic check,109.67,4514.21,No
4671-VJLCL,Female,1,Yes,Yes,25,Yes,Yes,Fiber optic,No,No internet service,Yes,No,Yes,No,One year,Yes,Electronic check,22.35,373.8,No
4080-IIARD,Male,0,No,No,14,Yes,Yes,DSL,No internet service,Yes,Yes,No internet service,No,No,Two year,Yes,Electronic check,95.09,5949.78,No
3714-NTNFO,Female,0,Yes,No,19,No,No phone service,Fiber optic,No,Yes,Yes,Yes,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),99.69,808.43,No
5948-UJZLF,Male,1,Yes,No,17,Yes,Yes,Fiber optic,No internet service,No,Yes,No internet service,No,No internet service,One year,Yes,Mailed check,113.54,1188.28,No
7760-OYPDY,Male,0,No,Yes,55,Yes,No,No,No,No internet service,No internet service,Yes,Yes,Yes,Two year,Yes,Mailed check,90.05,276.19,Yes
7639-LIAYI,Male,1,No,No,2,Yes,Yes,DSL,No,No,No,Yes,No internet service,No,Month-to-month,No,Electronic check,37.23,6493.82,No
2954-PIBKO,Female,0,Yes,Yes,22,Yes,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),75.06,7722.41,No
8012-SOUDQ,Male,0,No,Yes,12,No,No,Fiber optic,Yes,Yes,No internet service,No,No internet service,No,Two year,Yes,Credit card (automatic),105.59,5561.83,No
9420-LOJKX,Male,0,Yes,No,62,Yes,Yes,DSL,No internet service,No,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Electronic check,89.14,412.63,Yes
6575-SUVOI,Female,1,No,No,38,Yes,No,No,No,Yes,Yes,Yes,No,No internet service,Two year,Yes,Mailed check,21.89,3185.29,No
7495-OOKFY,Male,1,Yes,No,6,No,No,Fiber optic,No internet service,Yes,Yes,No,No internet service,No,Month-to-month,No,Mailed check,103.86,4161.32,Yes
4667-QONEA,Female,1,Yes,Yes,60,No,Yes,No,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,74.99,752.04,No
1658-BYGOY,Male,1,No,Yes,11,No,No phone service,DSL,Yes,No,Yes,No internet service,No,Yes,Two year,No,Mailed check,76.41,4360.7,Yes
8769-KKTPH,Male,1,Yes,No,12,Yes,No phone service,DSL,Yes,No,Yes,Yes,No,No,One year,No,Mailed check,82.49,6840.51,No
5067-XJQFU,Female,1,Yes,Yes,64,No,No,Fiber optic,No internet service,No internet service,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),63.7,8640.29,No
3957-SQXML,Male,0,Yes,Yes,25,No,No,Fiber optic,No internet service,No internet service,No internet service,No,No internet service,Yes,One year,Yes,Credit card (automatic),34.28,5616.57,No
5954-BDFSG,Male,1,No,Yes,0,No,No,Fiber optic,Yes,No internet service,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,111.38,7928.54,No
0434-CSFON,Male,1,No,Yes,25,Yes,No phone service,Fiber optic,No,No internet service,Yes,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),116.12,1913.56,No
1215-FIGMP,Female,0,No,Yes,68,Yes,Yes,Fiber optic,No,No,No internet service,No internet service,Yes,No,Two year,No,Mailed check,81.63,3286.99,No
0526-SXDJP,Male,1,No,No,36,Yes,No,DSL,Yes,No,Yes,Yes,No internet service,No internet service,Two year,No,Mailed check,54.37,1956.76,No
0557-ASKVU,Male,0,Yes,No,46,Yes,Yes,Fiber optic,No,No,No internet service,No,Yes,No,One year,No,Electronic check,86.02,5625.4,No
5698-BQJOH,Female,0,No,No,35,Yes,Yes,Fiber optic,No internet service,Yes,No,Yes,Yes,Yes,Two year,No,Electronic check,52.5,3041.27,Yes
5122-CYFXA,Male,0,Yes,No,54,No,No phone service,DSL,No,No,No,No,No internet service,No internet service,Two year,Yes,Mailed check,100.03,697.22,No
8627-ZYGSZ,Male,1,No,No,3,No,No phone service,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),80.24,944.31,No
3410-YOQBQ,Male,0,Yes,Yes,66,Yes,No phone service,Fiber optic,Yes,Yes,No,No,No internet service,No internet service,Month-to-month,No,Credit card (automatic),94.88,3678.59,No
3170-NMYVV,Female,1,Yes,Yes,17,Yes,No phone service,Fiber optic,No,Yes,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),27.87,1383.1,No
7410-OIEDU,Female,1,No,No,36,No,No,No,No,No internet service,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),31.5,3262.36,No
2273-QCKXA,Male,0,No,Yes,64,Yes,Yes,Fiber optic,No,No,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,54.15,2652.53,No
0731-EBJQB,Male,0,Yes,Yes,69,No,No phone service,DSL,No,No internet service,Yes,No,No internet service,Yes,Two year,No,Credit card (automatic),49.78,8386.39,No
1891-QRQSA,Male,1,No,No,27,Yes,Yes,No,No,Yes,No internet service,Yes,No internet service,No,Two year,No,Mailed check,85.48,6565.23,No
8028-PNXHQ,Male,1,Yes,No,50,Yes,No phone service,No,No internet service,Yes,No internet service,No,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),48.14,1296.93,No
5630-AHZIL,Male,0,No,Yes,34,Yes,No phone service,No,Yes,No,Yes,No,Yes,No internet service,Two year,Yes,Bank transfer (automatic),52.63,5667.93,No
2673-CXQEU,Male,1,Yes,Yes,39,Yes,No phone service,DSL,Yes,No,No,No,No,Yes,Two year,Yes,Electronic check,22.06,3180.11,No
6416-JNVRK,Female,0,Yes,Yes,11,No,Yes,Fiber optic,No,No internet service,Yes,No internet service,Yes,No,Two year,No,Mailed check,84.44,4476.28,No
5590-ZSKRV,Female,0,Yes,No,68,No,No phone service,DSL,No,Yes,No,No,Yes,No,One year,No,Bank transfer (automatic),18.59,1939.42,No
0191-ZHSKZ,Male,0,Yes,No,38,Yes,Yes,DSL,Yes,Yes,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),87.04,2290.83,No
3887-PBQAO,Male,0,No,Yes,32,Yes,Yes,Fiber optic,No,Yes,Yes,No internet service,No,No internet service,Two year,Yes,Bank transfer (automatic),55.11,5874.81,No
5919-TMRGD,Female,1,Yes,Yes,61,Yes,No,DSL,No,Yes,Yes,No,Yes,No internet service,Month-to-month,Yes,Mailed check,97.44,3605.36,Yes
8108-UXRQN,Male,0,No,Yes,65,No,Yes,No,No,No,No internet service,No internet service,No,No internet service,Two year,No,Mailed check,51.78,5690.88,No
9191-MYQKX,Male,1,Yes,Yes,72,Yes,No phone service,DSL,No,Yes,Yes,Yes,No internet service,No internet service,One year,Yes,Credit card (automatic),83.28,602.2,Yes
9919-YLNNG,Male,0,No,No,66,Yes,Yes,No,Yes,No,No internet service,No,No,No internet service,Two year,No,Credit card (automatic),73.78,3919.73,No
0318-ZOPWS,Female,0,Yes,No,38,Yes,Yes,Fiber optic,No,No,Yes,No internet service,No,No internet service,Two year,Yes,Mailed check,71.44,8438.06,No
4445-ZJNMU,Female,1,Yes,No,36,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Yes,One year,No,Credit card (automatic),36.47,6249.68,No
4808-YNLEU,Female,1,No,No,12,No,No phone service,No,Yes,Yes,Yes,No internet service,No,Yes,Two year,No,Mailed check,33.93,4957.82,No
1862-QRWPE,Male,0,Yes,Yes,64,No,No phone service,Fiber optic,No,No,Yes,No,No,No internet service,Month-to-month,Yes,Electronic check,41.25,8607.24,No
2796-NNUFI,Female,1,Yes,Yes,24,No,No phone service,DSL,No internet service,Yes,No internet service,No,No,Yes,Two year,No,Electronic check,22.11,7967.14,No
3016-KSVCP,Male,0,No,No,7,Yes,No phone service,DSL,No,Yes,No internet service,No,No internet service,No,Month-to-month,No,Credit card (automatic),20.91,3069.36,No
4767-HZZHQ,Male,0,Yes,Yes,42,Yes,Yes,DSL,Yes,No internet service,No internet service,Yes,No internet service,Yes,One year,No,Mailed check,36.5,6462.38,No
2424-WVHPL,Female,1,Yes,No,20,Yes,No phone service,DSL,No,No internet service,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),22.29,5477.37,No
7233-PAHHL,Male,1,No,No,26,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No internet service,Yes,One year,No,Mailed check,84.91,5413.28,No
6067-NGCEU,Female,1,No,Yes,69,Yes,No phone service,DSL,No internet service,No internet service,No,Yes,No,No internet service,Month-to-month,No,Electronic check,84.84,1442.96,No
9848-JQJTX,Female,0,Yes,Yes,67,Yes,Yes,DSL,No,No internet service,No internet service,No,Yes,No internet service,One year,No,Credit card (automatic),116.6,4530.92,No
8637-XJIVR,Female,0,No,Yes,45,Yes,No phone service,Fiber optic,No internet service,No internet service,Yes,No internet service,No,No,One year,Yes,Electronic check,52.43,257.25,Yes
9803-FTJCG,Female,0,Yes,No,23,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No internet service,Yes,No internet service,One year,No,Bank transfer (automatic),58.35,4069.83,No
0278-YXOOG,Male,0,Yes,Yes,32,No,Yes,DSL,Yes,No,No internet service,No internet service,No,No internet service,Month-to-month,Yes,Mailed check,25.11,2901.76,Yes
3212-KXOCR,Female,1,Yes,Yes,31,Yes,Yes,No,Yes,No internet service,No,No internet service,No internet service,Yes,Two year,No,Bank transfer (automatic),35.26,4975.34,No
4598-XLKNJ,Male,1,Yes,Yes,33,Yes,No,DSL,No internet service,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,89.4,5593.59,Yes
6380-ARCEH,Male,0,No,Yes,39,No,Yes,Fiber optic,No,No internet service,Yes,Yes,No internet service,No,One year,No,Electronic check,91.59,8338.63,No
3679-XASPY,Female,0,No,No,31,No,Yes,No,No,No internet service,No,No,No internet service,Yes,Two year,Yes,Credit card (automatic),48.97,6877.62,No
7123-WQUHX,Female,1,No,No,4,No,No phone service,No,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,23.54,820.73,No
5386-THSLQ,Female,1,No,Yes,62,No,No phone service,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),40.83,333.45,No
3192-NQECA,Male,0,Yes,No,8,No,Yes,No,Yes,No,No internet service,No internet service,No,No internet service,One year,Yes,Credit card (automatic),77.7,802.05,Yes
6180-YBIQI,Female,0,Yes,Yes,57,No,No,Fiber optic,No internet service,No,No,Yes,No internet service,No,Month-to-month,Yes,Credit card (automatic),115.48,4435.9,No
6728-DKUCO,Female,0,Yes,Yes,29,No,No phone service,No,No internet service,No internet service,Yes,Yes,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),44.15,8270.52,No
9750-BOOHV,Female,1,Yes,Yes,62,No,No,No,Yes,Yes,Yes,Yes,No internet service,Yes,Two year,No,Electronic check,84.23,6090.5,No
8597-CWYHH,Female,1,Yes,Yes,43,Yes,No,Fiber optic,No internet service,No internet service,Yes,No internet service,No,No,One year,Yes,Electronic check,92.21,5097.99,No
2848-YXSMW,Female,0,Yes,No,52,Yes,No phone service,No,Yes,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),24.95,325.9,No
0486-HECZI,Female,0,Yes,No,43,No,No,No,No,No,No internet service,Yes,Yes,Yes,Two year,Yes,Electronic check,50.96,846.33,Yes
4549-ZDQYY,Male,0,No,Yes,15,No,No,DSL,No,No internet service,Yes,No internet service,No internet service,Yes,Month-to-month,No,Credit card (automatic),116.24,3791.06,No
5712-AHQNN,Male,0,Yes,No,47,Yes,No phone service,Fiber optic,Yes,No,No internet service,No internet service,No internet service,Yes,One year,Yes,Electronic check,53.7,5386.07,No
4846-WHAFZ,Male,0,No,Yes,54,Yes,No,No,No internet service,No internet service,No,No,Yes,No internet service,Month-to-month,No,Credit card (automatic),22.07,7235.74,Yes
5256-SKJGO,Male,1,No,No,1,No,Yes,No,Yes,No,Yes,Yes,No internet service,No,Month-to-month,Yes,Credit card (automatic),21.11,7775.56,No
3071-VBYPO,Male,1,No,No,57,No,No phone service,DSL,No,No internet service,Yes,Yes,Yes,No internet service,Two year,Yes,Electronic check,36.5,7666.02,No
9560-BBZXK,Female,0,Yes,No,69,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No internet service,Two year,Yes,Credit card (automatic),36.41,4489.41,No
5299-RULOA,Male,0,No,No,21,Yes,No,No,No internet service,No,No,No internet service,No,Yes,Two year,No,Electronic check,35.27,2916.08,Yes
8402-OOOHJ,Female,0,No,No,68,Yes,Yes,Fiber optic,No internet service,No,No internet service,No internet service,Yes,Yes,Two year,No,Electronic check,38.6,514.01,No
9445-ZUEQE,Female,1,No,No,7,Yes,No phone service,No,Yes,Yes,No internet service,Yes,No internet service,No internet service,Month-to-month,Yes,Electronic check,51.67,5339.67,No
1091-SOZGA,Female,1,Yes,Yes,39,Yes,Yes,DSL,Yes,No,No,No,No,No internet service,One year,No,Bank transfer (automatic),25.0,8032.31,No
2928-HLDBA,Female,1,No,No,7,Yes,No,Fiber optic,No internet service,No internet service,Yes,No internet service,No internet service,No internet service,One year,No,Electronic check,38.86,2180.07,No
0404-SWRVG,Female,1,Yes,No,4,No,No,No,No internet service,No internet service,No internet service,No,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),34.85,7152.72,Yes
6497-TILVL,Male,1,Yes,Yes,29,Yes,No,No,No,No,Yes,No internet service,Yes,No,One year,No,Mailed check,72.43,2468.84,No
7219-TLZHO,Female,1,No,Yes,47,No,No phone service,No,No,No,Yes,No internet service,Yes,No,Month-to-month,No,Credit card (automatic),27.04,1946.82,No
4622-YNKIJ,Male,0,Yes,Yes,55,Yes,No,DSL,No,No internet service,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),51.91,3915.2,No
4412-YLTKF,Male,1,No,No,14,No,Yes,Fiber optic,No internet service,Yes,No,No,No,No,Month-to-month,No,Electronic check,114.72,1096.25,Yes
6734-PSBAW,Male,1,Yes,Yes,18,No,No,Fiber optic,No,No internet service,No,Yes,No internet service,Yes,Month-to-month,Yes,Mailed check,90.93,7441.53,No
3930-ZGWVE,Male,1,No,Yes,10,Yes,No,DSL,Yes,Yes,No internet service,No,Yes,Yes,One year,No,Mailed check,42.17,7186.37,No
2639-UGMAZ,Male,1,Yes,Yes,72,No,No phone service,Fiber optic,No,No,No,No,Yes,No internet service,One year,No,Mailed check,75.64,3913.57,No
2876-GZYZC,Male,1,No,Yes,70,No,Yes,DSL,Yes,No internet service,No internet service,No internet service,Yes,No,Month-to-month,No,Mailed check,41.51,8431.5,No
6207-WIOLX,Male,1,Yes,No,56,No,No,Fiber optic,No internet service,Yes,Yes,Yes,No internet service,Yes,Two year,No,Electronic check,40.58,1070.43,Yes
8587-XYZSF,Male,1,Yes,No,63,Yes,No phone service,Fiber optic,No internet service,Yes,No,Yes,No internet service,No,Two year,Yes,Credit card (automatic),36.25,4617.13,No
3091-FYHKI,Female,1,No,No,61,Yes,Yes,No,No,Yes,Yes,No,No internet service,Yes,One year,Yes,Credit card (automatic),48.08,3016.1,Yes
2372-HWUHI,Female,1,No,Yes,51,Yes,No phone service,Fiber optic,No,No,No,No internet service,Yes,Yes,One year,No,Credit card (automatic),89.7,8034.31,Yes
7799-LGRDP,Male,0,Yes,Yes,34,No,No phone service,DSL,No,No internet service,No internet service,No,No,No,Month-to-month,No,Electronic check,70.53,1752.5,No
7850-VWJUU,Female,1,Yes,Yes,41,No,No,No,Yes,No,No internet service,No internet service,No internet service,No,One year,No,Electronic check,108.65,2116.66,No
3774-VBNXY,Male,1,No,Yes,56,No,Yes,No,No,No internet service,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),18.98,7166.79,No
6217-KDYWC,Female,1,Yes,Yes,28,Yes,Yes,DSL,Yes,No internet service,No internet service,No,Yes,No,Month-to-month,No,Electronic check,47.68,5240.03,No
0390-DCFDQ,Male,1,No,No,47,Yes,No,No,Yes,Yes,Yes,No internet service,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),64.53,8655.81,Yes
3146-MSEGF,Male,0,Yes,Yes,21,No,Yes,No,No internet service,Yes,No,No,Yes,No internet service,Month-to-month,No,Mailed check,113.23,1843.03,No
4080-OGPJL,Female,1,Yes,No,6,Yes,No phone service,No,No,Yes,Yes,No internet service,No,Yes,One year,No,Mailed check,63.66,5960.74,Yes
1095-WGNGG,Female,0,No,Yes,48,Yes,No,Fiber optic,Yes,No,Yes,Yes,No internet service,No,Month-to-month,Yes,Credit card (automatic),58.39,5097.92,No
2636-SJDOU,Female,0,No,Yes,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Yes,No,One year,Yes,Credit card (automatic),37.67,3508.73,No
1131-QQZEB,Female,1,No,No,43,No,No,No,No internet service,No internet service,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,113.34,8472.17,No
5716-EZXZN,Female,0,No,Yes,68,No,No phone service,Fiber optic,No internet service,Yes,No,No internet service,No,No,Month-to-month,No,Electronic check,107.23,299.8,No
6837-BJYDQ,Female,1,No,Yes,38,No,No phone service,DSL,No internet service,Yes,Yes,Yes,No,No internet service,Two year,No,Electronic check,63.07,3376.82,No
2135-RXIHG,Male,1,Yes,Yes,26,No,Yes,Fiber optic,No,No,Yes,Yes,Yes,No internet service,One year,Yes,Mailed check,114.76,6505.47,Yes
6440-DKQGE,Male,1,Yes,Yes,22,No,Yes,DSL,No,No internet service,No,No,No,Yes,Two year,Yes,Mailed check,71.95,8476.61,No
3466-BYAVD,Male,0,No,No,32,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),38.13,7486.79,No
3780-YVMFA,Male,0,Yes,Yes,2,No,No phone service,Fiber optic,No,No internet service,No internet service,No internet service,No,No,One year,No,Electronic check,105.89,3835.82,No
3874-EQOEP,Female,0,No,No,7,Yes,No,Fiber optic,No internet service,No internet service,No internet service,Yes,No internet service,No internet service,Month-to-month,No,Electronic check,34.74,250.06,Yes
1679-JRFBR,Male,0,No,Yes,18,No,No,Fiber optic,Yes,No,No internet service,No internet service,Yes,No internet service,One year,Yes,Mailed check,90.19,4644.55,No
9073-ZZIAY,Female,0,Yes,No,68,Yes,No phone service,Fiber optic,Yes,Yes,No internet service,No internet service,No,Yes,One year,No,Credit card (automatic),45.82,7926.46,No
3077-RSNTJ,Male,0,No,Yes,17,Yes,No,DSL,No internet service,Yes,Yes,No internet service,No,Yes,Two year,Yes,Credit card (automatic),104.13,288.51,No
6551-GNYDG,Male,0,Yes,Yes,57,Yes,No phone service,DSL,Yes,No,No internet service,No internet service,Yes,Yes,Month-to-month,No,Credit card (automatic),78.02,3398.01,No
9167-APMXZ,Female,0,No,Yes,63,Yes,No,No,No,No,Yes,No,Yes,No internet service,One year,No,Bank transfer (automatic),26.35,6931.56,No
2749-CTKAJ,Male,1,No,No,11,Yes,No phone service,No,No,Yes,Yes,No internet service,Yes,No internet service,One year,Yes,Credit card (automatic),51.88,8289.14,No
6371-NZYEG,Male,0,No,No,35,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No internet service,Two year,No,Electronic check,102.27,6140.9,No
7554-NEWDD,Male,1,Yes,No,31,Yes,No phone service,No,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,94.18,54.3,No
8992-VONJD,Female,1,No,Yes,32,No,No,No,No internet service,No,No,No internet service,Yes,No,Two year,No,Credit card (automatic),28.14,7859.92,No
0867-MKZVY,Female,0,No,No,4,No,Yes,DSL,Yes,No internet service,No,No,No internet service,Yes,One year,No,Mailed check,45.49,6039.05,Yes
4482-EWFMI,Female,1,Yes,No,6,Yes,Yes,DSL,No internet service,No,No,No internet service,No,Yes,Two year,No,Bank transfer (automatic),34.81,4264.15,No
4648-YPBTM,Male,1,No,No,30,Yes,Yes,DSL,No internet service,No,No internet service,Yes,No internet service,Yes,One year,No,Electronic check,38.19,7788.57,No
2907-ILJBN,Male,0,No,No,60,Yes,No,No,No internet service,No internet service,Yes,Yes,No,No internet service,One year,No,Credit card (automatic),81.57,141.67,No
6345-FZOQH,Male,0,Yes,No,41,No,No phone service,DSL,No internet service,No internet service,No,Yes,Yes,No internet service,Month-to-month,No,Electronic check,19.91,7936.21,No
3376-BMGFE,Male,1,No,Yes,63,No,No,DSL,No,Yes,No,Yes,No,No,Two year,No,Mailed check,47.93,7188.89,Yes
